Mark,Competitor,DOB,Nat,Pos,Venue,Date
31.64,Tony MCQUAY,16 APR 1990,USA,3,Kingston (JAM),11 JUN 2016
31.67,John REGIS,13 OCT 1966,GBR,1,Gateshead (GBR),17 JUL 1992
31.69,Roberto HERNÁNDEZ,06 MAR 1967,CUB,1,Bratislava (TCH),20 JUN 1990
31.7,Kirk BAPTISTE,20 JUN 1963,USA,1,London (GBR),18 AUG 1984
31.72,Michael JOHNSON,13 SEP 1967,USA,1,Gateshead (GBR),30 JUL 1993
31.72,Jeremy WARINER,31 JAN 1984,USA,1,Ostrava (CZE),12 JUN 2008
31.73,Thomas JEFFERSON,08 JUN 1962,USA,1,London (GBR),22 AUG 1987
31.74,Gabriel TIACOH,10 SEP 1963,CIV,1,La Coruña (ESP),06 AUG 1986
31.77,Tyler CHRISTOPHER,03 OCT 1983,CAN,1,Saint Anne (FRA),20 MAY 2004
31.77,Isaac MAKWALA,24 SEP 1985,BOT,1,Pretoria (RSA),08 MAR 2018
31.8,Pavel MASLÁK,21 FEB 1991,CZE,4,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017
31.81,Gil ROBERTS,15 MAR 1989,USA,4,Kingston (JAM),11 JUN 2016
31.81,Vernon NORWOOD,10 APR 1992,USA,2,"Estadio Francisco Montaner, Ponce (PUR)",12 MAY 2022
31.82,Steve LEWIS,16 MAY 1969,USA,2,Gateshead (GBR),17 JUL 1992
31.83,Steven GARDINER,12 SEP 1995,BAH,1,"Santa Fe High School Track, Alachua, FL (USA)",05 JUL 2020
31.87,Mark RICHARDSON,26 JUL 1972,GBR,2,Gateshead (GBR),19 JUL 1998
31.87,Jonathan BORLÉE,22 FEB 1988,BEL,1,Liège (BEL),05 JUL 2012
31.88,Darren CLARK,06 SEP 1965,AUS,1,Belfast (GBR),30 JUN 1986
31.89,Luka JANEŽIČ,14 NOV 1995,SLO,1,Slovenska Bistrica (SLO),27 MAY 2017
31.91,Isaac MAKWALA,24 SEP 1985,BOT,5,Kingston (JAM),11 JUN 2016
31.92,Lalonde GORDON,25 NOV 1988,TTO,1,Liège (BEL),19 JUL 2017
31.93,Xavier CARTER,08 DEC 1985,USA,2,"Eugene, OR (USA)",07 JUN 2009
31.93,Karol ZALEWSKI,07 AUG 1993,POL,1,"Stadio Guidobaldi, Rieti (ITA)",07 SEP 2014
31.94,Rusheen MCDONALD,17 AUG 1992,JAM,1,"Stadio Guidobaldi, Rieti (ITA)",13 SEP 2015
31.95,Michael JOHNSON,13 SEP 1967,USA,1,Gateshead (GBR),09 AUG 1991
31.95,Gary KIKAYA,04 FEB 1978,COD,1,Villeneuve d'Ascq (FRA),12 JUN 2005
31.95,Steven GARDINER,12 SEP 1995,BAH,1f1,"Santa Fe High School Track, Alachua, FL (USA)",27 JUN 2020
31.96,Marc FOUCAN,14 OCT 1971,FRA,1,Strasbourg (FRA),29 JUN 1999
31.97,Innocent EGBUNIKE,30 NOV 1961,NGR,1,London (GBR),08 AUG 1986
31.97,Rusheen MCDONALD,17 AUG 1992,JAM,1,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013
31.98,John REGIS,13 OCT 1966,GBR,1,Belfast (GBR),19 JUN 1993
31.99,John REGIS,13 OCT 1966,GBR,1,Belfast (GBR),21 JUN 1991
31.99,Christopher BROWN,15 OCT 1978,BAH,2,"Alexander Stadium, Birmingham (GBR)",07 JUN 2015
32.0,Alvin HARRISON,20 JAN 1974,USA,2,"Durham, NC (USA)",13 JUL 1996
32.01,Darren CLARK,06 SEP 1965,AUS,2,London (GBR),08 AUG 1986
32.01,Matteo GALVAN,24 AUG 1988,ITA,2,"Stadio Guidobaldi, Rieti (ITA)",07 SEP 2014
32.04,Andrew VALMON,01 JAN 1965,USA,3,Jerez de la Frontera (ESP),03 SEP 1990
32.04,Nathon ALLEN,28 OCT 1995,JAM,3,"Estadio Francisco Montaner, Ponce (PUR)",12 MAY 2022
32.05,Innocent EGBUNIKE,30 NOV 1961,NGR,1,"Azusa, CA (USA)",28 MAR 1987
32.05,Butch REYNOLDS,08 JUN 1964,USA,1,Belfast (GBR),20 JUL 1987
32.05,Robson DA SILVA,04 SEP 1964,BRA,1,Jerez de la Frontera (ESP),17 SEP 1991
32.05,Demetrius PINDER,13 FEB 1989,BAH,1f1,Liège (BEL),16 JUL 2014
32.06,Butch REYNOLDS,08 JUN 1964,USA,1,Belfast (GBR),17 JUL 1989
32.06,Jamie BAULCH,03 MAY 1973,GBR,1,Cardiff (GBR),31 MAY 1997
32.07,Roberto HERNÁNDEZ,06 MAR 1967,CUB,1,Jerez de la Frontera (ESP),13 SEP 1989
32.07,Quincy WATTS,19 JUN 1970,USA,2,Gateshead (GBR),30 JUL 1993
32.07,Bryshon NELLUM,01 MAY 1989,USA,2,"Atlanta, GA (USA)",01 AUG 2015
32.08,Roger BLACK,31 MAR 1966,GBR,4,London (GBR),08 AUG 1986
32.08,Lythe PILLAY,25 FEB 2003,RSA,2,"Pilditch Stadium, Pretoria (RSA)",18 FEB 2023
32.09,Darren CLARK,06 SEP 1965,AUS,1,Gateshead (GBR),09 AUG 1985
32.1,Michael MARSH,04 AUG 1967,USA,3,Gateshead (GBR),30 JUL 1993
32.1,Johan WISSMAN,02 NOV 1982,SWE,1,Sollentuna (SWE),08 JUL 2008
32.1,Jonathan BORLÉE,22 FEB 1988,BEL,1f1,Kessel-Lo (BEL),13 AUG 2011
32.1,Sinesipho DAMBILE,02 MAR 2002,RSA,1,Pretoria (RSA),07 FEB 2020
32.12,John REGIS,13 OCT 1966,GBR,4,Gateshead (GBR),30 JUL 1993
32.13,Thapelo PHORA,21 NOV 1991,RSA,2,Pretoria (RSA),07 FEB 2020
32.14,Todd BENNETT,06 JUL 1962,GBR,2,London (GBR),18 AUG 1984
32.14,Mark RICHARDSON,26 JUL 1972,GBR,1,London (GBR),11 AUG 1996
32.14,Wallace SPEARMON,24 DEC 1984,USA,3,"Eugene, OR (USA)",07 JUN 2009
32.14,Delano WILLIAMS,23 DEC 1993,GBR,3,"Alexander Stadium, Birmingham (GBR)",07 JUN 2015
32.15,Morne NAGEL,23 MAR 1978,RSA,1,Bellville (RSA),15 DEC 2006
32.16,Mel LATTANY,10 AUG 1959,USA,1,Gateshead (GBR),31 JUL 1983
32.16,Walter MCCOY,15 NOV 1958,USA,3,London (GBR),18 AUG 1984
32.17,Darrell ROBINSON,23 DEC 1963,USA,1,Birmingham (GBR),19 AUG 1986
32.17,David VERBURG,14 MAY 1991,USA,4,"Alexander Stadium, Birmingham (GBR)",07 JUN 2015
32.18,Carl LEWIS,01 JUL 1961,USA,4,London (GBR),18 AUG 1984
32.18,Gabriel TIACOH,10 SEP 1963,CIV,2,Jerez de la Frontera (ESP),13 SEP 1989
32.18,Leslie DJHONE,18 MAR 1981,FRA,1,"Stade Raymond Petit, Tomblaine (FRA)",16 SEP 2003
32.19,Atlee MAHORN,27 OCT 1965,CAN,5,London (GBR),08 AUG 1986
32.19,Innocent EGBUNIKE,30 NOV 1961,NGR,1,"Azusa, CA (USA)",15 APR 1989
32.19,Jason ROUSER,22 MAR 1970,USA,1,"Eugene, OR (USA)",04 JUN 1994
32.2,Darren CLARK,06 SEP 1965,AUS,1,Canberra (AUS),26 JAN 1989
32.2,Jonathan BORLÉE,22 FEB 1988,BEL,2,Liège (BEL),19 JUL 2017
32.21,Leslie DJHONE,18 MAR 1981,FRA,1,Strasbourg (FRA),28 JUN 2004
32.21,Kenji FUJIMITSU,01 MAY 1986,JPN,1,Izumo (JPN),12 APR 2015
32.21,Lalonde GORDON,25 NOV 1988,TTO,1,Liège (BEL),15 JUL 2015
32.22,Dennis MITCHELL,20 FEB 1966,USA,1,Jerez de la Frontera (ESP),28 JUN 1988
32.22,Butch REYNOLDS,08 JUN 1964,USA,1,Bruxelles (BEL),19 AUG 1988
32.22,Dean CAPOBIANCO,11 MAY 1970,AUS,3,Gateshead (GBR),17 JUL 1992
32.22,Nery BRENES,25 SEP 1985,CRC,5,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017
32.22,Kévin BORLÉE,22 FEB 1988,BEL,3,Liège (BEL),19 JUL 2017
32.23,Pietro MENNEA,28 JUN 1952,ITA,1,Rieti (ITA),21 JUL 1979
32.23,Andrew VALMON,01 JAN 1965,USA,1,Sheffield (GBR),15 SEP 1991
32.23,Solomon WARISO,11 NOV 1966,GBR,3,Gateshead (GBR),19 JUL 1998
32.23,Rafał OMELKO,16 JAN 1989,POL,6,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017
32.24,Leslie DJHONE,18 MAR 1981,FRA,2,Villeneuve d'Ascq (FRA),12 JUN 2005
32.24,Marek NIIT,09 AUG 1987,EST,3,"Stadio Guidobaldi, Rieti (ITA)",07 SEP 2014
32.25,Innocent EGBUNIKE,30 NOV 1961,NGR,2,London (GBR),22 AUG 1987
32.25,Jamie BAULCH,03 MAY 1973,GBR,2,London (GBR),11 AUG 1996
32.25,Kenji FUJIMITSU,01 MAY 1986,JPN,1f1,Izumo (JPN),20 APR 2014
32.25,Karol ZALEWSKI,07 AUG 1993,POL,1,"Mestský Stadion, Ostrava (CZE)",26 MAY 2015
32.25,Liemarvin BONEVACIA,05 APR 1989,NED,7,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017
32.26,Michael FRANKS,23 SEP 1963,USA,1,Bern (SUI),16 AUG 1985
32.26,Roger BLACK,31 MAR 1966,GBR,3,London (GBR),11 AUG 1996
32.26,Mark HYLTON,24 SEP 1976,GBR,4,Gateshead (GBR),19 JUL 1998
32.26,Leslie DJHONE,18 MAR 1981,FRA,1,Strasbourg (FRA),26 JUN 2003
32.27,Ian MORRIS,30 NOV 1961,TTO,1,Cwmbran (GBR),12 JUL 1992
32.27,Marcus LA GRANGE,12 DEC 1977,RSA,1,Brasschaat (BEL),13 AUG 2003
32.27,Reynier MENA,21 NOV 1996,CUB,1f1,"Estádio 1o de Maio, Lisboa (POR)",25 APR 2023
32.28,Pietro MENNEA,28 JUN 1952,ITA,1,Rieti (ITA),02 JUN 1975
32.28,Fawzi Dahash AL SHAMMARI,13 FEB 1979,KUW,1,Ljubljana (SLO),10 AUG 2004
32.28,Young Talkmore NYONGANI,02 SEP 1983,ZIM,3,Villeneuve d'Ascq (FRA),12 JUN 2005
32.28,Eseosa Fostine DESALU,19 FEB 1994,ITA,4,"Stadio Guidobaldi, Rieti (ITA)",07 SEP 2014
32.29,Kevin WIDMER,23 SEP 1970,SUI,1,Langenthal (SUI),02 AUG 1995
32.29,Yuzo KANEMARU,18 SEP 1987,JPN,1,Izumo (JPN),19 APR 2009
32.29,Chris CLARKE,25 JAN 1990,GBR,2,"Stadio Guidobaldi, Rieti (ITA)",13 SEP 2015
32.29,Christopher TAYLOR,01 OCT 1999,JAM,4,"Estadio Francisco Montaner, Ponce (PUR)",12 MAY 2022
32.31,Henry THOMAS,10 JUL 1967,USA,2,"Azusa, CA (USA)",15 APR 1989
32.31,Mark RICHARDSON,26 JUL 1972,GBR,2,Cwmbran (GBR),12 JUL 1992
32.31,Alejandro Manuel CÁRDENAS,04 OCT 1974,MEX,1f2,"Marietta, GA (USA)",21 JUL 1996
32.31,Jiří VOJTÍK,02 JUL 1981,CZE,1,Pliezhausen (GER),16 MAY 2004
32.31,Jonathan BORLÉE,22 FEB 1988,BEL,1,Liège (BEL),10 JUL 2013
32.31,Rafał OMELKO,16 JAN 1989,POL,1f2,Pliezhausen (GER),18 MAY 2014
32.31,Rabah YOUSIF,11 DEC 1986,GBR,5,"Stadio Guidobaldi, Rieti (ITA)",07 SEP 2014
32.32,Derek REDMOND,03 SEP 1965,GBR,1,Gateshead (GBR),16 JUL 1988
32.32,Quincy WATTS,19 JUN 1970,USA,2,"Eugene, OR (USA)",04 JUN 1994
32.32,Yuzo KANEMARU,18 SEP 1987,JPN,1,Taisha (JPN),20 APR 2008
32.32,LJ VAN ZYL,20 JUL 1985,RSA,1f2,Berlin (GER),05 AUG 2009
32.32,Edino STEELE,01 JUN 1987,JAM,1,Lahti (FIN),17 JUL 2013
32.33,Antonio PETTIGREW,03 NOV 1967,USA,3,Jerez de la Frontera (ESP),13 SEP 1989
32.33,James HARRIS,18 SEP 1991,USA,1f2,Liège (BEL),16 JUL 2014
32.34,Gabriel TIACOH,10 SEP 1963,CIV,2,"Azusa, CA (USA)",28 MAR 1987
32.34,Matija ŠESTAK,30 DEC 1972,SLO,2,Ljubljana (SLO),10 AUG 2004
32.34,Greg NIXON,12 SEP 1981,USA,1,"Pasadena, CA (USA)",23 MAR 2013
32.34,Pavel MASLÁK,21 FEB 1991,CZE,1,Turnov (CZE),28 MAY 2013
32.35,Atlee MAHORN,27 OCT 1965,CAN,1,Birmingham (GBR),19 JUL 1986
32.35,Greg NIXON,12 SEP 1981,USA,1,Villeneuve d'Ascq (FRA),08 JUN 2007
32.35,Pavel MASLÁK,21 FEB 1991,CZE,1,Sušice (CZE),15 MAY 2012
32.35,Pavel MASLÁK,21 FEB 1991,CZE,2,"Mestský Stadion, Ostrava (CZE)",26 MAY 2015
32.35,Javere BELL,20 SEP 1992,JAM,6,Kingston (JAM),11 JUN 2016
32.35,Gardeo ISAACS,27 DEC 1998,RSA,3,"Pilditch Stadium, Pretoria (RSA)",18 FEB 2023
32.36,John REGIS,13 OCT 1966,GBR,1,Belfast (GBR),16 JUL 1990
32.36,Iwan THOMAS,05 JAN 1974,GBR,5,Gateshead (GBR),19 JUL 1998
32.36,Renny QUOW,25 AUG 1987,TTO,2f2,Liège (BEL),16 JUL 2014
32.36,Terrel COTTON,19 JUL 1988,USA,3,"Stadio Guidobaldi, Rieti (ITA)",13 SEP 2015
32.37,Marcus LA GRANGE,12 DEC 1977,RSA,1,Brasschaat (BEL),15 AUG 2001
32.37,Michael CHERRY,23 MAR 1995,USA,1f4,"AP Ranch, Fort Worth, TX (USA)",23 JUL 2020
32.37,Shota IIZUKA,25 JUN 1991,JPN,1,"Chuo University Stadium, Hachioji (JPN)",13 MAR 2022
32.38,Aldo CANTI,09 MAR 1961,FRA,2,Canberra (AUS),02 OCT 1985
32.38,Mohamed AL MALKY,01 DEC 1962,OMA,2,Gateshead (GBR),16 JUL 1988
32.38,Chris NELLOMS,14 AUG 1971,USA,5,Gateshead (GBR),30 JUL 1993
32.38,Manteo MITCHELL,06 JUL 1987,USA,2f1,Liège (BEL),16 JUL 2014
32.39,Kind BUTLER,08 APR 1989,USA,2,Liège (BEL),10 JUL 2013
32.39,Kei TAKASE,25 NOV 1988,JPN,2f1,Izumo (JPN),20 APR 2014
32.39,Alex HAYDOCK-WILSON,28 JUL 1999,GBR,1f2,"Schönbuchstadion, Pliezhausen (GER)",14 MAY 2023
32.4,Ken RANDLE,12 OCT 1954,USA,1,London (GBR),04 JUL 1975
32.4,Innocent EGBUNIKE,30 NOV 1961,NGR,2,Birmingham (GBR),19 JUL 1986
32.4,Darren CLARK,06 SEP 1965,AUS,3,Birmingham (GBR),19 JUL 1986
32.4,Johan WISSMAN,02 NOV 1982,SWE,1,Göteborg (SWE),02 SEP 2003
32.4,Derrick BREW,28 DEC 1977,USA,2,"Eugene, OR (USA)",08 AUG 2006
32.4,Tony MCQUAY,16 APR 1990,USA,3,Liège (BEL),10 JUL 2013
32.4,Ramon MILLER,17 FEB 1987,BAH,2,Lahti (FIN),17 JUL 2013
32.4,José Carlos HERRERA,05 FEB 1986,MEX,3f2,Liège (BEL),16 JUL 2014
32.41,Harvey MCSWAIN,10 MAR 1963,USA,2,Belfast (GBR),30 JUN 1986
32.41,Darren CLARK,06 SEP 1965,AUS,1,Sydney (AUS),08 FEB 1989
32.41,John REGIS,13 OCT 1966,GBR,2,Belfast (GBR),17 JUL 1989
32.41,Garth ROBINSON,11 OCT 1970,JAM,2f2,"Marietta, GA (USA)",21 JUL 1996
32.41,Pavel MASLÁK,21 FEB 1991,CZE,1,Pardubice (CZE),13 AUG 2011
32.41,Pavel MASLÁK,21 FEB 1991,CZE,1f1,Domažlice (CZE),15 AUG 2012
32.41,Jonathan BORLÉE,22 FEB 1988,BEL,3f1,Liège (BEL),16 JUL 2014
32.41,Muhammed Anees YAHIYA,03 DEC 1995,IND,1f3,Ustí Nad Orlicí (CZE),17 AUG 2019
32.42,Darren CLARK,06 SEP 1965,AUS,1,Gateshead (GBR),06 JUL 1984
32.42,Jean-Charles TROUABAL,20 MAY 1965,FRA,1,Blois (FRA),23 SEP 1989
32.42,Andrew VALMON,01 JAN 1965,USA,2,Salamanca (ESP),22 JUL 1994
32.42,Darold WILLIAMSON,19 FEB 1983,USA,3,"Eugene, OR (USA)",08 AUG 2006
32.43,Darren CLARK,06 SEP 1965,AUS,1,Belfast (GBR),24 JUN 1985
32.43,Walter MCCOY,15 NOV 1958,USA,2,Bruxelles (BEL),19 AUG 1988
32.43,Paul GREENE,09 DEC 1972,AUS,3f2,"Marietta, GA (USA)",21 JUL 1996
32.43,Shane NIEMI,02 JUN 1978,CAN,1,Victoria (CAN),25 MAY 2001
32.43,Jonathan BORLÉE,22 FEB 1988,BEL,2,Liège (BEL),15 JUL 2015
32.44,David JENKINS,25 MAY 1952,GBR,2,London (GBR),04 JUL 1975
32.44,Joseph BATANGDON,29 JUL 1978,CMR,2,Sydney (AUS),11 SEP 2000
32.44,José Carlos HERRERA,05 FEB 1986,MEX,1,"San Marcos, TX (USA)",23 MAY 2014
32.44,Robin VANDERBEMDEN,10 FEB 1994,BEL,1,Liège (BEL),18 JUL 2018
32.45,Hartmut WEBER,17 OCT 1960,FRG,1,Dormagen (GER),04 JUN 1982
32.45,Derek REDMOND,03 SEP 1965,GBR,3,London (GBR),22 AUG 1987
32.45,David GRINDLEY,29 OCT 1972,GBR,2,Belfast (GBR),19 JUN 1993
32.45,Roger BLACK,31 MAR 1966,GBR,1,Sheffield (GBR),04 SEP 1994
32.45,Marcus LA GRANGE,12 DEC 1977,RSA,1,Brasschaat (BEL),14 AUG 2002
32.45,Julian Jrummi WALSH,18 SEP 1996,JPN,1f1,Gold Coast (AUS),17 MAR 2017
32.45,Clarence MUNYAI,20 FEB 1998,RSA,1,Liège (BEL),17 JUL 2019
32.45,Towa UZAWA,25 NOV 2002,JPN,1,"Tochigi Prefectural Sports Park Stadium, Utsunomiya (JPN)",10 OCT 2022
32.46,Albert ROBINSON,28 NOV 1964,USA,1,London (GBR),28 AUG 1988
32.46,Tamás MOLNÁR,23 JUL 1968,HUN,1,Nyíregyháza (HUN),26 JUL 1992
32.46,Marc RAQUIL,02 APR 1977,FRA,1,Montauban (FRA),17 JUL 2001
32.46,Sinan ÖREN,10 FEB 1998,TUR,1f4,Ankara (TUR),18 JUL 2020
32.47,Pietro MENNEA,28 JUN 1952,ITA,1,Milano (ITA),07 MAY 1977
32.47,Jeff WILLIAMS,31 DEC 1965,USA,1,"Azusa, CA (USA)",24 MAR 1990
32.47,Paul HESSION,27 JAN 1983,IRL,2,Ostrava (CZE),12 JUN 2008
32.47,Shawn CRAWFORD,14 JAN 1978,USA,4,"Eugene, OR (USA)",07 JUN 2009
32.47,Pavel MASLÁK,21 FEB 1991,CZE,1f1,Sušice (CZE),14 MAY 2013
32.47,Julien WATRIN,27 JUN 1992,BEL,4f1,Liège (BEL),16 JUL 2014
32.47,Kenji FUJIMITSU,01 MAY 1986,JPN,1,Izumo (JPN),22 APR 2017
32.48,Todd BENNETT,06 JUL 1962,GBR,1,Edinburgh (GBR),23 JUL 1985
32.48,Quincy WATTS,19 JUN 1970,USA,2,"Azusa, CA (USA)",24 MAR 1990
32.48,Kevin BRAUNSKILL,31 MAR 1969,USA,6,Gateshead (GBR),30 JUL 1993
32.48,Ibrahima WADE,06 SEP 1968,SEN,2,Strasbourg (FRA),29 JUN 1999
32.48,Alessandro CAVALLARO,22 FEB 1980,ITA,1,Pliezhausen (GER),13 MAY 2001
32.48,Bastien MOUTHON,25 JUL 1994,SUI,1f1,Langenthal (SUI),05 MAY 2016
32.49,Albert ROBINSON,28 NOV 1964,USA,2,Gateshead (GBR),06 JUL 1984
32.49,Henry THOMAS,10 JUL 1967,USA,2,Edinburgh (GBR),23 JUL 1985
32.49,Yann QUENTREC,17 FEB 1962,FRA,1,Chambéry (FRA),02 AUG 1987
32.49,Nagmeldin Ali ABUBAKR,22 FEB 1986,SUD,1,Sestriere (ITA),23 JUL 2005
32.49,David NEVILLE,01 JUN 1984,USA,5,"Eugene, OR (USA)",07 JUN 2009
32.49,Jermaine GONZALES,26 NOV 1984,JAM,2f1,"Mestský Stadion, Ostrava (CZE)",27 MAY 2010
32.49,Patrik ŠORM,21 NOV 1993,CZE,1,Ustí Nad Orlicí (CZE),18 AUG 2021
32.49,Karsten WARHOLM,28 FEB 1996,NOR,1,"Fana Stadion, Bergen (NOR)",18 SEP 2021
32.5,Derek REDMOND,03 SEP 1965,GBR,2,Gateshead (GBR),09 AUG 1985
32.5,Mark GARNER,30 JUN 1969,AUS,2,Canberra (AUS),26 JAN 1989
32.5,Fernada BLAKELY,28 SEP 1981,USA,1,"Eugene, OR (USA)",27 MAY 2007
32.5,Jonathan BORLÉE,22 FEB 1988,BEL,3f1,"Mestský Stadion, Ostrava (CZE)",27 MAY 2010
32.5,Patrik ŠORM,21 NOV 1993,CZE,8,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017
32.5,Patrik ŠORM,21 NOV 1993,CZE,1f2,Ustí Nad Orlicí (CZE),30 AUG 2022
32.51,John REGIS,13 OCT 1966,GBR,4,London (GBR),11 AUG 1996
32.51,Roger BLACK,31 MAR 1966,GBR,6,Gateshead (GBR),19 JUL 1998
32.51,Ofentse MOGAWANE,20 FEB 1982,RSA,1f2,"Mestský Stadion, Ostrava (CZE)",27 MAY 2010
32.51,Marcus BOYD,03 MAR 1989,USA,2,"San Marcos, TX (USA)",23 MAY 2014
32.51,Pavel MASLÁK,21 FEB 1991,CZE,1,"Sportovní areál Krajinka, Cheb (CZE)",02 AUG 2016
32.51,Dylan BORLÉE,20 SEP 1992,BEL,4,Liège (BEL),19 JUL 2017
32.52,Pietro MENNEA,28 JUN 1952,ITA,1,Formia (ITA),30 JUL 1983
32.52,Kevin BRAUNSKILL,31 MAR 1969,USA,4,Gateshead (GBR),17 JUL 1992
32.52,Iwan THOMAS,05 JAN 1974,GBR,5,London (GBR),11 AUG 1996
32.52,Erik WIJMEERSCH,23 JAN 1970,BEL,1,Oordegem (BEL),19 MAY 1997
32.52,Obakeng NGWIGWA,09 MAY 1985,BOT,2,Liège (BEL),05 JUL 2012
32.52,Karol ZALEWSKI,07 AUG 1993,POL,1f1,Sosnowiec (POL),01 MAY 2014
32.53,Michael FRANKS,23 SEP 1963,USA,3,Gateshead (GBR),06 JUL 1984
32.53,Mark RICHARDSON,26 JUL 1972,GBR,1,London (GBR),14 JUL 1991
32.53,Sofiane LABIDI,29 SEP 1977,TUN,1,Namur (BEL),17 AUG 2001
32.53,Cédric VAN BRANTEGHEM,13 MAR 1979,BEL,1,Woluwé (BEL),14 JUN 2003
32.53,Milton CAMPBELL,15 MAY 1976,USA,2,"Eugene, OR (USA)",27 MAY 2007
32.53,Calvin SMITH,10 DEC 1987,USA,1,Naimette-Xhovémont (BEL),16 JUL 2008
32.53,Ofentse MOGAWANE,20 FEB 1982,RSA,2f2,Berlin (GER),05 AUG 2009
32.53,Yuzo KANEMARU,18 SEP 1987,JPN,3f1,Izumo (JPN),20 APR 2014
32.53,Yasmani COPELLO,15 APR 1987,TUR,2f4,Ankara (TUR),18 JUL 2020
32.54,Michael FRANKS,23 SEP 1963,USA,2,Belfast (GBR),24 JUN 1985
32.54,Michael FRANKS,23 SEP 1963,USA,4,London (GBR),22 AUG 1987
32.55,Bert CAMERON,16 NOV 1959,JAM,3,Gateshead (GBR),09 AUG 1985
32.55,Radek ZACHOVAL,06 JUL 1978,CZE,1,Praha (CZE),29 JUN 2002
32.55,Renny QUOW,25 AUG 1987,TTO,6,"Eugene, OR (USA)",07 JUN 2009
32.55,Aldrich BAILEY JR,06 FEB 1994,USA,3,"Atlanta, GA (USA)",01 AUG 2015
32.55,Jermaine GAYLE,23 JUL 1991,JAM,5,Liège (BEL),19 JUL 2017
32.55,Asa GUEVARA,20 DEC 1995,TTO,2f1,"Santa Fe High School Track, Alachua, FL (USA)",27 JUN 2020
32.55,Zakithi NENE,02 APR 1998,RSA,1f2,"Kings Park Athletics Stadium, Durban (RSA)",05 DEC 2020
32.55,Ammar Ismail YAHIA IBRAHIM,18 SEP 1996,QAT,1,"McArthur Stadium, Potchefstroom (RSA)",16 FEB 2021
32.56,Antonio SÁNCHEZ,22 SEP 1963,ESP,1,Salamanca (ESP),20 JUN 1987
32.56,Mohamed AL MALKY,01 DEC 1962,OMA,1,Thurrock (GBR),17 SEP 1989
32.56,Ivan GARCÍA,29 FEB 1972,CUB,1,La Habana (CUB),29 JAN 1999
32.56,Sofiane LABIDI,29 SEP 1977,TUN,1,Sydney (AUS),14 SEP 2000
32.56,Luguelín SANTOS,12 NOV 1992,DOM,1,Uppsala (SWE),28 JUL 2012
32.56,Pavel MASLÁK,21 FEB 1991,CZE,1f1,Sušice (CZE),12 MAY 2015
32.56,Kaito KAWABATA,17 AUG 1998,JPN,1f3,"Hamayama Park Athletic Field, Izumo (JPN)",24 APR 2022
32.57,Antonio MCKAY,09 FEB 1964,USA,4,Jerez de la Frontera (ESP),03 SEP 1990
32.57,Darnell HALL,26 SEP 1971,USA,1,Narbonne (FRA),20 JUL 1992
32.57,Eric MILAZAR,01 JUN 1975,MRI,4,Villeneuve d'Ascq (FRA),12 JUN 2005
32.57,Pavel MASLÁK,21 FEB 1991,CZE,1,Potchefstroom (RSA),23 JAN 2013
