Mark,Competitor,DOB,Nat,Pos,Venue,Date
2:16.2h,Jürgen MAY,18 JUN 1942,GDR,1,Erfurt (GER),20 JUL 1965
2:16.2h,Franz-Josef KEMPER,30 SEP 1945,FRG,1,Hannover (GER),21 SEP 1966
2:16.20,Steve CRAM,14 OCT 1960,GBR,1,Stockholm (SWE),30 JUN 1987
2:16.20,Vincent MALAKWEN,19 JUL 1974,KEN,4,Nice (FRA),12 JUL 1995
2:16.24,William CHIRCHIR,06 FEB 1979,KEN,3,"Portland, OR (USA)",18 MAY 2002
2:16.25,James MAINA BOI,04 APR 1954,KEN,3,Koblenz (GER),06 SEP 1979
2:16.25,Bernard LAGAT,12 DEC 1974,USA,3,Stockholm (SWE),07 AUG 2007
2:16.26,William TANUI,22 FEB 1964,KEN,5,Nice (FRA),12 JUL 1995
2:16.27,Yassine BENSGHIR,03 JAN 1983,MAR,4,Stockholm (SWE),07 AUG 2007
2:16.27,Jake WIGHTMAN,11 JUL 1994,GBR,2,"Olympiastadion, Stockholm (SWE)",10 JUN 2018
2:16.27,Jonathan KITILIT,24 APR 1994,KEN,3,"Bregyó Athletic Center, Székesfehérvár (HUN)",02 JUL 2018
2:16.28,Kennedy KIMWETICH,1973,KEN,5,Stockholm (SWE),01 AUG 2000
2:16.29,Wilson KIPKETER,12 DEC 1972,DEN,1,København (DEN),23 AUG 1995
2:16.3h,Mike BOIT,06 JAN 1949,KEN,1,København (DEN),14 AUG 1974
2:16.3h,Willi WÜLBECK,18 DEC 1954,FRG,2,Wattenscheid (GER),23 SEP 1977
2:16.3h,James ROBINSON,27 AUG 1954,USA,2,København (DEN),06 AUG 1981
2:16.3h,Andreas HAUCK,19 JUN 1960,GDR,1,Potsdam (GDR),12 JUL 1984
2:16.3h,Andreas BUSSE,06 MAY 1959,GDR,2,Potsdam (GDR),12 JUL 1984
2:16.30,Peter ELLIOTT,09 OCT 1962,GBR,1,Hamilton (NZL),17 JAN 1990
2:16.30,Rui SILVA,03 AUG 1977,POR,9,Nice (FRA),17 JUL 1999
2:16.30,Mehdi BAALA,17 AUG 1978,FRA,1,Strasbourg (FRA),02 JUL 2008
2:16.32,Samuel TIROP,13 JAN 1959,KEN,2,Auckland (NZL),20 JAN 1990
2:16.33,Mohammed AMAN,10 JAN 1994,ETH,4,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014
2:16.34,Matthew YATES,04 FEB 1969,GBR,2,Edinburgh (GBR),06 JUL 1990
2:16.35,Nick SYMMONDS,30 DEC 1983,USA,3,"Hayward Field, Eugene, OR (USA)",03 JUL 2010
2:16.36,Arthémon HATUNGIMANA,21 JAN 1974,BDI,5,Nice (FRA),16 JUL 1997
2:16.38,Joshua THOMPSON,09 MAY 1993,USA,6,"Stade Louis II, Monaco (MON)",10 AUG 2022
2:16.39,Benson SEUREI,27 MAR 1984,KEN,1,Linz (AUT),20 AUG 2012
2:16.4h,Mike BOIT,06 JAN 1949,KEN,2,München (GER),24 JUN 1973
2:16.4h,Thomas WESSINGHAGE,22 FEB 1952,FRG,3,Wattenscheid (GER),23 SEP 1977
2:16.4h,Nikolay SHIROKOV,1955,URS,2,Kiev (URS),10 JUN 1981
2:16.4h,Nikolay SHIROKOV,1955,URS,2,Kiev (URS),11 JUN 1981
2:16.40,Steve SCOTT,05 MAY 1956,USA,2,Nice (FRA),23 AUG 1981
2:16.40,Luke MCCANN,12 MAR 1998,IRL,7,"Stade Louis II, Monaco (MON)",10 AUG 2022
2:16.42,André BUCHER,19 OCT 1976,SUI,1,Willisau (SUI),12 MAY 2001
2:16.43,David LELEI,10 MAY 1971,KEN,1,"Palo Alto, CA (USA)",07 JUN 2003
2:16.44,Saïd AOUITA,02 NOV 1959,MAR,1,Padova (ITA),13 SEP 1987
2:16.44,Benson SEUREI,27 MAR 1984,BRN,1,Dillingen (GER),21 JUL 2013
2:16.45,Steve SCOTT,05 MAY 1956,USA,1,Byrkjelo (NOR),03 JUL 1983
2:16.45,Nixon KIPROTICH,04 DEC 1962,KEN,2,"Crystal Palace, London (GBR)",14 JUL 1989
2:16.45,Laban ROTICH,20 JAN 1969,KEN,3,Nice (FRA),08 JUL 2000
2:16.46,Filip INGEBRIGTSEN,20 APR 1993,NOR,1,"Bislett Stadion, Oslo (NOR)",11 JUN 2020
2:16.46,Hobbs KESSLER,15 MAR 2003,USA,8,"Stade Louis II, Monaco (MON)",10 AUG 2022
2:16.47,Peter ELLIOTT,09 OCT 1962,GBR,1,Belfast (GBR),27 JUN 1988
2:16.47,Andrea LONGO,26 JUN 1975,ITA,1,Avezzano (ITA),12 SEP 1999
2:16.47,Hezekiel SEPENG,30 JUN 1974,RSA,6,Stockholm (SWE),01 AUG 2000
2:16.5h,Bodo TÜMMLER,08 DEC 1943,FRG,2,Hannover (GER),21 SEP 1966
2:16.51,Ayanleh SOULEIMAN,03 DEC 1992,DJI,1,Šamorín (SVK),15 JUN 2019
2:16.52,Jens-Peter HEROLD,02 JUN 1965,GER,3,Villeneuve d'Ascq (FRA),02 JUL 1993
2:16.52,Nathan BRANNEN,08 SEP 1982,CAN,2,Linz (AUT),20 AUG 2012
2:16.52,Sammy KIRONGO,04 FEB 1994,KEN,1,"Stade Raymond Petit, Tomblaine (FRA)",27 JUN 2014
2:16.53,William YIAMPOY,17 MAY 1974,KEN,1,Nice (FRA),09 JUL 2001
2:16.54,Jim SPIVEY,07 MAR 1960,USA,2,"Eugene, OR (USA)",21 JUL 1984
2:16.55,Belal Mansoor ALI,17 OCT 1988,BRN,1,Stockholm (SWE),31 JUL 2009
2:16.56,William WUYCKE,21 MAY 1958,VEN,3,Bern (SUI),29 JUL 1983
2:16.56,Lukáš VYDRA,23 AUG 1973,CZE,6,Stockholm (SWE),05 AUG 1998
2:16.57,John WALKER,12 JAN 1952,NZL,3,Oslo (NOR),01 JUL 1980
2:16.57,Hezekiel SEPENG,30 JUN 1974,RSA,4,"Portland, OR (USA)",18 MAY 2002
2:16.58,Sammy KOSKEI,14 MAY 1961,KEN,2,Byrkjelo (NOR),03 JUL 1983
2:16.58,Omar KHALIFA,18 DEC 1956,SUD,2,Padova (ITA),13 SEP 1987
2:16.58,Nick WILLIS,25 APR 1983,NZL,3,Linz (AUT),20 AUG 2012
2:16.58,Adam KSZCZOT,02 SEP 1989,POL,3,"Olympiastadion, Stockholm (SWE)",10 JUN 2018
2:16.59,Yassine HETHAT,30 AUG 1991,ALG,4,"Bregyó Athletic Center, Székesfehérvár (HUN)",02 JUL 2018
2:16.6h,Peter SNELL,17 DEC 1938,NZL,1,Auckland (NZL),12 NOV 1964
2:16.6h,Thomas WESSINGHAGE,22 FEB 1952,FRG,1,Koblenz (GER),06 AUG 1975
2:16.6h,Ivo VAN DAMME,21 FEB 1954,BEL,1,Bruxelles (BEL),14 SEP 1976
2:16.6h,Philippe COLLARD,26 FEB 1960,FRA,1,Parilly (FRA),18 JUL 1986
2:16.6h,Philippe COLLARD,26 FEB 1960,FRA,3,Padova (ITA),13 SEP 1987
2:16.61,Grant CREMER,09 JUN 1978,AUS,7,Stockholm (SWE),01 AUG 2000
2:16.63,David KRUMMENACKER,24 MAY 1975,USA,5,Stockholm (SWE),30 JUL 1999
2:16.63,Jeffrey RISELEY,11 NOV 1986,AUS,4,Linz (AUT),20 AUG 2012
2:16.64,Antonio PAEZ,05 SEP 1956,ESP,4,Oslo (NOR),01 JUL 1980
2:16.65,Vénuste NIYONGABO,09 DEC 1973,BDI,1,Parma (ITA),12 JUN 1994
2:16.67,Matthew CENTROWITZ,18 OCT 1989,USA,6,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 2016
2:16.68,Steve HOLMAN,02 MAR 1970,USA,5,Rieti (ITA),05 SEP 1999
2:16.68,Nicholas Kiplangat KIPKOECH,22 OCT 1992,KEN,7,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 2016
2:16.7h,Siegfried VALENTIN,23 FEB 1936,GDR,1,Potsdam (GDR),19 JUL 1960
2:16.7h,Mike BOIT,06 JAN 1949,KEN,2,Oslo (NOR),30 JUL 1974
2:16.7h,Danie MALAN,26 JUN 1950,RSA,2,Namur (BEL),14 JUL 1976
2:16.7h,Detlef WAGENKNECHT,03 JAN 1959,GDR,1,Berlin (GER),26 MAY 1982
2:16.7h,John MARSHALL,05 NOV 1963,USA,2,Paris (FRA),13 JUL 1985
2:16.71,Billy KONCHELLAH,20 OCT 1961,KEN,4,Bruxelles (BEL),30 AUG 1985
2:16.71,Ali HAKIMI,24 APR 1976,TUN,6,Stockholm (SWE),30 JUL 1999
2:16.73,Japheth KIMUTAI,20 DEC 1978,KEN,1,Florø (NOR),23 MAY 1998
2:16.75,Jeffrey RISELEY,11 NOV 1986,AUS,1,"Mestský Stadion, Ostrava (CZE)",31 MAY 2011
2:16.76,Yassine HETHAT,30 AUG 1991,ALG,2,"Stade Raymond Petit, Tomblaine (FRA)",27 JUN 2014
2:16.78,Jens-Peter HEROLD,02 JUN 1965,GDR,1,Berlin (GER),30 JUL 1989
2:16.78,Vebjørn RODAL,16 SEP 1972,NOR,1,London (GBR),11 AUG 1996
2:16.79,Jakub HOLUŠA,20 FEB 1988,CZE,5,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014
2:16.79,Jackson Mumbwa KIVUVA,11 AUG 1989,KEN,5,"Bregyó Athletic Center, Székesfehérvár (HUN)",02 JUL 2018
2:16.8h,José MARAJO,10 AUG 1954,FRA,1,Paris (FRA),17 JUL 1980
2:16.8h,Vitaliy TISHCHENKO,28 JUL 1957,URS,3,Kiev (URS),11 JUN 1981
2:16.80,Robert KIBET,15 DEC 1965,KEN,3,Sarajevo (BIH),09 SEP 1996
2:16.82,Graham WILLIAMSON,15 JUN 1960,GBR,1,Edinburgh (GBR),17 JUL 1984
2:16.82,Geoffrey Kipkoech RONO,21 APR 1987,KEN,2,Stockholm (SWE),31 JUL 2009
2:16.83,Japheth KIMUTAI,20 DEC 1978,KEN,2,Rethymno (GRE),06 JUL 2003
2:16.84,Nixon KIPROTICH,04 DEC 1962,KEN,3,Edinburgh (GBR),06 JUL 1990
2:16.84,Ali HAKIMI,24 APR 1976,TUN,1,Lindau (GER),28 JUL 1995
2:16.85,Hicham EL GUERROUJ,14 SEP 1974,MAR,6,Nice (FRA),12 JUL 1995
2:16.85,Antoine GAKEME,24 DEC 1991,BDI,4,"Olympiastadion, Stockholm (SWE)",10 JUN 2018
2:16.86,Graham WILLIAMSON,15 JUN 1960,GBR,2,Nice (FRA),20 AUG 1984
2:16.86,Sammy KOSKEI,14 MAY 1961,KEN,2,Belfast (GBR),27 JUN 1988
2:16.86,Japheth KIMUTAI,20 DEC 1978,KEN,1,Bruxelles (BEL),22 AUG 1997
2:16.86,Ali HAKIMI,24 APR 1976,TUN,4,Nice (FRA),08 JUL 2000
2:16.86,Nicolas AÏSSAT,24 JUL 1980,FRA,1,Strasbourg (FRA),19 JUN 2001
2:16.87,Pierre DÉLÈZE,25 AUG 1958,SUI,4,Bern (SUI),29 JUL 1983
2:16.88,Ari SUHONEN,19 DEC 1965,FIN,1,Lahti (FIN),11 AUG 1987
2:16.88,Graham HOOD,02 APR 1972,CAN,1,Montréal (CAN),10 JUN 1996
2:16.88,Ferguson Cheruiyot ROTICH,30 NOV 1989,KEN,4,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014
2:16.89,Cornelius TUWEI,14 MAY 1993,KEN,6,"Bregyó Athletic Center, Székesfehérvár (HUN)",02 JUL 2018
2:16.9h,Francesco ARESE,13 APR 1944,ITA,1,Torino (ITA),11 OCT 1970
2:16.9h,Danie MALAN,26 JUN 1950,RSA,1,Stuttgart (GER),26 AUG 1975
2:16.90,Thomas WESSINGHAGE,22 FEB 1952,FRG,4,Koblenz (GER),06 SEP 1979
2:16.9h,Saïd AOUITA,02 NOV 1959,MAR,1,Casablanca (MAR),13 MAR 1983
2:16.90,David MACK,30 MAY 1961,USA,2,Edinburgh (GBR),23 JUL 1985
2:16.90,Timo BENITZ,24 DEC 1991,GER,1f2,Pliezhausen (GER),18 MAY 2014
2:16.92,Jürgen STRAUB,03 NOV 1953,GDR,1,Potsdam (GDR),13 JUL 1980
2:16.92,Collins KIPRUTO,12 APR 1994,KEN,2,Šamorín (SVK),15 JUN 2019
2:16.93,Noah NGENY,02 NOV 1978,KEN,2,Nice (FRA),09 JUL 2001
2:16.93,Nick WILLIS,25 APR 1983,NZL,2,"International Stadium, Gateshead (GBR)",31 AUG 2008
2:16.94,Alex KIPCHIRCHIR,26 NOV 1984,KEN,1,"New York, NY (USA)",11 JUN 2005
2:16.95,Willi WÜLBECK,18 DEC 1954,FRG,1,Köln (GER),22 AUG 1982
2:16.95,Filip INGEBRIGTSEN,20 APR 1993,NOR,8,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 2016
2:16.95,Andreas KRAMER,13 APR 1997,SWE,1,"Slottsskogsvallen, Göteborg (SWE)",18 JUN 2023
2:16.96,Nabil MADI,09 JUN 1981,ALG,4,Villeneuve d'Ascq (FRA),09 JUN 2006
2:16.96,Adam KSZCZOT,02 SEP 1989,POL,6,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014
2:16.98,Jean-Patrick NDUWIMANA,09 MAR 1978,BDI,8,Stockholm (SWE),01 AUG 2000
2:16.98,Abubaker KAKI,21 JUN 1989,SUD,3,Stockholm (SWE),31 JUL 2009
2:16.98,Kipyegon BETT,01 FEB 1998,KEN,5,"Olympiastadion, Stockholm (SWE)",10 JUN 2018
2:16.99,Anthony MORRELL,03 MAY 1962,GBR,2,London (GBR),28 AUG 1988
2:16.99,Andrew BADDELEY,20 JUN 1982,GBR,5,Stockholm (SWE),07 AUG 2007
