Mark,Competitor,DOB,Nat,Pos,Venue,Date,WIND
19.88,Courtney LINDSEY,18 NOV 1998,USA,1sf3,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023,0.6
19.89,Michael JOHNSON,13 SEP 1967,USA,1,Bruxelles (BEL),13 SEP 1991,1.0
19.89,Maurice GREENE,23 JUL 1974,USA,2f1,Stuttgart (GER),13 JUL 1997,0.7
19.89,Claudinei Quirino DA SILVA,19 NOV 1970,BRA,1,"Olympiastadion, München (GER)",11 SEP 1999,-0.8
19.89,Michael JOHNSON,13 SEP 1967,USA,h,"Sacramento, CA (USA)",22 JUL 2000,0.3
19.89,Wallace SPEARMON,24 DEC 1984,USA,1,"Crystal Palace, London (GBR)",22 JUL 2005,1.8
19.89,Usain BOLT,21 AUG 1986,JAM,2,"Icahn Stadium, New York, NY (USA)",02 JUN 2007,1.3
19.89,Wallace SPEARMON,24 DEC 1984,USA,2,"Indianapolis, IN (USA)",24 JUN 2007,-0.3
19.89,Jaysuma SAIDY NDURE,01 JAN 1984,NOR,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",23 SEP 2007,1.3
19.89,Shawn CRAWFORD,14 JAN 1978,USA,4,"Olympiastadion, Berlin (GER)",20 AUG 2009,-0.3
19.89,Walter DIX,31 JAN 1986,USA,1,"Tallahassee, FL (USA)",08 MAY 2010,0.0
19.89,Warren WEIR,31 OCT 1989,JAM,1,"Olympic Stadium, London (GBR)",26 JUL 2013,0.2
19.89,Usain BOLT,21 AUG 1986,JAM,1,"Olympic Stadium, London (GBR)",22 JUL 2016,-0.3
19.89,Andre DE GRASSE,10 NOV 1994,CAN,2,"Suhaim bin Hamad Stadium, Doha (QAT)",28 MAY 2021,0.4
19.89,Gary Noa Jerrel BIBI,21 AUG 2000,MRI,1,"Stadium Municipal, Albi (FRA)",10 JUL 2022,1.3
19.89,Erriyon KNIGHTON,29 JAN 2004,USA,1,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,0.0
19.89,Robert GREGORY,12 DEC 2001,USA,4,"Mike A. Myers Stadium, Austin, TX (USA)",09 JUN 2023,0.9
19.9,Michael JOHNSON,13 SEP 1967,USA,1,"Norwalk, CA (USA)",16 JUN 1990,0.3
19.9,Frank FREDERICKS,02 OCT 1967,NAM,1,Osaka (JPN),10 MAY 1997,0.4
19.9,Maurice GREENE,23 JUL 1974,USA,1,"La Cartuja, Sevilla (ESP)",27 AUG 1999,1.2
19.9,Maurice GREENE,23 JUL 1974,USA,2,"Olympiastadion, München (GER)",11 SEP 1999,-0.8
19.9,Asafa POWELL,23 NOV 1982,JAM,1,Kingston (JAM),25 JUN 2006,1.3
19.9,Wallace SPEARMON,24 DEC 1984,USA,1,"Indianapolis, IN (USA)",25 JUN 2006,0.3
19.9,Wallace SPEARMON,24 DEC 1984,USA,4,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,0.4
19.9,Wallace SPEARMON,24 DEC 1984,USA,3,"Eugene, OR (USA)",06 JUL 2008,1.7
19.9,Wallace SPEARMON,24 DEC 1984,USA,4,"Olympic Stadium, London (GBR)",09 AUG 2012,0.4
19.9,Justin GATLIN,10 FEB 1982,USA,1sf2,"Hayward Field, Eugene, OR (USA)",28 JUN 2015,1.1
19.9,Rasheed DWYER,29 JAN 1989,JAM,2,"CIBC, Toronto (CAN)",24 JUL 2015,0.3
19.9,Alonso EDWARD,08 DEC 1989,PAN,3,"CIBC, Toronto (CAN)",24 JUL 2015,0.3
19.9,Wayde VAN NIEKERK,15 JUL 1992,RSA,1,Potchefstroom (RSA),22 APR 2017,0.5
19.9,Noah LYLES,18 JUL 1997,USA,1,"Shanghai Stadium, Shanghai (CHN)",13 MAY 2017,-0.4
19.9,Ramil GULIYEV,29 MAY 1990,TUR,1,"Bislett Stadion, Oslo (NOR)",07 JUN 2018,1.0
19.9,Alonso EDWARD,08 DEC 1989,PAN,1f1,Luzern (SUI),09 JUL 2018,0.9
19.9,Noah LYLES,18 JUL 1997,USA,1f1,"Hilmer Lodge Stadium, Walnut, CA (USA)",09 MAY 2021,0.7
19.9,Kenneth BEDNAREK,14 OCT 1998,USA,1sf1,"Hayward Field, Eugene, OR (USA)",26 JUN 2021,0.9
19.9,Fred KERLEY,07 MAY 1995,USA,4,"Hayward Field, Eugene, OR (USA)",27 JUN 2021,0.3
19.91,Michael JOHNSON,13 SEP 1967,USA,1,Salamanca (ESP),13 JUL 1992,1.9
19.91,Michael JOHNSON,13 SEP 1967,USA,1,Sevilla (ESP),09 JUN 2000,0.0
19.91,Wallace SPEARMON,24 DEC 1984,USA,1,"Sacramento, CA (USA)",11 JUN 2005,-0.7
19.91,Wallace SPEARMON,24 DEC 1984,USA,1,"Carson, CA (USA)",20 MAY 2007,1.4
19.91,Usain BOLT,21 AUG 1986,JAM,2,"Yanmar Stadium Nagai, Osaka (JPN)",30 AUG 2007,-0.8
19.91,Nickel ASHMEADE,07 APR 1990,JAM,3,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011,0.7
19.91,Yohan BLAKE,26 DEC 1989,JAM,1,"National Stadium, Kingston (JAM)",05 MAY 2012,1.1
19.91,Christophe LEMAITRE,11 JUN 1990,FRA,1,"Crystal Palace, London (GBR)",14 JUL 2012,1.1
19.91,Ameer WEBB,19 MAR 1991,USA,1f1,"Walnut, CA (USA)",16 APR 2016,1.0
19.91,Andre DE GRASSE,10 NOV 1994,CAN,1,"Mestský Stadion, Ostrava (CZE)",20 JUN 2019,-0.6
19.91,Christian COLEMAN,06 MAR 1996,USA,1,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2019,0.6
19.91,Joseph FAHNBULLEH,11 SEP 2001,LBR,1,"Hayward Field, Eugene, OR (USA)",11 JUN 2021,-0.4
19.91,Noah LYLES,18 JUL 1997,USA,2sf2,"Hayward Field, Eugene, OR (USA)",26 JUN 2021,1.1
19.91,Alexander OGANDO,03 MAY 2000,DOM,1sf1,"Hayward Field, Eugene, OR (USA)",19 JUL 2022,-0.1
19.91,Udodi Chudi ONWUZURIKE,29 JAN 2003,NGR,1,"Hilmer Lodge Stadium, Walnut, CA (USA)",14 MAY 2023,0.9
19.92,John CARLOS,05 JUN 1945,USA,1,Echo Summit (USA),12 SEP 1968,1.9
19.92,Carl LEWIS,01 JUL 1961,USA,1,Madrid (ESP),04 JUN 1987,1.3
19.92,Frank FREDERICKS,02 OCT 1967,NAM,1,Bruxelles (BEL),23 AUG 1996,-0.2
19.92,Frank FREDERICKS,02 OCT 1967,NAM,1,Melbourne (AUS),25 FEB 1999,1.6
19.92,Maurice GREENE,23 JUL 1974,USA,1,"Stade Louis II, Monaco (MON)",04 AUG 1999,0.2
19.92,Xavier CARTER,08 DEC 1985,USA,1,"Letzigrund, Zürich (SUI)",07 SEP 2007,0.2
19.92,Jason YOUNG,21 MAR 1991,JAM,2,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,0.0
19.92,Warren WEIR,31 OCT 1989,JAM,2,Paris (FRA),06 JUL 2013,0.2
19.92,Justin GATLIN,10 FEB 1982,USA,1h2,"Hayward Field, Eugene, OR (USA)",27 JUN 2015,1.7
19.92,Alonso EDWARD,08 DEC 1989,PAN,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 2016,0.4
19.92,Ramil GULIYEV,29 MAY 1990,TUR,1,"Olympiastadion, Stockholm (SWE)",10 JUN 2018,0.9
19.92,Andre DE GRASSE,10 NOV 1994,CAN,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,-0.1
19.92,Christian COLEMAN,06 MAR 1996,USA,1f1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",22 APR 2022,0.5
19.92,Matthew BOLING,20 JUN 2000,USA,1f1,"Geroge C. Griffin Track, Atlanta, GA (USA)",23 APR 2022,-0.9
19.92,Joseph FAHNBULLEH,11 SEP 2001,LBR,2f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",30 APR 2022,1.4
19.92,Joseph FAHNBULLEH,11 SEP 2001,LBR,2sf1,"Hayward Field, Eugene, OR (USA)",19 JUL 2022,-0.1
19.92,Fred KERLEY,07 MAY 1995,USA,1,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,0.3
19.93,Lorenzo DANIEL,23 MAR 1966,USA,1,"Auburn, AL (USA)",15 MAY 1988,1.5
19.93,Michael JOHNSON,13 SEP 1967,USA,1,"Stade Louis II, Monaco (MON)",09 SEP 1995,-0.3
19.93,Frank FREDERICKS,02 OCT 1967,NAM,1,Johannesburg (RSA),24 SEP 1995,0.0
19.93,Frank FREDERICKS,02 OCT 1967,NAM,3f1,Stuttgart (GER),13 JUL 1997,0.7
19.93,Frank FREDERICKS,02 OCT 1967,NAM,1,"Stade Louis II, Monaco (MON)",16 AUG 1997,0.5
19.93,Michael JOHNSON,13 SEP 1967,USA,1,"Stadio Olimpico, Roma (ITA)",07 JUL 1999,0.8
19.93,Frank FREDERICKS,02 OCT 1967,NAM,2,"Stade Louis II, Monaco (MON)",04 AUG 1999,0.2
19.93,Michael JOHNSON,13 SEP 1967,USA,1,Bruxelles (BEL),03 SEP 1999,0.4
19.93,Usain BOLT,21 AUG 1986,JAM,1,Hamilton (BER),11 APR 2004,1.4
19.93,Tyson GAY,09 AUG 1982,USA,1sf1,"Sacramento, CA (USA)",09 JUN 2005,0.6
19.93,Wallace SPEARMON,24 DEC 1984,USA,3,"Stade Louis II, Monaco (MON)",22 JUL 2010,0.1
19.93,Yohan BLAKE,26 DEC 1989,JAM,1sf2,Kingston (JAM),30 JUN 2012,1.7
19.93,Nickel ASHMEADE,07 APR 1990,JAM,2,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,-0.2
19.93,Isiah YOUNG,05 JAN 1990,USA,2,"Hayward Field, Eugene, OR (USA)",28 JUN 2015,0.4
19.93,Alex QUIÑÓNEZ,11 AUG 1989,ECU,1,Cochabamba (BOL),07 JUN 2018,-0.5
19.93,Isiah YOUNG,05 JAN 1990,USA,1f1,"Montverde, FL (USA)",09 JUN 2018,1.5
19.93,Cravon GILLESPIE,31 JUL 1996,USA,2,"Austin, TX (USA)",07 JUN 2019,0.8
19.93,Kenneth BEDNAREK,14 OCT 1998,USA,1,"Mestský Stadion, Ostrava (CZE)",19 MAY 2021,-0.6
19.93,Erriyon KNIGHTON,29 JAN 2004,USA,4,"National Stadium, Tokyo (JPN)",04 AUG 2021,-0.5
19.93,Josephus LYLES,22 JUL 1998,USA,5,"Hayward Field, Eugene, OR (USA)",26 JUN 2022,-0.3
19.93,Alexander OGANDO,03 MAY 2000,DOM,5,"Hayward Field, Eugene, OR (USA)",21 JUL 2022,0.4
19.94,Michael JOHNSON,13 SEP 1967,USA,1,Sheffield (GBR),15 SEP 1991,1.4
19.94,Michael MARSH,04 AUG 1967,USA,1f2,"Austin, TX (USA)",09 MAY 1992,1.1
19.94,John REGIS,13 OCT 1966,GBR,2,"Gottlieb-Daimler Stadion, Stuttgart (GER)",20 AUG 1993,0.3
19.94,Michael JOHNSON,13 SEP 1967,USA,1,"Stade Louis II, Monaco (MON)",02 AUG 1994,0.0
19.94,Ato BOLDON,30 DEC 1973,TTO,2,Stockholm (SWE),08 JUL 1996,0.6
19.94,Churandy MARTINA,03 JUL 1984,NED,1,"Icahn Stadium, New York, NY (USA)",09 JUN 2012,0.1
19.94,Nickel ASHMEADE,07 APR 1990,JAM,2,"Icahn Stadium, New York, NY (USA)",09 JUN 2012,0.1
19.94,Nickel ASHMEADE,07 APR 1990,JAM,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",23 AUG 2012,1.4
19.94,Wayde VAN NIEKERK,15 JUL 1992,RSA,1f2,Luzern (SUI),14 JUL 2015,0.6
19.94,LaShawn MERRITT,27 JUN 1986,USA,1sf1,"Estádio Olímpico, Rio de Janeiro (BRA)",17 AUG 2016,-0.4
19.94,Noah LYLES,18 JUL 1997,USA,1f1,"National Training Center, Clermont, FL (USA)",25 JUL 2020,0.8
19.94,Kenneth BEDNAREK,14 OCT 1998,USA,2f1,"Hilmer Lodge Stadium, Walnut, CA (USA)",09 MAY 2021,0.7
19.94,Terrance LAIRD,12 OCT 1998,USA,2,"Hayward Field, Eugene, OR (USA)",11 JUN 2021,-0.4
19.94,Courtney LINDSEY,18 NOV 1998,USA,2f1,"Terry & Linda Fuller T&F Complex, Lubbock, TX (USA)",29 APR 2023,1.3
19.94,Tarsis Gracious OROGOT,24 NOV 2002,UGA,2sf2,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023,0.6
19.95,Floyd HEARD,24 MAR 1966,USA,1,"Lubbock, TX (USA)",17 MAY 1987,1.9
19.95,Michael MARSH,04 AUG 1967,USA,1f1,Zürich (SUI),19 AUG 1992,-1.0
19.95,Frank FREDERICKS,02 OCT 1967,NAM,1,Paris (FRA),28 JUN 1996,-0.2
19.95,Shawn CRAWFORD,14 JAN 1978,USA,1qf1,"Olympic Stadium, Athina (GRE)",24 AUG 2004,1.1
19.95,Wallace SPEARMON,24 DEC 1984,USA,1,"Poljud Stadion, Split (CRO)",05 SEP 2010,0.2
19.95,Nickel ASHMEADE,07 APR 1990,JAM,1,"National Stadium, Kingston (JAM)",07 MAY 2011,1.6
19.95,Jaysuma SAIDY NDURE,01 JAN 1984,NOR,4,"DS, Daegu (KOR)",03 SEP 2011,0.8
19.95,Wallace SPEARMON,24 DEC 1984,USA,1f1,"Arlington, TX (USA)",24 MAR 2012,1.8
19.95,Churandy MARTINA,03 JUL 1984,NED,2,"Crystal Palace, London (GBR)",14 JUL 2012,1.1
19.95,Nickel ASHMEADE,07 APR 1990,JAM,2,"Icahn Stadium, New York, NY (USA)",14 JUN 2014,-0.2
19.95,Alonso EDWARD,08 DEC 1989,PAN,1,"Letzigrund, Zürich (SUI)",28 AUG 2014,-0.9
19.95,Usain BOLT,21 AUG 1986,JAM,1sf3,"National Stadium, Beijing (CHN)",26 AUG 2015,0.8
19.95,Nethaneel MITCHELL-BLAKE,02 APR 1994,GBR,1,"Tuscaloosa, AL (USA)",14 MAY 2016,0.4
19.95,Akani SIMBINE,21 SEP 1993,RSA,1f5,Pretoria (RSA),04 MAR 2017,1.7
19.95,Aaron BROWN,27 MAY 1992,CAN,4,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,-0.1
19.95,Alex QUIÑÓNEZ,11 AUG 1989,ECU,2sf2,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,0.1
19.95,Andre DE GRASSE,10 NOV 1994,CAN,2,"Khalifa International Stadium, Doha (QAT)",01 OCT 2019,0.3
19.95,Noah LYLES,18 JUL 1997,USA,1h2,"Hayward Field, Eugene, OR (USA)",25 JUN 2022,1.1
19.95,Michael NORMAN,03 DEC 1997,USA,3,"Stade Louis II, Monaco (MON)",10 AUG 2022,0.8
19.95,Reynier MENA,21 NOV 1996,CUB,1f1,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",24 AUG 2022,0.7
19.95,Jereem RICHARDS,13 JAN 1994,TTO,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,1.3
19.95,Reynier MENA,21 NOV 1996,CUB,1,"Centro Sportivo Fontanassa, Savona (ITA)",24 MAY 2023,1.6
19.95,Erriyon KNIGHTON,29 JAN 2004,USA,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",06 JUN 2023,0.7
19.95,Robert GREGORY,12 DEC 2001,USA,1sf1,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023,1.0
19.96,Pietro MENNEA,28 JUN 1952,ITA,1h9,Ciudad de México (MEX),10 SEP 1979,0.2
19.96,Pietro MENNEA,28 JUN 1952,ITA,1f2,Barletta (ITA),17 AUG 1980,0.0
19.96,Kirk BAPTISTE,20 JUN 1963,USA,2,"Memorial Coliseum, Los Angeles, CA (USA)",08 AUG 1984,-0.9
19.96,Joe DELOACH,05 JUN 1967,USA,1,"Indianapolis, IN (USA)",20 JUL 1988,1.0
19.96,Robson DA SILVA,04 SEP 1964,BRA,1,Bruxelles (BEL),25 AUG 1989,0.4
19.96,Frank FREDERICKS,02 OCT 1967,NAM,1f1,Rieti (ITA),05 SEP 1993,0.8
19.96,Frank FREDERICKS,02 OCT 1967,NAM,1,Roma (ITA),05 JUN 1996,0.7
19.96,Frank FREDERICKS,02 OCT 1967,NAM,1,Duisburg (GER),12 JUN 1996,2.0
19.96,Coby MILLER,19 OCT 1976,USA,3,"Sacramento, CA (USA)",23 JUL 2000,-0.3
19.96,Tyson GAY,09 AUG 1982,USA,1,"Stade Louis II, Monaco (MON)",09 SEP 2005,-1.5
19.96,Usain BOLT,21 AUG 1986,JAM,2,"Olympic Stadium, Athina (GRE)",17 SEP 2006,0.1
19.96,Usain BOLT,21 AUG 1986,JAM,1,Port-of-Spain (TTO),28 MAY 2007,1.0
19.96,Shawn CRAWFORD,14 JAN 1978,USA,2,"National Stadium, Beijing (CHN)",20 AUG 2008,-0.9
19.96,Isaac MAKWALA,24 SEP 1985,BOT,1f1,La Chaux-de-Fonds (SUI),06 JUL 2014,-0.4
19.96,Brendon RODNEY,09 APR 1992,CAN,1,Edmonton (CAN),10 JUL 2016,1.1
19.96,Isaac MAKWALA,24 SEP 1985,BOT,1,"Yanmar Stadium Nagai, Osaka (JPN)",20 MAY 2018,0.9
19.96,Alonso EDWARD,08 DEC 1989,PAN,1sf2,Barranquilla (COL),31 JUL 2018,0.4
19.96,Steven GARDINER,12 SEP 1995,BAH,1f2,"National Training Center, Clermont, FL (USA)",25 JUL 2020,1.0
19.96,Blessing Akwasi AFRIFAH,26 OCT 2003,ISR,1,"Pascual Guerrero Stadium, Cali (COL)",04 AUG 2022,-1.0
19.96,Letsile TEBOGO,07 JUN 2003,BOT,2,"Pascual Guerrero Stadium, Cali (COL)",04 AUG 2022,-1.0
19.97,Frank FREDERICKS,02 OCT 1967,NAM,2f1,Zürich (SUI),19 AUG 1992,-1.0
19.97,Frank FREDERICKS,02 OCT 1967,NAM,2,Sestriere (ITA),31 JUL 1994,1.8
19.97,Frank FREDERICKS,02 OCT 1967,NAM,1,Victoria (CAN),26 AUG 1994,1.5
19.97,Frank FREDERICKS,02 OCT 1967,NAM,1,Berlin (GER),30 AUG 1996,0.5
19.97,Frank FREDERICKS,02 OCT 1967,NAM,1,"SGJ, Johannesburg (RSA)",13 SEP 1998,1.3
19.97,Ato BOLDON,30 DEC 1973,TTO,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2000,0.3
19.97,Obadele THOMPSON,30 MAR 1976,BAR,1,Yokohama (JPN),09 SEP 2000,-0.8
19.97,Wallace SPEARMON,24 DEC 1984,USA,1,"Walnut, CA (USA)",17 APR 2005,1.7
19.97,Xavier CARTER,08 DEC 1985,USA,2,"Boudewijnstadion, Bruxelles (BEL)",25 AUG 2006,0.2
19.97,Tyson GAY,09 AUG 1982,USA,1,"National Stadium, Kingston (JAM)",05 MAY 2007,-0.5
19.97,Usain BOLT,21 AUG 1986,JAM,1,Kingston (JAM),29 JUN 2008,1.7
19.97,Asafa POWELL,23 NOV 1982,JAM,1,Kingston (JAM),27 JUN 2010,0.0
19.97,Jaysuma SAIDY NDURE,01 JAN 1984,NOR,4,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011,0.7
19.97,Curtis MITCHELL,11 MAR 1989,USA,1sf1,"Luzhniki Stadion, Moskva (RUS)",16 AUG 2013,0.0
19.97,Dedric DUKES,04 FEB 1992,USA,1f1,"Gainesville, FL (USA)",04 APR 2014,-0.6
19.97,Femi OGUNODE,15 MAY 1991,QAT,1,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,-0.4
19.97,Ameer WEBB,19 MAR 1991,USA,2sf3,"Hayward Field, Eugene, OR (USA)",08 JUL 2016,1.4
19.97,Julian FORTE,07 JAN 1993,JAM,1,"Boudewijnstadion, Bruxelles (BEL)",09 SEP 2016,0.8
19.97,Adam GEMILI,06 OCT 1993,GBR,2,"Boudewijnstadion, Bruxelles (BEL)",09 SEP 2016,0.8
19.97,Jereem RICHARDS,13 JAN 1994,TTO,1sf3,"Lexington, KY (USA)",27 MAY 2017,0.2
19.97,Yohan BLAKE,26 DEC 1989,JAM,1,Kingston (JAM),25 JUN 2017,1.0
19.97,Kyle GREAUX,26 APR 1988,TTO,2sf2,Barranquilla (COL),31 JUL 2018,0.4
19.97,Divine ODUDURU,07 OCT 1996,NGR,1sf1,"Austin, TX (USA)",05 JUN 2019,2.0
19.97,Christian COLEMAN,06 MAR 1996,USA,2,"Mestský Stadion, Ostrava (CZE)",20 JUN 2019,-0.6
19.97,Miguel FRANCIS,28 MAR 1995,GBR,2,"Olympic Stadium, London (GBR)",21 JUL 2019,0.9
19.97,Andre DE GRASSE,10 NOV 1994,CAN,1f1,"Bregyó Athletic Center, Székesfehérvár (HUN)",06 JUL 2021,1.2
19.97,Erriyon KNIGHTON,29 JAN 2004,USA,1sf2,"Hayward Field, Eugene, OR (USA)",26 JUN 2022,1.7
19.97,Méba Mickaël ZEZE,19 MAY 1994,FRA,2f1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",03 JUL 2022,1.2
19.97,Issamade ASINGA,29 DEC 2004,SUR,3f1,"Terry & Linda Fuller T&F Complex, Lubbock, TX (USA)",29 APR 2023,1.3
19.98,Joe DELOACH,05 JUN 1967,USA,1,"Austin, TX (USA)",15 MAY 1988,0.2
19.98,Michael JOHNSON,13 SEP 1967,USA,1,Rieti (ITA),06 SEP 1991,-0.4
19.98,Michael JOHNSON,13 SEP 1967,USA,1,"Houston, TX (USA)",22 MAY 1992,0.3
19.98,Frank FREDERICKS,02 OCT 1967,NAM,1sf2,"Olympic Stadium, Atlanta, GA (USA)",01 AUG 1996,0.1
19.98,Marcin URBAŚ,17 SEP 1976,POL,2sf2,"La Cartuja, Sevilla (ESP)",25 AUG 1999,1.7
19.98,Jordan VADEN,15 SEP 1978,USA,2,"Indianapolis, IN (USA)",25 JUN 2006,0.3
19.98,Xavier CARTER,08 DEC 1985,USA,2,"Crystal Palace, London (GBR)",28 JUL 2006,0.2
19.98,LaShawn MERRITT,27 JUN 1986,USA,2,"Carson, CA (USA)",20 MAY 2007,1.4
19.98,Walter DIX,31 JAN 1986,USA,3,"National Stadium, Beijing (CHN)",20 AUG 2008,-0.9
19.98,Wallace SPEARMON,24 DEC 1984,USA,2,"Icahn Stadium, New York, NY (USA)",30 MAY 2009,1.3
19.98,Steve MULLINGS,29 NOV 1982,JAM,5,"Olympiastadion, Berlin (GER)",20 AUG 2009,-0.3
19.98,Wallace SPEARMON,24 DEC 1984,USA,2,Kingston (JAM),01 MAY 2010,-0.8
19.98,Jason YOUNG,21 MAR 1991,JAM,1f1,Luzern (SUI),17 JUL 2013,-0.3
19.98,Adam GEMILI,06 OCT 1993,GBR,1sf3,"Luzhniki Stadion, Moskva (RUS)",16 AUG 2013,-0.3
19.98,Adam GEMILI,06 OCT 1993,GBR,1,"Letzigrund, Zürich (SUI)",15 AUG 2014,-1.6
19.98,Alonso EDWARD,08 DEC 1989,PAN,1,"Le Grande Stade, Marrakesh (MAR)",14 SEP 2014,0.2
19.98,Rasheed DWYER,29 JAN 1989,JAM,2,"Le Grande Stade, Marrakesh (MAR)",14 SEP 2014,0.2
19.98,Churandy MARTINA,03 JUL 1984,NED,3,"Boudewijnstadion, Bruxelles (BEL)",09 SEP 2016,0.8
19.98,Christian COLEMAN,06 MAR 1996,USA,1,"Columbia, SC (USA)",13 MAY 2017,0.6
19.98,Aaron BROWN,27 MAY 1992,CAN,2,"Bislett Stadion, Oslo (NOR)",07 JUN 2018,1.0
19.98,Ramil GULIYEV,29 MAY 1990,TUR,2,"Letzigrund, Zürich (SUI)",30 AUG 2018,-0.2
19.98,Alex WILSON,19 SEP 1990,SUI,1f1,La Chaux-de-Fonds (SUI),30 JUN 2019,1.5
19.98,Alex QUIÑÓNEZ,11 AUG 1989,ECU,3,"Khalifa International Stadium, Doha (QAT)",01 OCT 2019,0.3
19.98,Joseph FAHNBULLEH,11 SEP 2001,LBR,5,"National Stadium, Tokyo (JPN)",04 AUG 2021,-0.5
19.98,Noah LYLES,18 JUL 1997,USA,1h7,"Hayward Field, Eugene, OR (USA)",18 JUL 2022,-0.3
19.98,Javonte' HARDING,29 AUG 2001,USA,3sf2,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023,0.6
19.99,Calvin SMITH,08 JAN 1961,USA,1,Zürich (SUI),24 AUG 1983,0.6
19.99,Carl LEWIS,01 JUL 1961,USA,1,"Houston, TX (USA)",17 JUN 1988,1.2
19.99,Carl LEWIS,01 JUL 1961,USA,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",07 JUL 1993,1.1
19.99,Carl LEWIS,01 JUL 1961,USA,3,"Gottlieb-Daimler Stadion, Stuttgart (GER)",20 AUG 1993,0.3
19.99,Ato BOLDON,30 DEC 1973,TTO,2,Bruxelles (BEL),23 AUG 1996,-0.2
19.99,Frank FREDERICKS,02 OCT 1967,NAM,1,Dakar (SEN),22 AUG 1998,-0.9
19.99,John CAPEL,27 OCT 1978,USA,1,"Athens, GA (USA)",16 MAY 1999,0.0
19.99,Frank FREDERICKS,02 OCT 1967,NAM,1,"Stadio Olimpico, Roma (ITA)",12 JUL 2002,0.6
19.99,Shawn CRAWFORD,14 JAN 1978,USA,1,"Sacramento, CA (USA)",18 JUL 2004,-0.7
19.99,Usain BOLT,21 AUG 1986,JAM,2,"Crystal Palace, London (GBR)",22 JUL 2005,1.8
19.99,Tyson GAY,09 AUG 1982,USA,3,"Crystal Palace, London (GBR)",22 JUL 2005,1.8
19.99,Rodney MARTIN,22 DEC 1982,USA,4,"Eugene, OR (USA)",06 JUL 2008,1.7
19.99,Curtis MITCHELL,11 MAR 1989,USA,1h1,"Miramar, FL (USA)",10 JUL 2010,2.0
19.99,Warren WEIR,31 OCT 1989,JAM,2sf2,Kingston (JAM),30 JUN 2012,1.7
19.99,Curtis MITCHELL,11 MAR 1989,USA,2,"Drake Stadium, Des Moines, IA (USA)",23 JUN 2013,1.6
19.99,Jason YOUNG,21 MAR 1991,JAM,2,"Olympic Stadium, London (GBR)",26 JUL 2013,0.2
19.99,Nickel ASHMEADE,07 APR 1990,JAM,2,"Stade Louis II, Monaco (MON)",18 JUL 2014,-0.5
19.99,Dedric DUKES,04 FEB 1992,USA,1,"Starkville, MS (USA)",16 MAY 2015,0.6
19.99,Isiah YOUNG,05 JAN 1990,USA,2h2,"Hayward Field, Eugene, OR (USA)",27 JUN 2015,1.7
19.99,Jereem RICHARDS,13 JAN 1994,TTO,2,"Suhaim bin Hamad Stadium, Doha (QAT)",04 MAY 2018,1.3
19.99,Rai BENJAMIN,27 JUL 1997,USA,2,"Stade Charléty, Paris (FRA)",30 JUN 2018,-0.6
19.99,Ramil GULIYEV,29 MAY 1990,TUR,2,"Stade Louis II, Monaco (MON)",20 JUL 2018,0.9
19.99,Ramil GULIYEV,29 MAY 1990,TUR,1,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1.3
19.99,Isiah YOUNG,05 JAN 1990,USA,2sf1,"Hayward Field, Eugene, OR (USA)",26 JUN 2021,0.9
19.99,Kenneth BEDNAREK,14 OCT 1998,USA,2f1,"Bregyó Athletic Center, Székesfehérvár (HUN)",06 JUL 2021,1.2
19.99,Aaron BROWN,27 MAY 1992,CAN,1sf2,"National Stadium, Tokyo (JPN)",03 AUG 2021,-0.4
19.99,Joseph FAHNBULLEH,11 SEP 2001,LBR,2sf2,"National Stadium, Tokyo (JPN)",03 AUG 2021,-0.4
