Mark,Competitor,DOB,Nat,Pos,Venue,Date
26:49.39,Yomif KEJELCHA,01 AUG 1997,ETH,4,"FBK Stadium, Hengelo (NED)",05 JUN 2022
26:49.41,Paul Kipngetich TANUI,22 DEC 1990,KEN,2,"Hayward Field, Eugene, OR (USA)",30 MAY 2014
26:49.46,Selemon BAREGA,20 JAN 2000,ETH,2,Hengelo (NED),17 JUL 2019
26:49.51,Mo FARAH,23 MAR 1983,GBR,1,"Olympic Stadium, London (GBR)",04 AUG 2017
26:49.51,Selemon BAREGA,20 JAN 2000,ETH,1,"FBK Stadium, Hengelo (NED)",08 JUN 2021
26:49.55,Moses MOSOP,07 JUL 1985,KEN,3,"FBK Stadium, Hengelo (NED)",26 MAY 2007
26:49.57,Kenenisa BEKELE,13 JUN 1982,ETH,1,"Stade de France, Paris-St-Denis (FRA)",24 AUG 2003
26:49.73,Yomif KEJELCHA,01 AUG 1997,ETH,2,"FBK Stadium, Hengelo (NED)",08 JUN 2021
26:49.90,Assefa MEZGEBU,19 JUN 1978,ETH,2,Bruxelles (BEL),30 AUG 2002
26:49.94,Joshua CHEPTEGEI,12 SEP 1996,UGA,2,"Olympic Stadium, London (GBR)",04 AUG 2017
26:49.99,Yomif KEJELCHA,01 AUG 1997,ETH,3,Hengelo (NED),17 JUL 2019
26:50.12,Zersenay TADESE,01 JAN 1982,ERI,2,"Olympiastadion, Berlin (GER)",17 AUG 2009
26:50.16,Rhonex KIPRUTO,12 OCT 1999,KEN,1,"Olympiastadion, Stockholm (SWE)",30 MAY 2019
26:50.20,Richard LIMO,18 NOV 1980,KEN,3,Bruxelles (BEL),30 AUG 2002
26:50.32,Rhonex KIPRUTO,12 OCT 1999,KEN,3,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019
26:50.37,Berihu AREGAWI,28 FEB 2001,ETH,3,"FBK Stadium, Hengelo (NED)",08 JUN 2021
26:50.53,Sileshi SIHINE,29 JAN 1983,ETH,1,"FBK Stadium, Hengelo (NED)",24 MAY 2008
26:50.60,Paul Kipngetich TANUI,22 DEC 1990,KEN,3,"Olympic Stadium, London (GBR)",04 AUG 2017
26:50.63,Paul Kipngetich TANUI,22 DEC 1990,KEN,4,"Hayward Field, Eugene, OR (USA)",03 JUN 2011
26:50.66,Berihu AREGAWI,28 FEB 2001,ETH,1,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",23 JUN 2023
26:50.67,Ahmad Hassan ABDULLAH,04 APR 1981,KEN,4,Bruxelles (BEL),30 AUG 2002
26:50.77,Haile GEBRSELASSIE,18 APR 1973,ETH,2,"Stade de France, Paris-St-Denis (FRA)",24 AUG 2003
26:50.97,Mo FARAH,23 MAR 1983,GBR,1,"Hayward Field, Eugene, OR (USA)",29 MAY 2015
26:51.02,Dejen GEBREMESKEL,24 NOV 1989,ETH,1,Sollentuna (SWE),27 JUN 2013
26:51.09,Zersenay TADESE,01 JAN 1982,ERI,5,"Hayward Field, Eugene, OR (USA)",03 JUN 2011
26:51.11,Yigrem DEMELASH,26 JAN 1994,ETH,1,Hengelo (NED),29 JUN 2016
26:51.16,Emmanuel Kipkemei BETT,29 MAR 1985,KEN,1,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012
26:51.20,Haile GEBRSELASSIE,18 APR 1973,ETH,2,"FBK Stadium, Hengelo (NED)",24 MAY 2008
26:51.49,Charles Waweru KAMATHI,18 MAY 1978,KEN,1,Bruxelles (BEL),03 SEP 1999
26:51.68,Vincent Kiprop CHEPKOK,05 JUL 1988,KEN,2,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012
26:51.86,Paul Kipngetich TANUI,22 DEC 1990,KEN,2,"Hayward Field, Eugene, OR (USA)",29 MAY 2015
26:51.87,Nicholas KEMBOI,25 NOV 1983,QAT,4,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005
26:51.87,Selemon BAREGA,20 JAN 2000,ETH,2,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",23 JUN 2023
26:51.95,Emmanuel Kipkemei BETT,29 MAR 1985,KEN,4,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011
26:52.12,Bedan KAROKI,21 AUG 1990,KEN,4,"Olympic Stadium, London (GBR)",04 AUG 2017
26:52.23,William SIGEI,11 OCT 1969,KEN,1,"Bislett Stadion, Oslo (NOR)",22 JUL 1994
26:52.30,Mohammed MOURHIT,10 OCT 1970,BEL,2,Bruxelles (BEL),03 SEP 1999
26:52.33,Gebregziabher GEBREMARIAM,12 OCT 1984,ETH,4,"FBK Stadium, Hengelo (NED)",26 MAY 2007
26:52.36,Bedan KAROKI,21 AUG 1990,KEN,3,"Hayward Field, Eugene, OR (USA)",30 MAY 2014
26:52.60,Sammy KIPKETER,29 SEP 1981,KEN,5,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005
26:52.65,Kenneth Kiprop KIPKEMOI,02 AUG 1984,KEN,3,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012
26:52.65,Geoffrey KAMWOROR,22 NOV 1992,KEN,3,"Hayward Field, Eugene, OR (USA)",29 MAY 2015
26:52.81,Haile GEBRSELASSIE,18 APR 1973,ETH,5,"FBK Stadium, Hengelo (NED)",26 MAY 2007
26:52.84,Sileshi SIHINE,29 JAN 1983,ETH,6,"Hayward Field, Eugene, OR (USA)",03 JUN 2011
26:52.85,Abera KUMA,31 AUG 1990,ETH,2,Sollentuna (SWE),27 JUN 2013
26:52.87,John Cheruiyot KORIR,13 DEC 1981,KEN,5,Bruxelles (BEL),30 AUG 2002
26:52.93,Mark Kipkinyor BETT,22 DEC 1976,KEN,6,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005
26:53.15,Andamlak BELIHU,20 NOV 1998,ETH,4,Hengelo (NED),17 JUL 2019
26:53.27,Eliud KIPCHOGE,05 NOV 1984,KEN,5,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011
26:53.70,Kenenisa BEKELE,13 JUN 1982,ETH,1,"FBK Stadium, Hengelo (NED)",01 JUN 2003
26:53.71,Mo FARAH,23 MAR 1983,GBR,1,"Hayward Field, Eugene, OR (USA)",27 MAY 2016
26:53.73,Gebregziabher GEBREMARIAM,12 OCT 1984,ETH,2,Ostrava (CZE),08 JUN 2004
26:54.25,Mathew Kipkoech KISORIO,16 MAY 1989,KEN,7,"Hayward Field, Eugene, OR (USA)",03 JUN 2011
26:54.32,Eliud KIPCHOGE,05 NOV 1984,KEN,3,"FBK Stadium, Hengelo (NED)",24 MAY 2008
26:54.39,Jemal Yimer MEKONNEN,11 SEP 1996,ETH,5,Hengelo (NED),17 JUL 2019
26:54.41,Paul TERGAT,17 JUN 1969,KEN,2,Bruxelles (BEL),23 AUG 1996
26:54.58,Haile GEBRSELASSIE,18 APR 1973,ETH,2,"FBK Stadium, Hengelo (NED)",01 JUN 2003
26:54.61,Stephen SAMBU,07 JUL 1988,KEN,4,"Hayward Field, Eugene, OR (USA)",30 MAY 2014
26:54.64,Mark Kosgei KIPTOO,21 JUN 1976,KEN,8,"Hayward Field, Eugene, OR (USA)",03 JUN 2011
26:54.66,William Malel SITONIK,01 MAR 1994,KEN,2,"Hayward Field, Eugene, OR (USA)",27 MAY 2016
26:54.76,Richard YATOR,04 JUN 1998,KEN,1f7,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 OCT 2022
26:55.04,Benard KIBET,25 NOV 1999,KEN,2f7,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 OCT 2022
26:55.29,Leonard Patrick KOMON,10 JAN 1988,KEN,9,"Hayward Field, Eugene, OR (USA)",03 JUN 2011
26:55.36,Rodgers KWEMOI,03 MAR 1998,KEN,4,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019
26:55.73,Geoffrey KIRUI,16 FEB 1993,KEN,6,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011
26:56.11,Jemal Yimer MEKONNEN,11 SEP 1996,ETH,5,"Olympic Stadium, London (GBR)",04 AUG 2017
26:56.46,Abadi HADIS,06 NOV 1997,ETH,6,Hengelo (NED),17 JUL 2019
26:56.63,Richard LIMO,18 NOV 1980,KEN,4,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2003
26:56.71,Andamlak BELIHU,20 NOV 1998,ETH,5,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019
26:56.74,Josphat Kiprono MENJO,20 AUG 1979,KEN,1,Turku (FIN),29 AUG 2010
26:56.78,Paul KOECH,25 JUN 1969,KEN,3,Bruxelles (BEL),23 AUG 1996
26:57.08,Leonard Patrick KOMON,10 JAN 1988,KEN,4,"FBK Stadium, Hengelo (NED)",24 MAY 2008
26:57.16,Hagos GEBRHIWET,11 MAY 1994,ETH,4,"FBK Stadium, Hengelo (NED)",08 JUN 2021
26:57.27,Sileshi SIHINE,29 JAN 1983,ETH,1,"Stadion Juliska, Praha (CZE)",27 JUN 2005
26:57.33,Imane MERGA,15 OCT 1988,ETH,3,Sollentuna (SWE),27 JUN 2013
26:57.33,Tamirat TOLA,11 AUG 1991,ETH,3,"Hayward Field, Eugene, OR (USA)",27 MAY 2016
26:57.36,Josphat Muchiri NDAMBIRI,12 FEB 1985,KEN,1f1,Shizuoka (JPN),03 MAY 2009
26:57.39,Moses Ndiema MASAI,01 JUN 1986,KEN,3,"Olympiastadion, Berlin (GER)",17 AUG 2009
26:57.45,Tamirat TOLA,11 AUG 1991,ETH,2,Hengelo (NED),29 JUN 2016
26:57.56,Yigrem DEMELASH,26 JAN 1994,ETH,4,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012
26:57.77,Geoffrey KAMWOROR,22 NOV 1992,KEN,6,"Olympic Stadium, London (GBR)",04 AUG 2017
26:57.88,Abadi HADIS,06 NOV 1997,ETH,3,Hengelo (NED),29 JUN 2016
26:58.25,Stephen SAMBU,07 JUL 1988,KEN,4,"Hayward Field, Eugene, OR (USA)",27 MAY 2016
26:58.30,Tadese WORKU,20 JAN 2002,ETH,5,"FBK Stadium, Hengelo (NED)",08 JUN 2021
26:58.38,Yobes ONDIEKI,21 FEB 1961,KEN,1,Oslo (NOR),10 JUL 1993
26:58.40,Josphat Muchiri NDAMBIRI,12 FEB 1985,KEN,1f1,Tendo (JPN),16 MAY 2009
26:58.42,Micah Kemboi KOGO,30 JUN 1986,KEN,3,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2007
26:58.75,Ibrahim JEILAN,12 JUN 1989,ETH,5,"Hayward Field, Eugene, OR (USA)",27 MAY 2016
26:58.76,Sileshi SIHINE,29 JAN 1983,ETH,3,"FBK Stadium, Hengelo (NED)",01 JUN 2003
26:58.97,Nicholas KIPKORIR,29 SEP 1998,KEN,,"Sportcomplex De Leidse Hout, Leiden (NED)",19 SEP 2020
26:59.19,Abadi HADIS,06 NOV 1997,ETH,7,"Olympic Stadium, London (GBR)",04 AUG 2017
26:59.35,Mohammed AHMED,05 JAN 1991,CAN,6,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019
26:59.54,Ahmad Hassan ABDULLAH,04 APR 1981,QAT,1,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004
26:59.60,Chris SOLINSKY,05 DEC 1984,USA,1f1,"Palo Alto, CA (USA)",01 MAY 2010
26:59.61,Bernard Kiprop KIPYEGO,16 JUL 1986,KEN,4,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2007
26:59.81,Titus Kipjumba MBISHEI,28 OCT 1990,KEN,7,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011
26:59.88,Martin Irungu MATHATHI,25 DEC 1985,KEN,2f1,Shizuoka (JPN),03 MAY 2009
26:59.93,Charles Waweru KAMATHI,18 MAY 1978,KEN,2,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004
27:00.24,Milkesa MENGESHA,16 APR 2000,ETH,5,"FBK Stadium, Hengelo (NED)",05 JUN 2022
27:00.30,Zersenay TADESE,01 JAN 1982,ERI,1,Algiers (ALG),19 JUL 2007
27:00.66,Zersenay TADESE,01 JAN 1982,ERI,6,"Hayward Field, Eugene, OR (USA)",27 MAY 2016
27:00.73,Berehanu TSEGU,30 SEP 1999,ETH,7,Hengelo (NED),17 JUL 2019
27:01.02,Hagos GEBRHIWET,11 MAY 1994,ETH,2,"Olympiastadion, Stockholm (SWE)",30 MAY 2019
27:01.06,Geoffrey KAMWOROR,22 NOV 1992,KEN,1,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",18 JUN 2021
27:01.13,Mo FARAH,23 MAR 1983,GBR,1,"National Stadium, Beijing (CHN)",22 AUG 2015
27:01.17,Kenenisa BEKELE,13 JUN 1982,ETH,1,"National Stadium, Beijing (CHN)",17 AUG 2008
27:01.42,Richard YATOR,04 JUN 1998,KEN,1f3,"Prefectural Stadium, Kumagaya (JPN)",19 SEP 2020
27:01.44,Sileshi SIHINE,29 JAN 1983,ETH,3,"Stade de France, Paris-St-Denis (FRA)",24 AUG 2003
27:01.58,Leonard Patrick KOMON,10 JAN 1988,KEN,5,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012
27:01.74,Richard YATOR,04 JUN 1998,KEN,1f9,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",14 NOV 2020
27:01.76,Geoffrey KAMWOROR,22 NOV 1992,KEN,2,"National Stadium, Beijing (CHN)",22 AUG 2015
27:01.83,Gideon NGATUNYI,10 OCT 1986,KEN,2f1,Tendo (JPN),16 MAY 2009
27:01.95,Jonathan Muia NDIKU,18 SEP 1991,KEN,2f9,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",14 NOV 2020
27:01.98,Wilson KIPROP,14 APR 1987,KEN,1,"Hayward Field, Eugene, OR (USA)",01 JUN 2012
27:02.00,Mark Kipkinyor BETT,22 DEC 1976,KEN,3,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004
27:02.25,Moses Ndiema MASAI,01 JUN 1986,KEN,2,"Hayward Field, Eugene, OR (USA)",01 JUN 2012
27:02.26,Solomon BERIHU,02 OCT 1999,ETH,8,Hengelo (NED),17 JUL 2019
27:02.35,Mohammed AHMED,05 JAN 1991,CAN,8,"Olympic Stadium, London (GBR)",04 AUG 2017
27:02.39,Benard KIBET,25 NOV 1999,KEN,2f3,"Prefectural Stadium, Kumagaya (JPN)",19 SEP 2020
27:02.59,Kenenisa BEKELE,13 JUN 1982,ETH,1,Birmingham (GBR),22 JUN 2012
27:02.59,Nicholas Mboroto KOSIMBEI,01 OCT 1996,KEN,7,"Hayward Field, Eugene, OR (USA)",27 MAY 2016
27:02.62,Abderrahim GOUMRI,21 MAY 1976,MAR,3,"FBK Stadium, Hengelo (NED)",29 MAY 2005
27:02.62,Deriba Merga EJIGU,26 OCT 1980,ETH,6,"FBK Stadium, Hengelo (NED)",26 MAY 2007
27:02.77,Sileshi SIHINE,29 JAN 1983,ETH,2,"National Stadium, Beijing (CHN)",17 AUG 2008
27:02.80,Bedan KAROKI,21 AUG 1990,KEN,3f3,"Prefectural Stadium, Kumagaya (JPN)",19 SEP 2020
27:02.81,Ibrahim JEILAN,12 JUN 1989,ETH,4,"Boudewijnstadion, Bruxelles (BEL)",25 AUG 2006
27:02.83,Paul Kipngetich TANUI,22 DEC 1990,KEN,3,"National Stadium, Beijing (CHN)",22 AUG 2015
27:03.20,Moses Ndiema MASAI,01 JUN 1986,KEN,5,"Boudewijnstadion, Bruxelles (BEL)",25 AUG 2006
27:03.24,Tariku BEKELE,28 FEB 1987,ETH,2,Birmingham (GBR),22 JUN 2012
27:03.49,Kaan Kigen ÖZBILEN,15 JAN 1986,KEN,6,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012
27:03.58,Gebregziabher GEBREMARIAM,12 OCT 1984,ETH,3,Birmingham (GBR),22 JUN 2012
27:03.61,Sammy KIPKETER,29 SEP 1981,KEN,4,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004
27:03.65,Sileshi SIHINE,29 JAN 1983,ETH,4,Birmingham (GBR),22 JUN 2012
27:03.87,Paul TERGAT,17 JUN 1969,KEN,1,Bruxelles (BEL),25 AUG 2000
27:03.94,Daniel MATEIKO,04 AUG 1998,KEN,6,"FBK Stadium, Hengelo (NED)",08 JUN 2021
27:03.95,Gebregziabher GEBREMARIAM,12 OCT 1984,ETH,6,"Boudewijnstadion, Bruxelles (BEL)",25 AUG 2006
27:04.00,Boniface KIPROP,12 OCT 1985,UGA,5,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004
27:04.11,Micah Kemboi KOGO,30 JUN 1986,KEN,3,"National Stadium, Beijing (CHN)",17 AUG 2008
27:04.11,Moses Ndiema MASAI,01 JUN 1986,KEN,4,"National Stadium, Beijing (CHN)",17 AUG 2008
27:04.18,Robert Sigei KIPNGETICH,03 JAN 1982,KEN,1,Neerpelt (BEL),02 JUN 2007
27:04.20,Abraham CHEBII,23 DEC 1979,KEN,1,"Palo Alto, CA (USA)",04 MAY 2001
27:04.45,Bernard Kiprop KIPYEGO,16 JUL 1986,KEN,4,"FBK Stadium, Hengelo (NED)",29 MAY 2005
27:04.48,Moses Ndiema KIPSIRO,02 SEP 1986,UGA,5,Birmingham (GBR),22 JUN 2012
27:04.54,Felix LIMO,22 AUG 1980,KEN,2,Bruxelles (BEL),25 AUG 2000
27:04.61,Josphat Kiprono MENJO,20 AUG 1979,KEN,2,Neerpelt (BEL),02 JUN 2007
27:04.70,Zersenay TADESE,01 JAN 1982,ERI,7,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005
27:04.72,Lopez LOMONG,01 JAN 1985,USA,7,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019
27:04.77,Bedan KAROKI,21 AUG 1990,KEN,4,"National Stadium, Beijing (CHN)",22 AUG 2015
27:04.79,Josphat Muchiri NDAMBIRI,12 FEB 1985,KEN,1,Oita (JPN),01 OCT 2006
27:04.89,Tadesse TOLA,31 OCT 1987,ETH,3,Neerpelt (BEL),02 JUN 2007
27:04.92,Ali ABDOSH,25 AUG 1987,ETH,7,"FBK Stadium, Hengelo (NED)",26 MAY 2007
27:05.10,Kenenisa BEKELE,13 JUN 1982,ETH,1,"Olympic Stadium, Athina (GRE)",20 AUG 2004
27:05.11,Zersenay TADESE,01 JAN 1982,ERI,5,"National Stadium, Beijing (CHN)",17 AUG 2008
27:05.14,John Cheruiyot KORIR,13 DEC 1981,KEN,6,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004
27:05.17,Mo FARAH,23 MAR 1983,GBR,1,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016
27:05.50,Bedan KAROKI,21 AUG 1990,KEN,3,"Hayward Field, Eugene, OR (USA)",01 JUN 2012
27:05.51,Rodgers KWEMOI,03 MAR 1998,KEN,2,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",18 JUN 2021
27:05.64,Paul Kipngetich TANUI,22 DEC 1990,KEN,2,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016
27:05.88,Patrick Mutuku IVUTI,30 JUL 1978,KEN,6,Bruxelles (BEL),30 AUG 2002
27:05.90,Kenenisa BEKELE,13 JUN 1982,ETH,1,"Yanmar Stadium Nagai, Osaka (JPN)",27 AUG 2007
27:06.16,Kidane TADESSE,31 AUG 1987,ERI,1f1,Neerpelt (BEL),31 MAY 2008
27:06.17,John Yuda MSURI,09 JUN 1979,TAN,7,Bruxelles (BEL),30 AUG 2002
27:06.26,Tamirat TOLA,11 AUG 1991,ETH,3,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016
27:06.27,Yigrem DEMELASH,26 JAN 1994,ETH,4,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016
27:06.35,Geoffrey KAMWOROR,22 NOV 1992,KEN,10,"Hayward Field, Eugene, OR (USA)",03 JUN 2011
27:06.37,William KINCAID,21 SEP 1992,USA,1,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",04 MAR 2023
27:06.44,Worku BIKILA,06 MAY 1968,ETH,1,Bruxelles (BEL),25 AUG 1995
27:06.45,Habte JIFAR,29 JAN 1976,ETH,1,"FBK Stadium, Hengelo (NED)",30 MAY 1999
27:06.47,Awash Habtamu FIKADU,13 MAR 1988,ETH,8,"FBK Stadium, Hengelo (NED)",26 MAY 2007
27:06.59,Ismael KIRUI,20 FEB 1975,KEN,2,Bruxelles (BEL),25 AUG 1995
27:06.68,Haile GEBRSELASSIE,18 APR 1973,ETH,6,"National Stadium, Beijing (CHN)",17 AUG 2008
27:06.88,Richard ETIR,12 DEC 2003,KEN,1,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",22 APR 2023
27:06.97,Sileshi SIHINE,29 JAN 1983,ETH,1,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2008
27:07.29,Moses Ndiema MASAI,01 JUN 1986,KEN,7,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004
27:07.29,Jonathan Muia NDIKU,18 SEP 1991,KEN,1f3,Kamogawa (JPN),27 SEP 2020
27:07.30,Bedan KAROKI,21 AUG 1990,KEN,1,Yokohama (JPN),12 NOV 2016
27:07.34,Haile GEBRSELASSIE,18 APR 1973,ETH,1,"Olympic Stadium, Atlanta, GA (USA)",29 JUL 1996
27:07.36,Moses Ndiema MASAI,01 JUN 1986,KEN,2,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2008
27:07.49,Birhanu BALEW,27 FEB 1996,BRN,2,"Mestský Stadion, Ostrava (CZE)",19 MAY 2021
27:07.51,Cameron LEVINS,28 MAR 1989,CAN,4,"Hayward Field, Eugene, OR (USA)",29 MAY 2015
27:07.55,Benjamin MAIYO,06 OCT 1978,KEN,2,"Palo Alto, CA (USA)",04 MAY 2001
27:07.55,Shadrack KIPCHIRCHIR,22 FEB 1989,USA,9,"Olympic Stadium, London (GBR)",04 AUG 2017
27:07.57,Joe KLECKER,16 NOV 1996,USA,2,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",04 MAR 2023
27:07.59,Emmanuel Korir KIPLAGAT,05 MAY 2002,KEN,1f7,"Gion Stadium, Machida (JPN)",26 NOV 2022
