Mark,Competitor,DOB,Nat,Pos,Venue,Date
27:30.45,Josphat Ledama KISAISA,25 JUN 1998,KEN,3f5,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",12 NOV 2022
27:30.46,John Cheruiyot KORIR,13 DEC 1981,KEN,9,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005
27:30.46,Boki DIRIBA,28 FEB 2004,ETH,6,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",23 JUN 2023
27:30.47,Samson KIMOBWA,15 SEP 1955,KEN,1,Helsinki (FIN),30 JUN 1977
27:30.47,Daniel KIPKEMBOI,05 JUL 1996,KEN,3f7,Machida (JPN),24 NOV 2018
27:30.50,John KARIUKI,10 NOV 1986,KEN,4,Kobe (JPN),22 APR 2007
27:30.50,Kevin CHELIMO,14 FEB 1983,KEN,9f1,"Palo Alto, CA (USA)",01 MAY 2011
27:30.50,Hiskel TEWELDE,15 SEP 1986,ERI,3,Leiden (NED),11 JUN 2016
27:30.51,Edward WAWERU,03 OCT 1990,KEN,2f3,Kumagaya (JPN),20 SEP 2013
27:30.53,Kaan Kigen ÖZBILEN,15 JAN 1986,KEN,9,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011
27:30.53,Diego ESTRADA,19 DEC 1989,USA,9,"Hayward Field, Eugene, OR (USA)",29 MAY 2015
27:30.56,José Manuel MARTÍNEZ,22 OCT 1971,ESP,3,Pontevedra (ESP),20 JUL 2003
27:30.57,Hendrick RAMAALA,02 FEB 1972,RSA,2,Lille (FRA),11 JUL 1998
27:30.57,Alfred BARKACH,02 MAR 1997,KEN,6f1,"Olympiastadion, Stockholm (SWE)",04 MAY 2021
27:30.58,Boniface KIPROP,12 OCT 1985,UGA,6,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2008
27:30.59,Paul Kipngetich TANUI,22 DEC 1990,KEN,1f3,Fukuoka (JPN),21 MAY 2016
27:30.59,Paul Kipngetich TANUI,22 DEC 1990,KEN,1f1,Kitakyushu (JPN),21 MAY 2016
27:30.61,Kaan Kigen ÖZBILEN,15 JAN 1986,KEN,15,"Hayward Field, Eugene, OR (USA)",03 JUN 2011
27:30.65,Bedan KAROKI,21 AUG 1990,KEN,1f2,Ibaraki (JPN),18 MAY 2013
27:30.66,Moses MOSOP,07 JUL 1985,KEN,5,Ostrava (CZE),08 JUN 2004
27:30.67,Guta ABIYOTE,10 OCT 1985,ETH,7,Neerpelt (BEL),02 JUN 2007
27:30.68,Juan Luis BARRIOS,24 JUN 1983,MEX,10f1,"Palo Alto, CA (USA)",01 MAY 2011
27:30.69,Hansjörg KUNZE,28 DEC 1959,GDR,2,Jena (GDR),28 MAY 1983
27:30.69,Tatsuhiko ITO,23 MAR 1998,JPN,4f6,"Kamiyugi Park Athletic Stadium, Hachioji (JPN)",27 NOV 2021
27:30.75,Hiran NGATIA,1992,KEN,2f13,Tajimi (JPN),15 OCT 2016
27:30.79,Nguse AMLOSOM,10 NOV 1986,ERI,9,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016
27:30.80,David BEDFORD,30 DEC 1949,GBR,1,London (GBR),13 JUL 1973
27:30.81,Alexander Mutiso MUNYAO,10 SEP 1996,KEN,5f3,"Prefectural Stadium, Kumagaya (JPN)",19 SEP 2020
27:30.85,Josphat Kipkoech BETT,12 JUN 1990,KEN,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",09 JUL 2008
27:30.88,Haftu TEKLU,21 JAN 2000,ETH,2,Nijmegen (NED),15 JUN 2019
27:30.90,Simon BAIRU,08 AUG 1983,CAN,6f1,Neerpelt (BEL),31 MAY 2008
27:30.90,Galen RUPP,08 MAY 1986,USA,2,"Olympic Stadium, London (GBR)",04 AUG 2012
27:30.90,Jake ROBERTSON,14 NOV 1989,NZL,5,Gold Coast (AUS),13 APR 2018
27:30.93,Simon MAINA MUNYI,18 MAR 1978,KEN,5,Bruxelles (BEL),25 AUG 2000
27:30.94,Khalid EL AMRI,20 MAR 1977,MAR,12,"FBK Stadium, Hengelo (NED)",26 MAY 2007
27:30.94,Kenneth Kiprop KIPKEMOI,02 AUG 1984,KEN,6,"Hayward Field, Eugene, OR (USA)",30 MAY 2014
27:30.99,Martti VAINIO,30 DEC 1950,FIN,1,"Stadion Evžena Rošického, Praha (TCH)",29 AUG 1978
27:31.00,Saïd BÉRIOUI,03 JAN 1975,MAR,3,Lille (FRA),11 JUL 1998
27:31.00,Berihu AREGAWI,28 FEB 2001,ETH,7,"Hayward Field, Eugene, OR (USA)",17 JUL 2022
27:31.07,Timothy TOROITICH,10 OCT 1991,UGA,10,"Hayward Field, Eugene, OR (USA)",31 MAY 2013
27:31.08,Rogers KIBET,26 MAR 2003,UGA,9,"FBK Stadium, Hengelo (NED)",05 JUN 2022
27:31.10,Dominic KIRUI,12 APR 1967,KEN,3,Oslo (NOR),04 JUL 1997
27:31.10,James Kamau KARIUKI,18 JAN 1972,KEN,1,Fukuroi (JPN),22 OCT 2005
27:31.13,Benard KIBET,25 NOV 1999,KEN,1f3,"Prefectural Stadium, Isahaya (JPN)",11 OCT 2020
27:31.15,Aron RONO,01 NOV 1982,KEN,11f1,"Palo Alto, CA (USA)",01 MAY 2011
27:31.16,Thierry PANTEL,06 JUL 1964,FRA,3,Oslo (NOR),14 JUL 1990
27:31.19,Nick ROSE,30 DEC 1951,GBR,3,Oslo (NOR),09 JUL 1983
27:31.20,Patrick TIERNAN,11 SEP 1994,AUS,2,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",14 DEC 2019
27:31.27,Kanta SHIMIZU,03 MAY 1996,JPN,9,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAR 2022
27:31.29,Simon NDIRANGU,01 NOV 1985,KEN,1,Tokyo (JPN),13 MAY 2005
27:31.31,Vincent Kiprotich MUTAI,03 NOV 1994,KEN,2,"Parliament Hill Fields Athletics Track, London (GBR)",20 MAY 2023
27:31.34,Todd WILLIAMS,07 MAR 1969,USA,3,"Knoxville, TN (USA)",06 APR 1995
27:31.38,Chris DERRICK,17 OCT 1990,USA,3f1,"Palo Alto, CA (USA)",29 APR 2012
27:31.41,Josphat Muchiri NDAMBIRI,12 FEB 1985,KEN,5,"Yanmar Stadium Nagai, Osaka (JPN)",27 AUG 2007
27:31.43,Tariku BEKELE,28 FEB 1987,ETH,3,"Olympic Stadium, London (GBR)",04 AUG 2012
27:31.46,Abdi ABDIRAHMAN,01 JAN 1977,USA,13,"FBK Stadium, Hengelo (NED)",26 MAY 2007
27:31.46,Bouabdellah TAHRI,20 DEC 1978,FRA,12f1,"Palo Alto, CA (USA)",01 MAY 2011
27:31.48,Venanzio ORTIS,29 JAN 1955,ITA,2,"Stadion Evžena Rošického, Praha (TCH)",29 AUG 1978
27:31.48,Titus Kipjumba MBISHEI,28 OCT 1990,KEN,10,"Hayward Field, Eugene, OR (USA)",29 MAY 2015
27:31.50,Aleksandras ANTIPOVAS,09 MAR 1955,URS,3,"Stadion Evžena Rošického, Praha (TCH)",29 AUG 1978
27:31.54,William SIGEI,11 OCT 1969,KEN,7,Bruxelles (BEL),25 AUG 1995
27:31.56,Tim NELSON,27 FEB 1984,USA,7f1,"Palo Alto, CA (USA)",01 MAY 2010
27:31.57,Philip KEMEI KIPKEMBOI,06 JUN 1977,KEN,4,Lille (FRA),11 JUL 1998
27:31.60,Aloys NIZIGAMA,18 JUN 1966,BDI,1,Kagoshima (JPN),05 OCT 1996
27:31.61,Moukhled AL OUTAIBI,20 JUN 1976,KSA,1,Radés (TUN),09 JUN 2012
27:31.61,Bedan KAROKI,21 AUG 1990,KEN,1,Nairobi (KEN),13 JUL 2013
27:31.65,Titus Kipjumba MBISHEI,28 OCT 1990,KEN,2,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",09 JUL 2008
27:31.68,Henry RONO,12 FEB 1952,KEN,1,Melbourne (AUS),06 FEB 1980
27:31.73,Richard CHELIMO,21 APR 1972,KEN,1,Bruxelles (BEL),28 AUG 1992
27:31.76,Edward WAWERU,03 OCT 1990,KEN,3f1,Abashiri (JPN),06 JUL 2014
27:31.76,Belay Tilahun BEZABEH,07 JAN 1995,ETH,14,Hengelo (NED),17 JUL 2019
27:31.83,Benard KIBET,25 NOV 1999,KEN,4f7,Machida (JPN),24 NOV 2018
27:31.86,Elijah KORIR,15 APR 1978,KEN,7,Bruxelles (BEL),28 AUG 1998
27:31.86,Leonard BARSOTON,21 OCT 1994,KEN,12,"Hayward Field, Eugene, OR (USA)",27 MAY 2016
27:31.86,Abraham CHEROBEN,11 OCT 1992,BRN,10,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016
27:31.87,Khalid SKAH,29 JAN 1967,MAR,8,Bruxelles (BEL),28 AUG 1998
27:31.89,Tesfaye GIRMA,25 SEP 1982,ETH,2,Fukuroi (JPN),22 OCT 2005
27:31.92,Shaun CREIGHTON,14 MAY 1967,AUS,2,Melbourne (AUS),25 NOV 1996
27:31.94,Geoffrey KAMWOROR,22 NOV 1992,KEN,11,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016
27:31.95,John Kimondo THUO,27 NOV 1985,KEN,1,Tajimi (JPN),16 MAY 2010
27:31.98,Sam ATKIN,14 MAR 1993,GBR,1,"Parliament Hill Fields Athletics Track, London (GBR)",14 MAY 2022
27:32.00,Goitom KIFLE,03 DEC 1993,ERI,11,"Hayward Field, Eugene, OR (USA)",31 MAY 2013
27:32.02,Girma TOLA,19 OCT 1974,ETH,3,"FBK Stadium, Hengelo (NED)",01 JUN 1998
27:32.02,Assefa MEZGEBU,19 JUN 1978,ETH,8,"FBK Stadium, Hengelo (NED)",29 MAY 2005
27:32.04,Amos KURGAT,07 MAR 1992,KEN,5f7,Machida (JPN),24 NOV 2018
27:32.07,Emmanuel Korir KIPLAGAT,05 MAY 2002,KEN,1,"Universiade Commemorative Stadium, Kobe (JPN)",22 APR 2023
27:32.1h,Peter Cheruiyot KIRUI,02 JAN 1988,KEN,1f1,Nairobi (KEN),16 JUL 2011
27:32.18,David CHELULE,07 JUL 1977,KEN,2,Bratislava (SVK),29 MAY 1996
27:32.18,Shadrack KIPCHIRCHIR,22 FEB 1989,USA,3,"Palo Alto, CA (USA)",05 MAY 2017
27:32.30,Thomas KIPLITAN,15 JUN 1983,KEN,2,"Palo Alto, CA (USA)",30 APR 2004
27:32.31,Dieter BAUMANN,09 FEB 1965,GER,3,Lisboa (POR),04 APR 1998
27:32.43,Samuel Kamau WANJIRU,10 NOV 1986,KEN,5,Kobe (JPN),24 APR 2005
27:32.43,Chesari Kirui JACOB,06 APR 1984,KEN,5,Nairobi (KEN),26 JUN 2010
27:32.44,Kenenisa BEKELE,13 JUN 1982,ETH,4,"Olympic Stadium, London (GBR)",04 AUG 2012
27:32.45,Rodgers KWEMOI,03 MAR 1998,KEN,1,Kobe (JPN),22 APR 2018
27:32.47,Hailemariyam AMARE,22 FEB 1997,ETH,7,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",23 JUN 2023
27:32.48,Assefa MEZGEBU,19 JUN 1978,ETH,5,"Olympic Stadium, Athina (GRE)",06 AUG 1997
27:32.49,Hassan MEAD,28 AUG 1989,USA,15,"Olympic Stadium, London (GBR)",04 AUG 2017
27:32.51,Yeneblo BIYAZEN,29 JAN 2000,ETH,1f6,"Hosei University Stadium, Machida (JPN)",25 NOV 2017
27:32.52,Are NAKKIM,13 FEB 1964,NOR,4,Oslo (NOR),14 JUL 1990
27:32.52,Yacob JARSO,05 FEB 1988,ETH,1f10,Yokohama (JPN),23 NOV 2008
27:32.58,Dejene ASFAW,23 JAN 1979,ETH,2f9,Yokohama (JPN),25 SEP 2010
27:32.59,Byron PIEDRA,19 AUG 1982,ECU,13f1,"Palo Alto, CA (USA)",01 MAY 2011
27:32.60,Tilahun REGASSA,18 JAN 1990,ETH,7f1,Neerpelt (BEL),31 MAY 2008
27:32.61,Zersenay TADESE,01 JAN 1982,ERI,1,Gavá (ESP),13 JUN 2004
27:32.63,Fabiano Joseph NAASI,24 DEC 1985,TAN,14,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2003
27:32.65,Brendan FOSTER,12 JAN 1948,GBR,4,"Stadion Evžena Rošického, Praha (TCH)",29 AUG 1978
27:32.68,Jonathan Muia NDIKU,18 SEP 1991,KEN,1f2,Kumagaya (JPN),18 MAY 2019
27:32.71,Paul Kipngetich TANUI,22 DEC 1990,KEN,3,Kobe (JPN),24 APR 2011
27:32.72,Bilisuma Shugi GELASSA,19 JUL 1989,BRN,1,Guangzhou (CHN),26 NOV 2010
27:32.72,John Kimondo THUO,27 NOV 1985,KEN,3f1,Fukagawa (JPN),27 JUN 2012
27:32.76,Paul Kipngetich TANUI,22 DEC 1990,KEN,2,Nairobi (KEN),13 JUL 2013
27:32.79,Dennis MASAI,01 DEC 1991,KEN,12,"Hayward Field, Eugene, OR (USA)",01 JUN 2012
27:32.8h,José RÍOS,15 MAR 1974,ESP,2,Barakaldo (ESP),08 JUL 2000
27:32.81,Fabiano Joseph NAASI,24 DEC 1985,TAN,1,Watford (GBR),05 JUL 2003
27:32.82,Ondoro OSORO,03 DEC 1967,KEN,4,"Knoxville, TN (USA)",06 APR 1995
27:32.83,Bedan KAROKI,21 AUG 1990,KEN,3,Kobe (JPN),20 APR 2014
27:32.85,Fernando MAMEDE,01 NOV 1951,POR,1,Lisboa (POR),20 AUG 1983
27:32.86,Daniele MEUCCI,07 OCT 1985,ITA,4f1,"Palo Alto, CA (USA)",29 APR 2012
27:32.89,Kirubel ERASSA,17 JUN 1993,USA,3,Nijmegen (NED),15 JUN 2019
27:32.9h,Wilson KIPROP,14 APR 1987,KEN,2f1,Nairobi (KEN),16 JUL 2011
27:32.90,Diego ESTRADA,19 DEC 1989,MEX,5f1,"Palo Alto, CA (USA)",29 APR 2012
27:32.91,Wilson KIPROP,14 APR 1987,KEN,1,"Nyayo National Stadium, Nairobi (KEN)",28 JUL 2010
27:32.94,Bedan KAROKI,21 AUG 1990,KEN,5,"Olympic Stadium, London (GBR)",04 AUG 2012
27:32.96,El Hassan EL ABBASSI,13 APR 1984,BRN,7,"Hayward Field, Eugene, OR (USA)",30 MAY 2014
27:32.97,Salim KIPSANG,22 DEC 1979,KEN,6,Bruxelles (BEL),25 AUG 2000
27:32.97,Dennis MASAI,01 DEC 1991,KEN,10,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011
27:33.02,Wifred Kipkoech TARAGON,09 JUN 1985,KEN,14,"FBK Stadium, Hengelo (NED)",26 MAY 2007
27:33.04,Hassan MEAD,28 AUG 1989,USA,11,"Hayward Field, Eugene, OR (USA)",29 MAY 2015
27:33.09,Essa Ismail RASHED,14 DEC 1986,QAT,2,Guangzhou (CHN),26 NOV 2010
27:33.10,Hansjörg KUNZE,28 DEC 1959,GDR,1,Potsdam (GDR),05 MAY 1984
27:33.13,Leonard BARSOTON,21 OCT 1994,KEN,1f1,Fukagawa (JPN),29 JUN 2013
27:33.13,Tomoki OTA,17 OCT 1997,JPN,5f6,"Kamiyugi Park Athletic Stadium, Hachioji (JPN)",27 NOV 2021
27:33.14,Francesco PANETTA,10 JAN 1963,ITA,1,Bruxelles (BEL),19 AUG 1988
27:33.14,Patrick MWAKA,02 NOV 1992,KEN,3,Fukuroi (JPN),15 OCT 2011
27:33.18,Solomon Kiplimo BOIT,01 OCT 1999,KEN,7f1,"Olympiastadion, Stockholm (SWE)",04 MAY 2021
27:33.20,Ismail SGHYR,16 MAR 1972,MAR,7,Bruxelles (BEL),25 AUG 2000
27:33.21,Andrew LOROT,02 DEC 1997,KEN,2f2,Kumagaya (JPN),18 MAY 2019
27:33.26,Silas KIPRUTO,26 SEP 1984,KEN,7,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2008
27:33.28,Laban CHEGE KIPKEMBOI,10 SEP 1969,KEN,4,Oslo (NOR),04 JUL 1997
27:33.33,Rodgers KWEMOI,03 MAR 1998,KEN,f1,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2021
27:33.37,Fernando MAMEDE,01 NOV 1951,POR,1,Colombes (FRA),29 MAY 1982
27:33.37,Moses Ndiema KIPSIRO,02 SEP 1986,UGA,2,"Nyayo National Stadium, Nairobi (KEN)",28 JUL 2010
27:33.38,Bobby CURTIS,28 NOV 1984,USA,8f1,"Palo Alto, CA (USA)",01 MAY 2010
27:33.38,Jeremiah KAREMI,07 JUL 1994,KEN,2f1,Fukagawa (JPN),29 JUN 2013
27:33.38,Tatsuhiko ITO,23 MAR 1998,JPN,1f1,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2021
27:33.42,Juan Carlos DE LA OSSA,25 NOV 1976,ESP,10,"Olympiastadion, Helsinki (FIN)",08 AUG 2005
27:33.42,Eric Kiprono KIPTANUI,19 APR 1990,KEN,4,Nijmegen (NED),15 JUN 2019
27:33.45,Vincent Kipsegechi YATOR,11 JUL 1989,KEN,4,Nairobi (KEN),01 AUG 2015
27:33.46,Charles Kamau WANJIKU,16 MAY 2000,KEN,13f7,"Gion Stadium, Machida (JPN)",26 NOV 2022
27:33.47,Abdi ABDIRAHMAN,01 JAN 1977,USA,9,"FBK Stadium, Hengelo (NED)",29 MAY 2005
27:33.48,Galen RUPP,08 MAY 1986,USA,1,"Palo Alto, CA (USA)",29 APR 2007
27:33.51,Zersenay TADESE,01 JAN 1982,ERI,6,"Olympic Stadium, London (GBR)",04 AUG 2012
27:33.52,Sam ATKIN,14 MAR 1993,GBR,,"Sportcomplex De Leidse Hout, Leiden (NED)",11 JUN 2022
27:33.53,Cathal LOMBARD,12 FEB 1976,IRL,3,"Palo Alto, CA (USA)",30 APR 2004
27:33.53,Imane MERGA,15 OCT 1988,ETH,1f1,St-Maur (FRA),06 JUN 2008
27:33.57,Kibiwott KANDIE,20 JUN 1996,KEN,1,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",25 JUN 2022
27:33.57,Daniel MATEIKO,04 AUG 1998,KEN,8,"Hayward Field, Eugene, OR (USA)",17 JUL 2022
27:33.59,Evans RUTTO,08 APR 1978,KEN,8,Bruxelles (BEL),25 AUG 2000
27:33.59,Lucas Kimeli ROTICH,16 APR 1990,KEN,2,Brasschaat (BEL),11 JUL 2010
27:33.60,Wilbeforce TALEL KAPKENY,10 JAN 1980,KEN,6,"Stade de France, Paris-St-Denis (FRA)",24 AUG 2003
27:33.66,Werner SCHILDHAUER,05 JUN 1959,GDR,1,Jena (GDR),29 MAY 1982
27:33.67,Zane ROBERTSON,14 NOV 1989,NZL,12,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016
27:33.67,Emmanuel Moi MARU,04 JAN 2001,KEN,1f3,"Hoshigadai Stadium, Tajimi (JPN)",08 OCT 2022
27:33.77,Samuel CHELANGA,23 FEB 1985,USA,10,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAR 2022
27:33.78,Kiprono SITONIK,01 NOV 2001,KEN,6f6,"Kamiyugi Park Athletic Stadium, Hachioji (JPN)",27 NOV 2021
27:33.79,Aloys NIZIGAMA,18 JUN 1966,BDI,4,"Olympic Stadium, Atlanta, GA (USA)",29 JUL 1996
27:33.79,Stanley Waithaka MBURU,09 APR 2000,KEN,2,"Universiade Commemorative Stadium, Kobe (JPN)",22 APR 2023
27:33.82,Azmeraw MENGIST,15 SEP 1992,ETH,8,Hengelo (NED),17 JUN 2015
27:33.83,Geoffrey MUTAI,07 OCT 1981,KEN,3,"Nyayo National Stadium, Nairobi (KEN)",28 JUL 2010
27:33.84,John Yuda MSURI,09 JUN 1979,TAN,10,"FBK Stadium, Hengelo (NED)",29 MAY 2005
27:33.87,Ahmad Hassan ABDULLAH,04 APR 1981,QAT,15,"FBK Stadium, Hengelo (NED)",26 MAY 2007
27:33.87,Imane MERGA,15 OCT 1988,ETH,1,Villeneuve d'Ascq (FRA),30 JUN 2009
27:33.93,Alan CULPEPPER,15 SEP 1972,USA,5,"Palo Alto, CA (USA)",04 MAY 2001
27:33.94,Matt TEGENKAMP,19 JAN 1982,USA,2,"Hayward Field, Eugene, OR (USA)",22 JUN 2012
27:33.94,Ronald KWEMOI,19 SEP 1995,KEN,1f7,Hachioji (JPN),26 NOV 2016
27:33.96,José David GALVÁN MARTÍNEZ,06 APR 1976,MEX,2,"Palo Alto, CA (USA)",29 APR 2007
27:33.99,Tadesse GETAHON,20 DEC 1997,ISR,3,"Parliament Hill Fields Athletics Track, London (GBR)",20 MAY 2023
27:34.01,Leonard KORIR,10 DEC 1986,USA,5,Nijmegen (NED),15 JUN 2019
27:34.01,Stanley Waithaka MBURU,09 APR 2000,KEN,2,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",25 JUN 2022
27:34.02,Kamiel MAASE,20 OCT 1971,NED,8,"FBK Stadium, Hengelo (NED)",30 MAY 1999
27:34.04,Richard CHELIMO,21 APR 1972,KEN,1,Koblenz (GER),11 SEP 1991
27:34.05,Larbi ZEROUAL,10 JAN 1971,FRA,5,Lille (FRA),11 JUL 1998
27:34.08,Emile CAIRESS,27 DEC 1997,GBR,2,"Parliament Hill Fields Athletics Track, London (GBR)",14 MAY 2022
27:34.11,Sileshi SIHINE,29 JAN 1983,ETH,8,"DS, Daegu (KOR)",28 AUG 2011
27:34.24,Abdi ABDIRAHMAN,01 JAN 1977,USA,4,"Palo Alto, CA (USA)",30 APR 2004
27:34.26,Laban CHEGE KIPKEMBOI,10 SEP 1969,KEN,3,Bratislava (SVK),29 MAY 1996
27:34.27,Arturo BARRIOS,12 DEC 1963,MEX,2,Stockholm (SWE),05 JUL 1993
27:34.29,Mohamed EL HACHIMI,05 SEP 1980,MAR,8f1,Neerpelt (BEL),31 MAY 2008
27:34.36,Mogos TUEMAY,24 MAY 1997,ETH,4,"Olympiastadion, Stockholm (SWE)",30 MAY 2019
27:34.38,Jean Louis PRIANON,22 FEB 1960,FRA,2,Helsinki (FIN),02 JUL 1987
27:34.38,Benjamin MAIYO,06 OCT 1978,KEN,9,Bruxelles (BEL),28 AUG 1998
27:34.38,Hassan MEAD,28 AUG 1989,USA,4,"Palo Alto, CA (USA)",05 MAY 2017
27:34.39,Hillary MOSOP,16 DEC 1999,KEN,2f7,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",04 JUN 2022
27:34.40,Juan Luis BARRIOS,24 JUN 1983,MEX,1f1,"Palo Alto, CA (USA)",04 MAY 2014
27:34.48,Craig MOTTRAM,18 JUN 1980,AUS,1f1,"Palo Alto, CA (USA)",04 MAY 2008
27:34.48,Stephen KISSA,01 DEC 1988,UGA,4,"Estadio de Atletismo del Turia, Valencia (ESP)",07 OCT 2020
27:34.51,Philip KEMEI KIPKEMBOI,06 JUN 1977,KEN,4,"FBK Stadium, Hengelo (NED)",01 JUN 1998
27:34.53,Domingos CASTRO,22 NOV 1963,POR,3,Stockholm (SWE),05 JUL 1993
27:34.55,Lucas Kimeli ROTICH,16 APR 1990,KEN,6,Nairobi (KEN),26 JUN 2010
27:34.58,Julian GOATER,12 JAN 1953,GBR,5,Oslo (NOR),26 JUN 1982
27:34.60,Arturo BARRIOS,12 DEC 1963,MEX,1,"Olympiastadion, Berlin (GER)",21 AUG 1992
27:34.61,Richard YATOR,04 JUN 1998,KEN,3,"Universiade Commemorative Stadium, Kobe (JPN)",22 APR 2023
27:34.62,Daniel MATEIKO,04 AUG 1998,KEN,3,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",25 JUN 2022
27:34.64,Mohammed AHMED,05 JAN 1991,CAN,6f1,"Palo Alto, CA (USA)",29 APR 2012
27:34.68,Hansjörg KUNZE,28 DEC 1959,GDR,1,Jena (GDR),31 MAY 1986
27:34.72,Alan WEBB,13 JAN 1983,USA,1,"Palo Alto, CA (USA)",30 APR 2006
27:34.76,Teklemariam MEDHIN,24 JUN 1989,ERI,7,"Olympic Stadium, London (GBR)",04 AUG 2012
27:34.76,Paul Kipngetich TANUI,22 DEC 1990,KEN,1,Kumamoto (JPN),12 DEC 2015
27:34.77,Domingos CASTRO,22 NOV 1963,POR,2,Barakaldo (ESP),05 APR 1997
27:34.81,Marda MUSASABEKER,04 FEB 1982,MAR,2f1,St-Maur (FRA),06 JUN 2008
27:34.86,Daiji KAWAI,22 SEP 1991,JPN,4f2,"Yanmar Stadium Nagai, Osaka (JPN)",04 DEC 2020
27:34.88,Alfred BARKACH,02 MAR 1997,KEN,6,Nijmegen (NED),15 JUN 2019
27:34.96,Julius KORIR,05 DEC 1963,KEN,1,Berlin (GER),10 SEP 1991
27:34.99,Abraham CHEROBEN,11 OCT 1992,BRN,4,Leiden (NED),11 JUN 2016
27:35.01,Paul Kipkemboi BIWOTT,18 APR 1978,KEN,1,Heusden-Zolder (BEL),20 JUL 2002
27:35.05,Marilson GOMES DOS SANTOS,06 AUG 1977,BRA,9f1,Neerpelt (BEL),31 MAY 2008
27:35.07,Richard ETIR,12 DEC 2003,KEN,3f7,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",04 JUN 2022
27:35.07,Edward Zakayo PINGUA,25 NOV 2001,KEN,4,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",25 JUN 2022
27:35.08,Josphat Machuka KIPRONO,12 DEC 1973,KEN,5,"Olympic Stadium, Atlanta, GA (USA)",29 JUL 1996
27:35.09,Toshinari TAKAOKA,24 SEP 1970,JPN,6,"Palo Alto, CA (USA)",04 MAY 2001
27:35.12,Felix KIBORE,18 FEB 1988,QAT,2,Pergine Valsugana (ITA),12 JUL 2008
27:35.13,José RÍOS,15 MAR 1974,ESP,1,Barakaldo (ESP),13 JUL 2002
27:35.16,Martin Irungu MATHATHI,25 DEC 1985,KEN,1f1,Kobe (JPN),21 APR 2012
27:35.19,Paul KOECH,25 JUN 1969,KEN,6,"Olympic Stadium, Atlanta, GA (USA)",29 JUL 1996
27:35.20,Joseph KIMANI,21 SEP 1972,KEN,2h2,"Ullevi Stadium, Göteborg (SWE)",05 AUG 1995
27:35.21,Arturo BARRIOS,12 DEC 1963,MEX,1,Jena (GER),28 MAY 1992
27:35.29,Philip MULUWA,03 MAR 2002,KEN,7f6,"Kamiyugi Park Athletic Stadium, Hachioji (JPN)",27 NOV 2021
27:35.33,Takeyuki NAKAYAMA,20 DEC 1959,JPN,3,Helsinki (FIN),02 JUL 1987
27:35.34,Saïd BÉRIOUI,03 JAN 1975,MAR,4,"FBK Stadium, Hengelo (NED)",31 MAY 1997
27:35.35,Josphat Muchiri NDAMBIRI,12 FEB 1985,KEN,1f1,Yamagata (JPN),26 SEP 2008
27:35.38,Paul Kipngetich TANUI,22 DEC 1990,KEN,1f2,Osaka (JPN),23 SEP 2017
27:35.47,Bernard Kiprop KIPYEGO,16 JUL 1986,KEN,10,"Boudewijnstadion, Bruxelles (BEL)",25 AUG 2006
27:35.50,Polat Kemboi ARIKAN,12 DEC 1990,TUR,13,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016
27:35.54,John MAINA,14 JUL 1993,KEN,5f7,Hachioji (JPN),28 NOV 2015
27:35.55,Samuel Muturi MUGO,02 MAY 1986,KEN,6,Kobe (JPN),24 APR 2005
27:35.57,Justus SOGET,22 OCT 1999,KEN,1f8,"Kamiyugi Park Athletic Stadium, Hachioji (JPN)",21 NOV 2020
27:35.58,Simon MAINA MUNYI,18 MAR 1978,KEN,2,Heusden-Zolder (BEL),20 JUL 2002
27:35.59,James KIMEU,14 DEC 2000,KEN,1f1,"Athletic Track, Abashiri (JPN)",10 JUL 2021
27:35.64,Amine CHENTOUF,,MAR,10f1,Neerpelt (BEL),31 MAY 2008
27:35.65,Dathan RITZENHEIN,30 DEC 1982,USA,2,"Palo Alto, CA (USA)",30 APR 2006
