Mark,Competitor,DOB,Nat,Pos,Venue,Date
43.97,LaShawn MERRITT,27 JUN 1986,USA,1,"Hayward Field, Eugene, OR (USA)",03 JUL 2016
43.98,Danny EVERETT,01 NOV 1966,USA,2,"Indianapolis, IN (USA)",20 JUL 1988
43.98,Michael JOHNSON,13 SEP 1967,USA,1f1,London (GBR),10 JUL 1992
43.98,Jeremy WARINER,31 JAN 1984,USA,1f1,"Bislett Stadion, Oslo (NOR)",06 JUN 2008
43.98,LaShawn MERRITT,27 JUN 1986,USA,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 SEP 2008
43.98,Wayde VAN NIEKERK,15 JUL 1992,RSA,1,"Olympic Stadium, London (GBR)",08 AUG 2017
43.99,Jeremy WARINER,31 JAN 1984,USA,1,"Crystal Palace, London (GBR)",28 JUL 2006
43.99,Steven GARDINER,12 SEP 1995,BAH,1,"Shanghai Stadium, Shanghai (CHN)",12 MAY 2018
44.0,Quincy WATTS,19 JUN 1970,USA,1,"Austin, TX (USA)",06 JUN 1992
44.0,Jeremy WARINER,31 JAN 1984,USA,1,"Olympic Stadium, Athina (GRE)",23 AUG 2004
44.0,LaShawn MERRITT,27 JUN 1986,USA,1,"Eugene, OR (USA)",03 JUL 2008
44.01,Isaac MAKWALA,24 SEP 1985,BOT,1f1,La Chaux-de-Fonds (SUI),06 JUL 2014
44.01,Machel CEDENIO,06 SEP 1995,TTO,4,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016
44.02,Jeremy WARINER,31 JAN 1984,USA,1f1,Stockholm (SWE),25 JUL 2006
44.02,Jeremy WARINER,31 JAN 1984,USA,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",09 SEP 2006
44.02,Jeremy WARINER,31 JAN 1984,USA,1,Osaka (JPN),05 MAY 2007
44.02,Jeremy WARINER,31 JAN 1984,USA,1,Shanghai (CHN),28 SEP 2007
44.02,Kirani JAMES,01 SEP 1992,GRN,1,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2013
44.02,Kirani JAMES,01 SEP 1992,GRN,1sf1,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016
44.02,Baboloki THEBE,18 MAR 1997,BOT,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2017
44.02,Kirani JAMES,01 SEP 1992,GRN,2,"Hayward Field, Eugene, OR (USA)",28 MAY 2022
44.03,LaShawn MERRITT,27 JUN 1986,USA,1,"Olympiastadion, Berlin (GER)",01 JUN 2008
44.03,Fred KERLEY,07 MAY 1995,USA,1,"Sacramento, CA (USA)",24 JUN 2017
44.03,Michael CHERRY,23 MAR 1995,USA,1,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021
44.04,Michael JOHNSON,13 SEP 1967,USA,1,"Olympiastadion, Berlin (GER)",30 AUG 1994
44.04,Michael NORMAN,03 DEC 1997,USA,1sf2,"Drake Stadium, Des Moines, IA (USA)",26 JUL 2019
44.05,Angelo TAYLOR,29 DEC 1978,USA,1,"Indianapolis, IN (USA)",23 JUN 2007
44.05,Jeremy WARINER,31 JAN 1984,USA,1,"Crystal Palace, London (GBR)",03 AUG 2007
44.05,Jeremy WARINER,31 JAN 1984,USA,1,"Olympiastadion, Berlin (GER)",16 SEP 2007
44.06,Danny EVERETT,01 NOV 1966,USA,1,Sevilla (ESP),30 MAY 1990
44.06,Michael JOHNSON,13 SEP 1967,USA,1,Bruxelles (BEL),28 AUG 1998
44.06,LaShawn MERRITT,27 JUN 1986,USA,2,"Indianapolis, IN (USA)",23 JUN 2007
44.06,LaShawn MERRITT,27 JUN 1986,USA,1,"Olympiastadion, Berlin (GER)",21 AUG 2009
44.07,Michael JOHNSON,13 SEP 1967,USA,1,Bruxelles (BEL),25 AUG 2000
44.07,Jeremy WARINER,31 JAN 1984,USA,2,"Olympiastadion, Berlin (GER)",01 JUN 2008
44.07,Abdalelah HAROUN,01 JAN 1997,QAT,1,"Olympic Stadium, London (GBR)",21 JUL 2018
44.07,Michael NORMAN,03 DEC 1997,USA,1,"Hayward Field, Eugene, OR (USA)",20 JUN 2021
44.08,Steve LEWIS,16 MAY 1969,USA,2,"New Orleans, LA (USA)",26 JUN 1992
44.08,Butch REYNOLDS,08 JUN 1964,USA,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1997
44.08,Kirani JAMES,01 SEP 1992,GRN,1,"Des Moines, IA (USA)",29 APR 2016
44.08,Isaac MAKWALA,24 SEP 1985,BOT,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2017
44.08,Anthony José ZAMBRANO,17 JAN 1998,COL,2,"National Stadium, Tokyo (JPN)",05 AUG 2021
44.09,Danny EVERETT,01 NOV 1966,USA,3,"Olympic Stadium, Jamsil, Seoul (KOR)",28 SEP 1988
44.09,Alvin HARRISON,20 JAN 1974,USA,3,"Atlanta, GA (USA)",19 JUN 1996
44.09,Jerome YOUNG,14 AUG 1976,USA,1,"New Orleans, LA (USA)",21 JUN 1998
44.09,LaShawn MERRITT,27 JUN 1986,USA,2,Paris (FRA),06 JUL 2013
44.09,Fred KERLEY,07 MAY 1995,USA,1h1,"Columbia, SC (USA)",12 MAY 2017
44.09,Fred KERLEY,07 MAY 1995,USA,2sf2,"Drake Stadium, Des Moines, IA (USA)",26 JUL 2019
44.1,Butch REYNOLDS,08 JUN 1964,USA,1,"Columbus, OH (USA)",03 MAY 1987
44.1,Gary KIKAYA,04 FEB 1978,COD,2,"Gottlieb-Daimler Stadion, Stuttgart (GER)",09 SEP 2006
44.1,Fred KERLEY,07 MAY 1995,USA,1,"Eugene, OR (USA)",09 JUN 2017
44.11,Steve LEWIS,16 MAY 1969,USA,1sf2,"Indianapolis, IN (USA)",18 JUL 1988
44.11,Isaac MAKWALA,24 SEP 1985,BOT,1sf2,"National Stadium, Beijing (CHN)",24 AUG 2015
44.11,Luguelín SANTOS,12 NOV 1992,DOM,4,"National Stadium, Beijing (CHN)",26 AUG 2015
44.11,Wayde VAN NIEKERK,15 JUL 1992,RSA,1h2,Bloemfontein (RSA),06 MAY 2016
44.11,Fred KERLEY,07 MAY 1995,USA,1sf1,"Sacramento, CA (USA)",23 JUN 2017
44.11,Michael NORMAN,03 DEC 1997,USA,1,"Stadion Śląski, Chorzów (POL)",06 AUG 2022
44.12,Butch REYNOLDS,08 JUN 1964,USA,2,"Eugene, OR (USA)",19 JUN 1993
44.12,Michael JOHNSON,13 SEP 1967,USA,1,"Olympic Stadium, Athina (GRE)",05 AUG 1997
44.12,Jeremy WARINER,31 JAN 1984,USA,,"Waco, TX (USA)",22 APR 2006
44.12,LaShawn MERRITT,27 JUN 1986,USA,1sf3,"National Stadium, Beijing (CHN)",19 AUG 2008
44.12,LaShawn MERRITT,27 JUN 1986,USA,1,"Hayward Field, Eugene, OR (USA)",24 JUN 2012
44.12,Wayde VAN NIEKERK,15 JUL 1992,RSA,1,"Stade Louis II, Monaco (MON)",15 JUL 2016
44.13,Butch REYNOLDS,08 JUN 1964,USA,1,"Baton Rouge, LA (USA)",06 JUN 1987
44.13,Quincy WATTS,19 JUN 1970,USA,1,Sestriere (ITA),28 JUL 1993
44.13,Butch REYNOLDS,08 JUN 1964,USA,2,"Gottlieb-Daimler Stadion, Stuttgart (GER)",17 AUG 1993
44.13,Derek MILLS,09 JUL 1972,USA,1,"Eugene, OR (USA)",04 JUN 1995
44.13,Jeremy WARINER,31 JAN 1984,USA,1,"Letzigrund, Zürich (SUI)",19 AUG 2010
44.13,LaShawn MERRITT,27 JUN 1986,USA,1,"Letzigrund, Zürich (SUI)",29 AUG 2013
44.13,Nathon ALLEN,28 OCT 1995,JAM,3,"Eugene, OR (USA)",08 JUN 2018
44.13,Steven GARDINER,12 SEP 1995,BAH,1sf2,"Khalifa International Stadium, Doha (QAT)",02 OCT 2019
44.13,Randolph ROSS,01 JAN 2001,USA,1,"Hayward Field, Eugene, OR (USA)",10 JUN 2022
44.14,Roberto HERNÁNDEZ,06 MAR 1967,CUB,2,Sevilla (ESP),30 MAY 1990
44.14,LaShawn MERRITT,27 JUN 1986,USA,3,"Gottlieb-Daimler Stadion, Stuttgart (GER)",09 SEP 2006
44.14,LaShawn MERRITT,27 JUN 1986,USA,1f2,Ponce (PUR),17 MAY 2014
44.14,Steven GARDINER,12 SEP 1995,BAH,1,"Stadion Śląski, Chorzów (POL)",14 SEP 2019
44.14,Steven GARDINER,12 SEP 1995,BAH,1sf3,"National Stadium, Tokyo (JPN)",02 AUG 2021
44.15,Butch REYNOLDS,08 JUN 1964,USA,1,London (GBR),10 JUL 1987
44.15,Anthuan MAYBANK,30 DEC 1969,USA,1f2,Lausanne (SUI),03 JUL 1996
44.15,Jeremy WARINER,31 JAN 1984,USA,1sf1,"National Stadium, Beijing (CHN)",19 AUG 2008
44.15,Kirani JAMES,01 SEP 1992,GRN,1,Baie Mahault (FRA),14 MAY 2016
44.15,Anthony José ZAMBRANO,17 JAN 1998,COL,2,"Khalifa International Stadium, Doha (QAT)",04 OCT 2019
44.16,Otis HARRIS,30 JUN 1982,USA,2,"Olympic Stadium, Athina (GRE)",23 AUG 2004
44.16,LaShawn MERRITT,27 JUN 1986,USA,1,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014
44.16,Kirani JAMES,01 SEP 1992,GRN,1sf1,"National Stadium, Beijing (CHN)",24 AUG 2015
44.17,Innocent EGBUNIKE,30 NOV 1961,NGR,1f1,"Letzigrund, Zürich (SUI)",19 AUG 1987
44.17,Michael JOHNSON,13 SEP 1967,USA,1f1,Lausanne (SUI),10 JUL 1991
44.17,Kirani JAMES,01 SEP 1992,GRN,2,Paris (FRA),04 JUL 2015
44.17,Fred KERLEY,07 MAY 1995,USA,3,"Khalifa International Stadium, Doha (QAT)",04 OCT 2019
44.17,Wayde VAN NIEKERK,15 JUL 1992,RSA,1,"McArthur Stadium, Potchefstroom (RSA)",01 APR 2023
44.18,Samson KITUR,25 FEB 1966,KEN,2sf2,"Estadio Olímpico, Barcelona (ESP)",03 AUG 1992
44.18,Anthuan MAYBANK,30 DEC 1969,USA,1f1,Zürich (SUI),14 AUG 1996
44.18,Alvin HARRISON,20 JAN 1974,USA,1,Brisbane (AUS),08 SEP 2000
44.18,LaShawn MERRITT,27 JUN 1986,USA,1,"Letzigrund, Zürich (SUI)",03 SEP 2015
44.19,Jerome YOUNG,14 AUG 1976,USA,1,"Edwardsville, IL (USA)",23 MAY 1998
44.19,Alvin HARRISON,20 JAN 1974,USA,2f1,Zürich (SUI),12 AUG 1998
44.19,LaShawn MERRITT,27 JUN 1986,USA,1,"Suhaim bin Hamad Stadium, Doha (QAT)",11 MAY 2012
44.19,LaShawn MERRITT,27 JUN 1986,USA,1f1,"Icahn Stadium, New York, NY (USA)",14 JUN 2014
44.19,Isaac MAKWALA,24 SEP 1985,BOT,3h2,"National Stadium, Beijing (CHN)",23 AUG 2015
44.19,Wayde VAN NIEKERK,15 JUL 1992,RSA,1,"Stadio Olimpico, Roma (ITA)",02 JUN 2016
44.19,Nathon ALLEN,28 OCT 1995,JAM,2sf1,"Olympic Stadium, London (GBR)",06 AUG 2017
44.19,Kirani JAMES,01 SEP 1992,GRN,3,"National Stadium, Tokyo (JPN)",05 AUG 2021
44.2,Danny EVERETT,01 NOV 1966,USA,2f1,"Letzigrund, Zürich (SUI)",17 AUG 1988
44.2,Charles GITONGA,05 OCT 1971,KEN,1,Nairobi (KEN),28 JUN 1996
44.2,Jeremy WARINER,31 JAN 1984,USA,1,"Carson, CA (USA)",25 JUN 2005
44.2,Jeremy WARINER,31 JAN 1984,USA,1,Zürich (SUI),18 AUG 2006
44.2,Jeremy WARINER,31 JAN 1984,USA,2,"Eugene, OR (USA)",03 JUL 2008
44.21,Michael JOHNSON,13 SEP 1967,USA,1,Rieti (ITA),09 SEP 1990
44.21,Ian MORRIS,30 NOV 1961,TTO,3sf2,"Estadio Olímpico, Barcelona (ESP)",03 AUG 1992
44.21,Steve LEWIS,16 MAY 1969,USA,2,"Estadio Olímpico, Barcelona (ESP)",05 AUG 1992
44.21,LaShawn MERRITT,27 JUN 1986,USA,1,"Letzigrund, Zürich (SUI)",28 AUG 2009
44.21,LaShawn MERRITT,27 JUN 1986,USA,1,"Drake Stadium, Des Moines, IA (USA)",22 JUN 2013
44.21,LaShawn MERRITT,27 JUN 1986,USA,2sf1,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016
44.21,Emmanuel Kipkurui KORIR,15 JUN 1995,KEN,1,Nairobi (KEN),23 JUN 2018
44.21,Michael CHERRY,23 MAR 1995,USA,4,"National Stadium, Tokyo (JPN)",05 AUG 2021
44.21,Steven GARDINER,12 SEP 1995,BAH,1,"Stade Charléty, Paris (FRA)",18 JUN 2022
44.21,Rai BENJAMIN,27 JUL 1997,USA,1f1,"USC Cromwell Field at Loker Track Stadium, Los Angeles, CA (USA)",08 APR 2023
44.21,Wayde VAN NIEKERK,15 JUL 1992,RSA,1f1,"National Stadium, Kingston (JAM)",03 JUN 2023
44.22,Roberto HERNÁNDEZ,06 MAR 1967,CUB,1,Ciudad de México (MEX),22 MAY 1988
44.22,Michael JOHNSON,13 SEP 1967,USA,1,Köln (GER),08 SEP 1991
44.22,Quincy WATTS,19 JUN 1970,USA,3,"New Orleans, LA (USA)",26 JUN 1992
44.22,Michael JOHNSON,13 SEP 1967,USA,1f1,Zürich (SUI),04 AUG 1993
44.22,Butch REYNOLDS,08 JUN 1964,USA,2,"Ullevi Stadium, Göteborg (SWE)",09 AUG 1995
44.22,Jeremy WARINER,31 JAN 1984,USA,1,"Poljud Stadion, Split (CRO)",04 SEP 2010
44.22,Kirani JAMES,01 SEP 1992,GRN,1,"Des Moines, IA (USA)",24 APR 2015
44.22,LaShawn MERRITT,27 JUN 1986,USA,2,"Des Moines, IA (USA)",29 APR 2016
44.22,Baboloki THEBE,18 MAR 1997,BOT,1,Gaborone (BOT),21 MAY 2016
44.22,Kirani JAMES,01 SEP 1992,GRN,1,"Hayward Field, Eugene, OR (USA)",28 MAY 2016
44.22,Gil ROBERTS,15 MAR 1989,USA,2,"Sacramento, CA (USA)",24 JUN 2017
44.22,Wayde VAN NIEKERK,15 JUL 1992,RSA,1sf2,"Olympic Stadium, London (GBR)",06 AUG 2017
44.22,Steven GARDINER,12 SEP 1995,BAH,1f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",23 APR 2022
44.23,Innocent EGBUNIKE,30 NOV 1961,NGR,1,Nairobi (KEN),09 AUG 1987
44.23,Michael JOHNSON,13 SEP 1967,USA,1,"Norman, OK (USA)",11 APR 1992
44.23,LaShawn MERRITT,27 JUN 1986,USA,2,"Crystal Palace, London (GBR)",03 AUG 2007
44.23,Isaac MAKWALA,24 SEP 1985,BOT,1,"Le Grande Stade, Marrakesh (MAR)",12 AUG 2014
44.23,Kirani JAMES,01 SEP 1992,GRN,1,"Alexander Stadium, Birmingham (GBR)",05 JUN 2016
44.23,Isaac MAKWALA,24 SEP 1985,BOT,2,"Shanghai Stadium, Shanghai (CHN)",12 MAY 2018
44.23,Kahmari MONTGOMERY,16 AUG 1997,USA,1,"Austin, TX (USA)",07 JUN 2019
44.23,Kirani JAMES,01 SEP 1992,GRN,2sf2,"Khalifa International Stadium, Doha (QAT)",02 OCT 2019
44.23,Randolph ROSS,01 JAN 2001,USA,1h3,"Billy Hayes T& F Complex, Bloomington, IN (USA)",27 MAY 2022
44.24,Samson KITUR,25 FEB 1966,KEN,3,"Estadio Olímpico, Barcelona (ESP)",05 AUG 1992
44.24,Quincy WATTS,19 JUN 1970,USA,3,"Eugene, OR (USA)",19 JUN 1993
44.24,Butch REYNOLDS,08 JUN 1964,USA,2,Oslo (NOR),21 JUL 1995
44.24,Kirani JAMES,01 SEP 1992,GRN,1,"Hampden Park, Glasgow (GBR)",30 JUL 2014
44.24,Wayde VAN NIEKERK,15 JUL 1992,RSA,1,"Icahn Stadium, New York, NY (USA)",13 JUN 2015
44.24,Tony MCQUAY,16 APR 1990,USA,1sf1,"Hayward Field, Eugene, OR (USA)",02 JUL 2016
44.24,Emmanuel BAMIDELE,06 JUL 1999,NGR,1,"Mike A. Myers Stadium, Austin, TX (USA)",09 JUN 2023
44.25,Michael JOHNSON,13 SEP 1967,USA,1,Köln (GER),19 AUG 1990
44.25,Ian MORRIS,30 NOV 1961,TTO,4,"Estadio Olímpico, Barcelona (ESP)",05 AUG 1992
44.25,Michael JOHNSON,13 SEP 1967,USA,1h7,"Arlington, TX (USA)",06 MAY 1995
44.25,Alvin HARRISON,20 JAN 1974,USA,1qf3,"Olympic Stadium, Sydney (AUS)",23 SEP 2000
44.25,Karabo SIBANDA,02 JUL 1998,BOT,5,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016
44.25,Trevor STEWART,20 MAY 1997,USA,2,"Austin, TX (USA)",07 JUN 2019
44.25,Fred KERLEY,07 MAY 1995,USA,1sf1,"Khalifa International Stadium, Doha (QAT)",02 OCT 2019
44.25,Muzala SAMUKONGA,09 DEC 2002,ZAM,1,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",13 MAY 2023
44.25,Ryan WILLIE,24 JUN 2002,USA,2,"Mike A. Myers Stadium, Austin, TX (USA)",09 JUN 2023
44.26,Alberto JUANTORENA,03 DEC 1950,CUB,1,"Olympic Stadium, Montréal (CAN)",29 JUL 1976
44.26,Innocent EGBUNIKE,30 NOV 1961,NGR,1sf1,"Stadio Olimpico, Roma (ITA)",01 SEP 1987
44.26,Steve LEWIS,16 MAY 1969,USA,3f1,"Letzigrund, Zürich (SUI)",17 AUG 1988
44.26,Alvin HARRISON,20 JAN 1974,USA,1,Roodeport (RSA),16 MAR 1998
44.26,Jeremy WARINER,31 JAN 1984,USA,1,"Olympiastadion, Berlin (GER)",03 SEP 2006
44.26,Luguelín SANTOS,12 NOV 1992,DOM,2sf1,"National Stadium, Beijing (CHN)",24 AUG 2015
44.26,Steven GARDINER,12 SEP 1995,BAH,1f2,St. George's (GRN),08 APR 2017
44.26,Baboloki THEBE,18 MAR 1997,BOT,3,"Stade Louis II, Monaco (MON)",21 JUL 2017
44.26,Michael NORMAN,03 DEC 1997,USA,1,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2019
44.26,Kirani JAMES,01 SEP 1992,GRN,1,"Letzigrund, Zürich (SUI)",08 SEP 2022
44.27,Alberto JUANTORENA,03 DEC 1950,CUB,1,Medellín (COL),16 JUL 1978
44.27,Alonzo BABERS,31 OCT 1961,USA,1,"Memorial Coliseum, Los Angeles, CA (USA)",08 AUG 1984
