Mark,Competitor,DOB,Nat,Pos,Venue,Date
44.8,Jerome YOUNG,14 AUG 1976,USA,sf,"Indianapolis, IN (USA)",13 JUN 1997
44.8,Sanderlei Claro PARRELA,07 OCT 1974,BRA,1,Rio de Janeiro (BRA),21 MAY 2000
44.8,Anthuan MAYBANK,30 DEC 1969,USA,1,Nice (FRA),08 JUL 2000
44.8,Ibrahim Muftah ISMAIL FARAJ,10 MAY 1972,QAT,1,Sofia (BUL),15 JUL 2000
44.8,Alvin HARRISON,20 JAN 1974,USA,sf,"Sacramento, CA (USA)",15 JUL 2000
44.8,Derrick BREW,28 DEC 1977,USA,1,"Indianapolis, IN (USA)",28 JUL 2001
44.8,Leonard BYRD,17 MAR 1975,USA,1,Rethymno (GRE),07 JUL 2002
44.8,Marc RAQUIL,02 APR 1977,FRA,1,Sevilla (ESP),07 JUN 2003
44.8,Michael BLACKWOOD,29 AUG 1976,JAM,3,"Stade de France, Paris-St-Denis (FRA)",26 AUG 2003
44.8,Jeremy WARINER,31 JAN 1984,USA,2,"Waco, TX (USA)",17 APR 2004
44.8,Gary KIKAYA,04 FEB 1978,COD,2,Madrid (ESP),17 JUL 2004
44.8,Michael BLACKWOOD,29 AUG 1976,JAM,1,Rieti (ITA),05 SEP 2004
44.8,Christopher BROWN,15 OCT 1978,BAH,2f1,Oslo (NOR),02 JUN 2006
44.8,Ricardo CHAMBERS,07 OCT 1984,JAM,1,Barcelona (ESP),19 JUL 2008
44.8,Joel MILBURN,17 MAR 1986,AUS,2h2,"National Stadium, Beijing (CHN)",18 AUG 2008
44.8,David NEVILLE,01 JUN 1984,USA,3,"National Stadium, Beijing (CHN)",21 AUG 2008
44.8,Leslie DJHONE,18 MAR 1981,FRA,3sf1,"Olympiastadion, Berlin (GER)",19 AUG 2009
44.8,Jamaal TORRANCE,20 JUL 1983,USA,3,"Drake Stadium, Des Moines, IA (USA)",26 JUN 2010
44.8,Jermaine GONZALES,26 NOV 1984,JAM,2,"Crystal Palace, London (GBR)",14 AUG 2010
44.8,Bryshon NELLUM,01 MAY 1989,USA,3,"Hayward Field, Eugene, OR (USA)",24 JUN 2012
44.8,LaShawn MERRITT,27 JUN 1986,USA,2f1,"National Stadium, Kingston (JAM)",09 MAY 2015
44.8,Abdalelah HAROUN,01 JAN 1997,QAT,5,"Hayward Field, Eugene, OR (USA)",30 MAY 2015
44.8,Vernon NORWOOD,10 APR 1992,USA,3,"Hayward Field, Eugene, OR (USA)",27 JUN 2015
44.8,Nery BRENES,25 SEP 1985,CRC,1h1,San José (CRC),07 AUG 2015
44.8,Michael NORMAN,03 DEC 1997,USA,7,"Sacramento, CA (USA)",24 JUN 2017
44.8,Isaac MAKWALA,24 SEP 1985,BOT,1f1,La Chaux-de-Fonds (SUI),02 JUL 2017
44.8,Luguelín SANTOS,12 NOV 1992,DOM,4,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018
44.8,Fred KERLEY,07 MAY 1995,USA,1,"Letzigrund, Zürich (SUI)",30 AUG 2018
44.8,Kahmari MONTGOMERY,16 AUG 1997,USA,1sf2,"Austin, TX (USA)",05 JUN 2019
44.8,Liemarvin BONEVACIA,05 APR 1989,NED,3,"Olympiastadion, Stockholm (SWE)",04 JUL 2021
44.8,Champion ALLISON,05 NOV 1998,USA,2sf2,"Hayward Field, Eugene, OR (USA)",24 JUN 2022
44.8,Lythe PILLAY,25 FEB 2003,RSA,2,"McArthur Stadium, Potchefstroom (RSA)",01 APR 2023
44.8,Vernon NORWOOD,10 APR 1992,USA,1f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",22 APR 2023
44.8,Emmanuel BAMIDELE,06 JUL 1999,NGR,1h1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",12 MAY 2023
44.8,Johnnie BLOCKBURGER,12 JUL 2002,USA,2,"Hilmer Lodge Stadium, Walnut, CA (USA)",14 MAY 2023
44.8,Richard JOHNSON,,USA,3,"John Jacobs Track Complex, Norman, OK (USA)",14 MAY 2023
44.81,Innocent EGBUNIKE,30 NOV 1961,NGR,1,"Westwood, CA (USA)",13 MAY 1984
44.81,Michael FRANKS,23 SEP 1963,USA,4f1,"Letzigrund, Zürich (SUI)",19 AUG 1987
44.81,Thomas SCHÖNLEBE,06 AUG 1965,GDR,1qf2,"Stadio Olimpico, Roma (ITA)",31 AUG 1987
44.81,Antonio MCKAY,09 FEB 1964,USA,2sf1,"Indianapolis, IN (USA)",18 JUL 1988
44.81,Ian MORRIS,30 NOV 1961,TTO,2,Gateshead (GBR),17 JUL 1992
44.81,Butch REYNOLDS,08 JUN 1964,USA,1sf1,"Eugene, OR (USA)",18 JUN 1993
44.81,David GRINDLEY,29 OCT 1972,GBR,1,London (GBR),10 SEP 1993
44.81,Samson KITUR,25 FEB 1966,KEN,2,"Stade Louis II, Monaco (MON)",25 JUL 1995
44.81,Mark RICHARDSON,26 JUL 1972,GBR,5,"Ullevi Stadium, Göteborg (SWE)",09 AUG 1995
44.81,Roger BLACK,31 MAR 1966,GBR,3,"Atlanta, GA (USA)",18 MAY 1996
44.81,Danny MCCRAY,11 MAR 1974,USA,2,"Lubbock, TX (USA)",18 MAY 1996
44.81,Michael JOHNSON,13 SEP 1967,USA,2sf,"Atlanta, GA (USA)",17 JUN 1996
44.81,Samson KITUR,25 FEB 1966,KEN,2,Nairobi (KEN),28 JUN 1996
44.81,Roxbert MARTIN,05 NOV 1969,JAM,2sf2,"Olympic Stadium, Atlanta, GA (USA)",28 JUL 1996
44.81,Clement CHUKWU,07 JUL 1973,NGR,1,Catania (ITA),30 AUG 1997
44.81,Davis KAMOGA,17 JUL 1968,UGA,1,Madrid (ESP),05 SEP 1997
44.81,Arnaud MALHERBE,20 NOV 1972,RSA,1,Germiston (RSA),07 MAR 1998
44.81,Jerome YOUNG,14 AUG 1976,USA,2,Roodeport (RSA),19 MAR 1999
44.81,Alleyne FRANCIQUE,07 JUN 1976,GRN,2sf1,"Stade de France, Paris-St-Denis (FRA)",24 AUG 2003
44.81,Kelly WILLIE,07 SEP 1982,USA,1,"Baton Rouge, LA (USA)",29 MAY 2004
44.81,Jeremy WARINER,31 JAN 1984,USA,1sf2,"Sacramento, CA (USA)",12 JUL 2004
44.81,Gary KIKAYA,04 FEB 1978,COD,1,Oslo (NOR),29 JUL 2005
44.81,Andrew ROCK,23 JAN 1982,USA,2,"Crystal Palace, London (GBR)",28 JUL 2006
44.81,Johan WISSMAN,02 NOV 1982,SWE,3h2,"National Stadium, Beijing (CHN)",18 AUG 2008
44.81,Christopher BROWN,15 OCT 1978,BAH,1,"Stadio Olimpico, Roma (ITA)",10 JUL 2009
44.81,Calvin SMITH,10 DEC 1987,USA,1f1,"Gainesville, FL (USA)",17 APR 2010
44.81,Kévin BORLÉE,22 FEB 1988,BEL,5,"Olympic Stadium, London (GBR)",06 AUG 2012
44.81,Kirani JAMES,01 SEP 1992,GRN,1sf3,"Luzhniki Stadion, Moskva (RUS)",12 AUG 2013
44.81,Tony MCQUAY,16 APR 1990,USA,6,"Hayward Field, Eugene, OR (USA)",30 MAY 2015
44.81,David VERBURG,14 MAY 1991,USA,3,Paris (FRA),04 JUL 2015
44.81,Abdalelah HAROUN,01 JAN 1997,QAT,3,"Suhaim bin Hamad Stadium, Doha (QAT)",06 MAY 2016
44.81,Javon FRANCIS,14 DEC 1994,JAM,3f1,Kingston (JAM),11 JUN 2016
44.81,Michael CHERRY,23 MAR 1995,USA,5sf1,"Hayward Field, Eugene, OR (USA)",02 JUL 2016
44.81,Abdalelah HAROUN,01 JAN 1997,QAT,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",22 JUL 2016
44.81,Akeem BLOOMFIELD,10 NOV 1997,JAM,3,"Columbia, SC (USA)",13 MAY 2017
44.81,Vernon NORWOOD,10 APR 1992,USA,5,"Stade Louis II, Monaco (MON)",21 JUL 2017
44.81,Deon LENDORE,28 OCT 1992,TTO,1f2,"Montverde, FL (USA)",09 JUN 2018
44.81,Tyrell RICHARD,04 AUG 1997,USA,1f1,"Jacksonville, FL (USA)",05 APR 2019
44.81,Fred KERLEY,07 MAY 1995,USA,1,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019
44.81,Michael NORMAN,03 DEC 1997,USA,1h4,"Drake Stadium, Des Moines, IA (USA)",25 JUL 2019
44.81,Vernon NORWOOD,10 APR 1992,USA,4sf2,"Drake Stadium, Des Moines, IA (USA)",26 JUL 2019
44.81,Jacory PATTERSON,02 FEB 2000,USA,2f1,"Percy Beard Track, Gainesville, FL (USA)",03 APR 2021
44.81,Elija GODWIN,01 JUL 1999,USA,1h3,"Hayward Field, Eugene, OR (USA)",18 JUN 2021
44.81,Deon LENDORE,28 OCT 1992,TTO,3,"Letzigrund, Zürich (SUI)",09 SEP 2021
44.81,Bryce DEADMON,26 MAR 1997,USA,1f6,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",23 APR 2022
44.81,Elija GODWIN,01 JUL 1999,USA,2,"Ole Miss T&F Complex, Oxford, MS (USA)",14 MAY 2022
44.81,Vernon NORWOOD,10 APR 1992,USA,2,"Stadio Olimpico, Roma (ITA)",09 JUN 2022
44.81,Matthew HUDSON-SMITH,26 OCT 1994,GBR,2,"Alexander Stadium, Birmingham (GBR)",07 AUG 2022
44.81,Dubem NWACHKWU,08 FEB 2000,USA,2sf2,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023
44.81,Reheem HAYLES,,USA,3sf3,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023
44.82,Maxie PARKS,09 JUL 1951,USA,1,"Westwood, CA (USA)",12 JUN 1976
44.82,Derek REDMOND,03 SEP 1965,GBR,1,Oslo (NOR),27 JUL 1985
44.82,Innocent EGBUNIKE,30 NOV 1961,NGR,4,"Westwood, CA (USA)",17 MAY 1986
44.82,Darrell ROBINSON,23 DEC 1963,USA,1,Bruxelles (BEL),05 SEP 1986
44.82,Roddie HALEY,06 DEC 1965,USA,3,"Baton Rouge, LA (USA)",06 JUN 1987
44.82,Michael FRANKS,23 SEP 1963,USA,2,Lausanne (SUI),15 SEP 1987
44.82,Michael FRANKS,23 SEP 1963,USA,1,"Des Moines, IA (USA)",30 APR 1988
44.82,Jason ROUSER,22 MAR 1970,USA,2,"Norman, OK (USA)",11 APR 1992
44.82,Andrew VALMON,01 JAN 1965,USA,1,Rieti (ITA),06 SEP 1992
44.82,Steve LEWIS,16 MAY 1969,USA,2,"Crystal Palace, London (GBR)",23 JUL 1993
44.82,Kennedy OCHIENG,30 DEC 1971,KEN,1f2,Zürich (SUI),04 AUG 1993
44.82,Butch REYNOLDS,08 JUN 1964,USA,2sf1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",16 AUG 1993
44.82,Quincy WATTS,19 JUN 1970,USA,3,"Olympiastadion, Berlin (GER)",27 AUG 1993
44.82,Samson KITUR,25 FEB 1966,KEN,3,Zürich (SUI),16 AUG 1995
44.82,Derek MILLS,09 JUL 1972,USA,2,Bruxelles (BEL),25 AUG 1995
44.82,Davis KAMOGA,17 JUL 1968,UGA,3qf3,"Olympic Stadium, Atlanta, GA (USA)",27 JUL 1996
44.82,Michael MCDONALD,17 MAR 1975,JAM,5f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1997
44.82,Iwan THOMAS,05 JAN 1974,GBR,1sf2,"Népstadion, Budapest (HUN)",20 AUG 1998
44.82,Sanderlei Claro PARRELA,07 OCT 1974,BRA,1,Rio de Janeiro (BRA),04 JUN 1999
44.82,Jamie BAULCH,03 MAY 1973,GBR,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1999
44.82,Gregory HAUGHTON,10 NOV 1973,JAM,1,Osaka (JPN),11 MAY 2002
44.82,Leonard BYRD,17 MAR 1975,USA,1,Stockholm (SWE),16 JUL 2002
44.82,Jason BARTON,09 APR 1982,USA,2,"Tucson, AZ (USA)",15 MAY 2004
44.82,Jeremy WARINER,31 JAN 1984,USA,1sf2,"Carson, CA (USA)",24 JUN 2005
44.82,Andrew ROCK,23 JAN 1982,USA,2,"New York, NY (USA)",03 JUN 2006
44.82,Andrew ROCK,23 JAN 1982,USA,4f1,"Stadio Olimpico, Roma (ITA)",14 JUL 2006
44.82,John STEFFENSEN,30 AUG 1982,AUS,2h1,"Yanmar Stadium Nagai, Osaka (JPN)",28 AUG 2007
44.82,Jeremy WARINER,31 JAN 1984,USA,1f1,Melbourne (AUS),21 FEB 2008
44.82,Jordan BOASE,10 OCT 1985,USA,1f5,"Tempe, AZ (USA)",12 APR 2008
44.82,Renny QUOW,25 AUG 1987,TTO,4sf3,"National Stadium, Beijing (CHN)",19 AUG 2008
44.82,David GILLICK,09 JUL 1983,IRL,2,"Stadio Olimpico, Roma (ITA)",10 JUL 2009
44.82,Angelo TAYLOR,29 DEC 1978,USA,4f1,"Olympiastadion, Stockholm (SWE)",29 JUL 2011
44.82,Rondell BARTHOLOMEW,07 APR 1990,GRN,1h1,"DS, Daegu (KOR)",28 AUG 2011
44.82,Arman Gino HALL,12 FEB 1994,USA,4sf1,"Drake Stadium, Des Moines, IA (USA)",21 JUN 2013
44.82,Luguelín SANTOS,12 NOV 1992,DOM,1f2,"National Stadium, Kingston (JAM)",03 MAY 2014
44.82,Arman Gino HALL,12 FEB 1994,USA,1,"Eugene, OR (USA)",10 JUN 2016
44.82,David VERBURG,14 MAY 1991,USA,3,"Hayward Field, Eugene, OR (USA)",03 JUL 2016
44.82,Nery BRENES,25 SEP 1985,CRC,1,Monachil (ESP),10 JUL 2016
44.82,Vernon NORWOOD,10 APR 1992,USA,2f2,"Baton Rouge, LA (USA)",22 APR 2017
44.82,Tony MCQUAY,16 APR 1990,USA,4sf1,"Sacramento, CA (USA)",23 JUN 2017
44.82,Baboloki THEBE,18 MAR 1997,BOT,1h3,"Olympic Stadium, London (GBR)",05 AUG 2017
44.82,Paul DEDEWO,05 JUN 1991,USA,5,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018
44.82,Michael CHERRY,23 MAR 1995,USA,1h3,"National Stadium, Tokyo (JPN)",01 AUG 2021
44.82,Matthew HUDSON-SMITH,26 OCT 1994,GBR,1f1,"Percy Beard Track, Gainesville, FL (USA)",16 APR 2022
44.82,James BENSON,,USA,5,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",13 MAY 2023
44.82,Leungo SCOTCH,28 FEB 1996,BOT,1f1,"Centre sportif Bout-du-Monde, Genève (SUI)",10 JUN 2023
44.83,Lee EVANS,25 FEB 1947,USA,1sf2,"Estadio Olímpico, Ciudad de México (MEX)",17 OCT 1968
44.83,Antonio MCKAY,09 FEB 1964,USA,1,"Eugene, OR (USA)",02 JUN 1984
44.83,Sunday UTI,23 OCT 1962,NGR,2sf2,"Memorial Coliseum, Los Angeles, CA (USA)",06 AUG 1984
44.83,Ray ARMSTEAD,27 MAY 1960,USA,3,Zürich (SUI),22 AUG 1984
44.83,Roddie HALEY,06 DEC 1965,USA,1,Paris (FRA),13 JUL 1985
44.83,Roddie HALEY,06 DEC 1965,USA,2,San José (USA),27 JUN 1987
44.83,Roberto HERNÁNDEZ,06 MAR 1967,CUB,3sf1,"Stadio Olimpico, Roma (ITA)",01 SEP 1987
44.83,Steve LEWIS,16 MAY 1969,USA,2,"Eugene, OR (USA)",04 JUN 1988
44.83,Danny EVERETT,01 NOV 1966,USA,1qf2,"Olympic Stadium, Jamsil, Seoul (KOR)",25 SEP 1988
44.83,Antonio PETTIGREW,03 NOV 1967,USA,2,"Gainesville, FL (USA)",08 APR 1989
44.83,Steve LEWIS,16 MAY 1969,USA,1,Stockholm (SWE),03 JUL 1989
44.83,Andrew VALMON,01 JAN 1965,USA,2,"Stade Louis II, Monaco (MON)",11 AUG 1992
44.83,Quincy WATTS,19 JUN 1970,USA,2,"Olympiastadion, Berlin (GER)",21 AUG 1992
44.83,Butch REYNOLDS,08 JUN 1964,USA,3,Köln (GER),01 AUG 1993
44.83,Darnell HALL,26 SEP 1971,USA,1,Kingston (JAM),06 MAY 1995
44.83,Sunday Olarewaju BADA,22 JUN 1969,NGR,3,"Stade Louis II, Monaco (MON)",25 JUL 1995
44.83,Darnell HALL,26 SEP 1971,USA,6,"Ullevi Stadium, Göteborg (SWE)",09 AUG 1995
44.83,Jude MONYE,16 NOV 1973,NGR,2,Kingston (JAM),11 MAY 1996
44.83,Roxbert MARTIN,05 NOV 1969,JAM,6,"Olympic Stadium, Atlanta, GA (USA)",29 JUL 1996
44.83,Roger BLACK,31 MAR 1966,GBR,4f1,Zürich (SUI),14 AUG 1996
44.83,Milton CAMPBELL,15 MAY 1976,USA,1,"Atlanta, GA (USA)",19 APR 1997
44.83,Butch REYNOLDS,08 JUN 1964,USA,sf,"Indianapolis, IN (USA)",13 JUN 1997
44.83,Jerome YOUNG,14 AUG 1976,USA,2,"Indianapolis, IN (USA)",14 JUN 1997
44.83,Alvin HARRISON,20 JAN 1974,USA,h,"New Orleans, LA (USA)",19 JUN 1998
44.83,Jamie BAULCH,03 MAY 1973,GBR,sf,Kuala Lumpur (MAS),17 SEP 1998
44.83,Danny MCCRAY,11 MAR 1974,USA,2,Winnipeg (CAN),25 JUL 1999
44.83,Hendrick MOKGANYETSI,07 SEP 1975,RSA,1f2,Zürich (SUI),11 AUG 2000
44.83,Tyree WASHINGTON,28 AUG 1976,USA,1,"Northridge, CA (USA)",24 MAR 2001
44.83,Leonard BYRD,17 MAR 1975,USA,1,Milano (ITA),06 JUN 2001
44.83,Gregory HAUGHTON,10 NOV 1973,JAM,1sf2,"Commonwealth Stadium, Edmonton (CAN)",05 AUG 2001
44.83,Derrick BREW,28 DEC 1977,USA,1,Ciudad de México (MEX),03 MAY 2003
44.83,Leslie DJHONE,18 MAR 1981,FRA,4,"Stade de France, Paris-St-Denis (FRA)",26 AUG 2003
44.83,Anton GALKIN,20 FEB 1979,RUS,1,Tula (RUS),31 JUL 2004
44.83,Davian CLARKE,30 APR 1976,JAM,6,"Olympic Stadium, Athina (GRE)",23 AUG 2004
44.83,Darold WILLIAMSON,19 FEB 1983,USA,1sf1,"Carson, CA (USA)",24 JUN 2005
44.83,Brandon SIMPSON,06 SEP 1981,BRN,2,Kingston (JAM),26 JUN 2005
44.83,Andrew ROCK,23 JAN 1982,USA,1,"Carson, CA (USA)",21 MAY 2006
44.83,Gary KIKAYA,04 FEB 1978,COD,1,Villeneuve d'Ascq (FRA),09 JUN 2006
44.83,LeJerald BETTERS,06 FEB 1988,USA,3,"Des Moines, IA (USA)",14 JUN 2008
44.83,Jordan BOASE,10 OCT 1985,USA,4,"Des Moines, IA (USA)",14 JUN 2008
44.83,Martyn ROONEY,03 APR 1987,GBR,1f1,"Crystal Palace, London (GBR)",26 JUL 2008
44.83,LaShawn MERRITT,27 JUN 1986,USA,1,Toronto (CAN),11 JUN 2009
44.83,Jeremy WARINER,31 JAN 1984,USA,1,Stockholm (SWE),31 JUL 2009
44.83,Tabarie HENRY,01 DEC 1987,ISV,1f3,"Baton Rouge, LA (USA)",02 APR 2011
44.83,Josh MANCE,21 MAR 1992,USA,2h3,"Des Moines, IA (USA)",06 JUN 2012
44.83,Dane HYATT,22 JAN 1984,JAM,1,Kingston (JAM),01 JUL 2012
44.83,Jonathan BORLÉE,22 FEB 1988,BEL,6,"Olympic Stadium, London (GBR)",06 AUG 2012
44.83,Luguelín SANTOS,12 NOV 1992,DOM,2sf3,"Luzhniki Stadion, Moskva (RUS)",12 AUG 2013
44.83,Isaac MAKWALA,24 SEP 1985,BOT,2,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014
44.83,David VERBURG,14 MAY 1991,USA,1,Marseille (FRA),06 JUN 2015
44.83,Javon FRANCIS,14 DEC 1994,JAM,2h3,"National Stadium, Beijing (CHN)",23 AUG 2015
44.83,Nathon ALLEN,28 OCT 1995,JAM,1sf2,"Eugene, OR (USA)",06 JUN 2018
44.83,Demish GAYE,20 JAN 1993,JAM,1,Kingston (JAM),23 JUN 2019
44.83,Anthony José ZAMBRANO,17 JAN 1998,COL,1,Lima (PER),08 AUG 2019
44.83,Vernon NORWOOD,10 APR 1992,USA,4,"Olympiastadion, Stockholm (SWE)",04 JUL 2021
44.83,Isaac MAKWALA,24 SEP 1985,BOT,3,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021
44.83,Lidio Andres FELIZ,26 JUN 1997,DOM,1f2,"Estadio Luguelín Santos, Bayaguana (DOM)",14 MAY 2022
44.84,Billy MULLINS,01 FEB 1958,USA,1,"Westwood, CA (USA)",11 MAY 1980
44.84,Rick MITCHELL,24 MAR 1955,AUS,2,"Lenin Stadium, Moskva (URS)",30 JUL 1980
44.84,Sunder NIX,02 DEC 1961,USA,1,Stockholm (SWE),01 JUL 1986
44.84,Walter MCCOY,15 NOV 1958,USA,2,Athina (GRE),03 SEP 1988
44.84,Tim SIMON,11 SEP 1966,USA,2,"Houston, TX (USA)",17 JUN 1989
44.84,Roberto HERNÁNDEZ,06 MAR 1967,CUB,1,San Juan (PUR),28 JUL 1989
44.84,Roberto HERNÁNDEZ,06 MAR 1967,CUB,1,Ciudad de México (MEX),30 NOV 1990
44.84,Deon MINOR,22 JAN 1973,USA,2,"Austin, TX (USA)",06 JUN 1992
44.84,Roger BLACK,31 MAR 1966,GBR,1,Sheffield (GBR),07 JUN 1992
44.84,Alvin DANIEL,30 JUN 1968,TTO,1,Birmingham (GBR),28 JUN 1992
44.84,Roberto HERNÁNDEZ,06 MAR 1967,CUB,2qf1,"Estadio Olímpico, Barcelona (ESP)",02 AUG 1992
44.84,Andrew VALMON,01 JAN 1965,USA,2,Rieti (ITA),05 SEP 1993
44.84,Mark RICHARDSON,26 JUL 1972,GBR,2,Birmingham (GBR),13 JUL 1997
44.84,Alvin HARRISON,20 JAN 1974,USA,1,St. Louis (USA),25 JUL 1998
44.84,Troy MCINTOSH,29 MAR 1973,BAH,1,Maracaibo (VEN),16 AUG 1998
44.84,R. A. Sugath THILAKARATNE,30 JUL 1973,SRI,1,Doha (QAT),13 MAY 1999
44.84,Tyree WASHINGTON,28 AUG 1976,USA,1,Milano (ITA),07 JUN 2000
44.84,Avard MONCUR,02 NOV 1978,BAH,1,"Eugene, OR (USA)",02 JUN 2001
44.84,Robert MAĆKOWIAK,13 MAY 1970,POL,2sf3,"Commonwealth Stadium, Edmonton (CAN)",05 AUG 2001
44.84,Rickey HARRIS,29 SEP 1981,USA,1h2,"Starkville, MS (USA)",11 MAY 2002
44.84,Brandon SIMPSON,06 SEP 1981,BRN,2,Kingston (JAM),21 JUN 2003
44.84,Alleyne FRANCIQUE,07 JUN 1976,GRN,3,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005
44.84,Michael BLACKWOOD,29 AUG 1976,JAM,4,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005
44.84,Jeremy WARINER,31 JAN 1984,USA,1,"Modesto, CA (USA)",06 MAY 2006
44.84,Xavier CARTER,08 DEC 1985,USA,1,"Knoxville, TN (USA)",27 MAY 2006
44.84,Michael BLACKWOOD,29 AUG 1976,JAM,1f2,Madrid (ESP),17 JUL 2006
44.84,Lionel LARRY,14 SEP 1986,USA,3,"Indianapolis, IN (USA)",23 JUN 2007
44.84,Ricardo CHAMBERS,07 OCT 1984,JAM,3f1,Stockholm (SWE),22 JUL 2008
44.84,Christopher BROWN,15 OCT 1978,BAH,4,"National Stadium, Beijing (CHN)",21 AUG 2008
44.84,Tavaris TATE,21 DEC 1990,USA,4,"Drake Stadium, Des Moines, IA (USA)",26 JUN 2010
44.84,Nery BRENES,25 SEP 1985,CRC,1,Mayagüez (PUR),26 JUL 2010
44.84,Michael BINGHAM,13 APR 1986,GBR,3,"Poljud Stadion, Split (CRO)",04 SEP 2010
44.84,Renny QUOW,25 AUG 1987,TTO,2h1,"DS, Daegu (KOR)",28 AUG 2011
44.84,Gil ROBERTS,15 MAR 1989,USA,3h3,"Des Moines, IA (USA)",06 JUN 2012
44.84,Tony MCQUAY,16 APR 1990,USA,1sf1,"Hayward Field, Eugene, OR (USA)",23 JUN 2012
44.84,Kévin BORLÉE,22 FEB 1988,BEL,2sf3,"Olympic Stadium, London (GBR)",05 AUG 2012
44.84,Tony MCQUAY,16 APR 1990,USA,3,Paris (FRA),06 JUL 2013
44.84,Pavel MASLÁK,21 FEB 1991,CZE,3sf3,"Luzhniki Stadion, Moskva (RUS)",12 AUG 2013
44.84,Isaac MAKWALA,24 SEP 1985,BOT,2,"Le Grande Stade, Marrakesh (MAR)",13 SEP 2014
44.84,Rusheen MCDONALD,17 AUG 1992,JAM,4,Paris (FRA),04 JUL 2015
44.84,Kyle CLEMONS,27 AUG 1990,USA,3,"CIBC, Toronto (CAN)",23 JUL 2015
44.84,Lalonde GORDON,25 NOV 1988,TTO,4f1,Kingston (JAM),11 JUN 2016
44.84,Luka JANEŽIČ,14 NOV 1995,SLO,6,"Stade Louis II, Monaco (MON)",21 JUL 2017
44.84,Gil ROBERTS,15 MAR 1989,USA,3sf3,"Olympic Stadium, London (GBR)",06 AUG 2017
44.84,Yousef KARAM,15 JUL 1993,KUW,1,Doha (QAT),22 APR 2019
44.84,Trevor STEWART,20 MAY 1997,USA,1sf3,"Austin, TX (USA)",05 JUN 2019
44.84,Justin ROBINSON,30 MAR 2002,USA,1,"Albuquerque, NM (USA)",08 JUN 2019
44.84,Vernon NORWOOD,10 APR 1992,USA,4,"Letzigrund, Zürich (SUI)",09 SEP 2021
44.84,Christopher BAILEY,29 JAN 2000,USA,1f2,"John McDonnell Field, Fayetteville, AR (USA)",23 JUN 2023
44.85,Mathias SCHERSING,07 OCT 1964,GDR,3,"Neckarstadion, Stuttgart (GER)",29 AUG 1986
44.85,Butch REYNOLDS,08 JUN 1964,USA,1,Hengelo (NED),14 AUG 1988
44.85,Roberto HERNÁNDEZ,06 MAR 1967,CUB,1,Berlin (GER),23 JUN 1991
44.85,Roger BLACK,31 MAR 1966,GBR,2,Berlin (GER),10 SEP 1991
44.85,Steve LEWIS,16 MAY 1969,USA,1,"New York, NY (USA)",24 MAY 1992
44.85,Quincy WATTS,19 JUN 1970,USA,1,København (DEN),25 AUG 1992
44.85,Ibrahim Muftah ISMAIL FARAJ,10 MAY 1972,QAT,5sf2,"Gottlieb-Daimler Stadion, Stuttgart (GER)",16 AUG 1993
44.85,Steve LEWIS,16 MAY 1969,USA,2,Bruxelles (BEL),03 SEP 1993
44.85,Gregory HAUGHTON,10 NOV 1973,JAM,3,Bruxelles (BEL),25 AUG 1995
44.85,Charles GITONGA,05 OCT 1971,KEN,1,Madrid (ESP),12 JUN 1996
44.85,Davis KAMOGA,17 JUL 1968,UGA,3sf2,"Olympic Stadium, Atlanta, GA (USA)",28 JUL 1996
44.85,Jerome YOUNG,14 AUG 1976,USA,1,"Marietta, GA (USA)",10 MAY 1998
44.85,Hendrick MOKGANYETSI,07 SEP 1975,RSA,2,Pretoria (RSA),24 MAR 2000
44.85,Tyree WASHINGTON,28 AUG 1976,USA,,"Los Angeles, CA (USA)",14 APR 2001
44.85,Michael MCDONALD,17 MAR 1975,JAM,1,"Portland, OR (USA)",03 JUN 2001
44.85,Gregory HAUGHTON,10 NOV 1973,JAM,2,Milano (ITA),06 JUN 2001
44.85,Angelo TAYLOR,29 DEC 1978,USA,1,"Hayward Field, Eugene, OR (USA)",26 MAY 2002
44.85,Avard MONCUR,02 NOV 1978,BAH,2,Rethymno (GRE),07 JUL 2002
44.85,Michael BLACKWOOD,29 AUG 1976,JAM,1,Gateshead (GBR),13 JUL 2003
44.85,Kelly WILLIE,07 SEP 1982,USA,2,"Austin, TX (USA)",12 JUN 2004
