Mark,Competitor,DOB,Nat,Pos,Venue,Date
29:56.18,Kalkidan GEZAHEGNE,08 MAY 1991,BRN,2,"National Stadium, Tokyo (JPN)",07 AUG 2021
29:57.45,Ejgayehu TAYE,10 FEB 2000,ETH,2,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",23 JUN 2023
29:59.03,Mizan ALEM,22 JAN 2002,ETH,1,"Parliament Hill Fields Athletics Track, London (GBR)",20 MAY 2023
29:59.15,Lemlem HAILU,25 MAY 2001,ETH,3,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",23 JUN 2023
29:59.20,Meseret DEFAR,19 NOV 1983,ETH,1,Birmingham (GBR),11 JUL 2009
30:00.86,Eilish MCCOLGAN,25 NOV 1990,GBR,1,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",04 MAR 2023
30:01.09,Paula RADCLIFFE,17 DEC 1973,GBR,1,"Olympiastadion, München (GER)",06 AUG 2002
30:01.35,Mizan ALEM,22 JAN 2002,ETH,4,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",23 JUN 2023
30:01.72,Letesenbet GIDEY,20 MAR 1998,ETH,3,"National Stadium, Tokyo (JPN)",07 AUG 2021
30:03.82,Alicia MONSON,13 MAY 1998,USA,2,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",04 MAR 2023
30:04.18,Berhane ADERE,23 NOV 1973,ETH,1,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003
30:04.45,Tsigie GEBRESELAMA,30 SEP 2000,ETH,3,"FBK Stadium, Hengelo (NED)",03 JUN 2023
30:06.01,Tsigie GEBRESELAMA,30 SEP 2000,ETH,2,"FBK Stadium, Hengelo (NED)",08 JUN 2021
30:07.00,Almaz AYANA,21 NOV 1991,ETH,1,Hengelo (NED),29 JUN 2016
30:07.15,Werknesh KIDANE,07 JAN 1981,ETH,2,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003
30:07.20,Yingjie SUN,19 JAN 1979,CHN,3,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003
30:07.78,Betsy SAINA,30 JUN 1988,KEN,5,"Estádio Olímpico, Rio de Janeiro (BRA)",12 AUG 2016
30:08.06,Meseret DEFAR,19 NOV 1983,ETH,1,Sollentuna (SWE),27 JUN 2013
30:09.94,Letesenbet GIDEY,20 MAR 1998,ETH,1,"Hayward Field, Eugene, OR (USA)",16 JUL 2022
30:10.02,Hellen OBIRI,13 DEC 1989,KEN,2,"Hayward Field, Eugene, OR (USA)",16 JUL 2022
30:10.07,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,3,"Hayward Field, Eugene, OR (USA)",16 JUL 2022
30:10.56,Sifan HASSAN,01 JAN 1993,NED,4,"Hayward Field, Eugene, OR (USA)",16 JUL 2022
30:11.53,Florence KIPLAGAT,27 FEB 1987,KEN,2,Utrecht (NED),14 JUN 2009
30:11.87,Wude AYALEW,04 JUL 1987,ETH,3,Utrecht (NED),14 JUN 2009
30:12.15,Rahel DANIEL,16 NOV 2001,ERI,5,"Hayward Field, Eugene, OR (USA)",16 JUL 2022
30:12.45,Ejgayehu TAYE,10 FEB 2000,ETH,6,"Hayward Field, Eugene, OR (USA)",16 JUL 2022
30:12.53,Lornah KIPLAGAT,01 MAY 1974,NED,4,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003
30:13.17,Molly HUDDLE,31 AUG 1984,USA,6,"Estádio Olímpico, Rio de Janeiro (BRA)",12 AUG 2016
30:13.37,Huandi ZHONG,28 JUN 1967,CHN,2,Beijing (CHN),08 SEP 1993
30:13.74,Ingrid KRISTIANSEN,21 MAR 1956,NOR,1,Oslo (NOR),05 JUL 1986
30:14.66,Elise CRANNY,09 MAY 1996,USA,1,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAR 2022
30:15.67,Tirunesh DIBABA,01 OCT 1985,ETH,1,Sollentuna (SWE),28 JUN 2005
30:16.32,Almaz AYANA,21 NOV 1991,ETH,1,"Olympic Stadium, London (GBR)",05 AUG 2017
30:17.15,Paula RADCLIFFE,17 DEC 1973,GBR,1,Gateshead (GBR),27 JUN 2004
30:17.49,Derartu TULU,21 MAR 1972,ETH,1,"Olympic Stadium, Sydney (AUS)",30 SEP 2000
30:17.62,Sifan HASSAN,01 JAN 1993,NED,1,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019
30:17.64,Caroline Chepkoech KIPKIRUI,26 MAY 1994,KAZ,7,"Hayward Field, Eugene, OR (USA)",16 JUL 2022
30:17.77,Bosena MULATIE,21 NOV 2001,ETH,8,"Hayward Field, Eugene, OR (USA)",16 JUL 2022
30:18.05,Karissa SCHWEIZER,04 MAY 1996,USA,9,"Hayward Field, Eugene, OR (USA)",16 JUL 2022
30:18.39,Ejegayehu DIBABA,21 MAR 1982,ETH,2,Sollentuna (SWE),28 JUN 2005
30:19.02,Eilish MCCOLGAN,25 NOV 1990,GBR,1,"FBK Stadium, Hengelo (NED)",06 JUN 2022
30:19.29,Tsehay GEMECHU,12 DEC 1998,ETH,3,"FBK Stadium, Hengelo (NED)",08 JUN 2021
30:19.39,Werknesh KIDANE,07 JAN 1981,ETH,1,"Palo Alto, CA (USA)",29 MAY 2005
30:20.44,Hitomi NIIYA,26 FEB 1988,JPN,1,"Yanmar Stadium Nagai, Osaka (JPN)",04 DEC 2020
30:20.75,Tirunesh DIBABA,01 OCT 1985,ETH,1,"Olympic Stadium, London (GBR)",03 AUG 2012
30:20.77,Yalemzerf YEHUALAW,03 AUG 1999,ETH,4,"FBK Stadium, Hengelo (NED)",08 JUN 2021
30:20.97,Pauline KAMULU,30 DEC 1994,KEN,1,"Athletic Track, Abashiri (JPN)",13 JUL 2022
30:21.23,Letesenbet GIDEY,20 MAR 1998,ETH,2,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019
30:21.67,Elvan ABEYLEGESSE,11 SEP 1982,TUR,1,Antalya (TUR),15 APR 2006
30:22.22,Shalane FLANAGAN,08 JUL 1981,USA,2,"National Stadium, Beijing (CHN)",15 AUG 2008
30:22.48,Gete WAMI,11 DEC 1974,ETH,2,"Olympic Stadium, Sydney (AUS)",30 SEP 2000
30:22.88,Fernanda RIBEIRO,23 JUN 1969,POR,3,"Olympic Stadium, Sydney (AUS)",30 SEP 2000
30:23.07,Alla ZHILYAYEVA,05 FEB 1969,RUS,5,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003
30:23.25,Ingrid KRISTIANSEN,21 MAR 1956,NOR,1,"Neckarstadion, Stuttgart (GER)",30 AUG 1986
30:23.69,Girmawit GEBRZIHAIR,21 NOV 2001,ETH,5,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",23 JUN 2023
30:24.02,Tirunesh DIBABA,01 OCT 1985,ETH,1,"Olympiastadion, Helsinki (FIN)",06 AUG 2005
30:24.27,Hellen OBIRI,13 DEC 1989,KEN,4,"National Stadium, Tokyo (JPN)",07 AUG 2021
30:24.36,Huina XING,25 FEB 1984,CHN,1,"Olympic Stadium, Athina (GRE)",27 AUG 2004
30:24.39,Tirunesh DIBABA,01 OCT 1985,ETH,1,"Hayward Field, Eugene, OR (USA)",01 JUN 2012
30:24.56,Gete WAMI,11 DEC 1974,ETH,1,"La Cartuja, Sevilla (ESP)",26 AUG 1999
30:24.85,Florence KIPLAGAT,27 FEB 1987,KEN,2,"Hayward Field, Eugene, OR (USA)",01 JUN 2012
30:24.98,Ejegayehu DIBABA,21 MAR 1982,ETH,2,"Olympic Stadium, Athina (GRE)",27 AUG 2004
30:25.20,Agnes Jebet TIROP,23 OCT 1995,KEN,3,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019
30:25.41,Berhane ADERE,23 NOV 1973,ETH,2,"Olympiastadion, Helsinki (FIN)",06 AUG 2005
30:26.00,Ejegayehu DIBABA,21 MAR 1982,ETH,3,"Olympiastadion, Helsinki (FIN)",06 AUG 2005
30:26.20,Galina BOGOMOLOVA,15 OCT 1977,RUS,6,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003
30:26.37,Sally KIPYEGO,19 DEC 1985,KEN,2,"Olympic Stadium, London (GBR)",03 AUG 2012
30:26.40,Selah BUSIENEI,27 DEC 1991,KEN,4,"FBK Stadium, Hengelo (NED)",03 JUN 2023
30:26.41,Yasemin CAN,11 DEC 1996,TUR,7,"Estádio Olímpico, Rio de Janeiro (BRA)",12 AUG 2016
30:26.42,Derartu TULU,21 MAR 1972,ETH,3,"Olympic Stadium, Athina (GRE)",27 AUG 2004
30:26.50,Linet Chepkwemoi MASAI,05 DEC 1989,KEN,3,"National Stadium, Beijing (CHN)",15 AUG 2008
30:26.66,Gelete BURKA,23 JAN 1986,ETH,8,"Estádio Olímpico, Rio de Janeiro (BRA)",12 AUG 2016
30:26.67,Tirunesh DIBABA,01 OCT 1985,ETH,1,"Mestský Stadion, Ostrava (CZE)",27 JUN 2013
30:26.70,Belaynesh OLJIRA,26 JUN 1990,ETH,3,"Hayward Field, Eugene, OR (USA)",01 JUN 2012
30:26.94,Alice Aprot NAWOWUNA,02 JAN 1994,KEN,1,Durban (RSA),25 JUN 2016
30:26.97,Paula RADCLIFFE,17 DEC 1973,GBR,4,"Olympic Stadium, Sydney (AUS)",30 SEP 2000
30:27.13,Paula RADCLIFFE,17 DEC 1973,GBR,2,"La Cartuja, Sevilla (ESP)",26 AUG 1999
30:27.18,Huina XING,25 FEB 1984,CHN,4,"Olympiastadion, Helsinki (FIN)",06 AUG 2005
30:27.94,Betty CHELANGAT,07 APR 2003,KEN,5,"FBK Stadium, Hengelo (NED)",03 JUN 2023
30:28.26,Yingjie SUN,19 JAN 1979,CHN,1,Busan (KOR),08 OCT 2002
30:28.30,Werknesh KIDANE,07 JAN 1981,ETH,4,"Olympic Stadium, Athina (GRE)",27 AUG 2004
30:28.47,Gelete BURKA,23 JAN 1986,ETH,2,Hengelo (NED),29 JUN 2016
30:28.53,Tirunesh DIBABA,01 OCT 1985,ETH,3,Hengelo (NED),29 JUN 2016
30:29.23,Gladys CHERONO,12 MAY 1983,KEN,2,"Mestský Stadion, Ostrava (CZE)",27 JUN 2013
30:29.36,Liliya SHOBUKHOVA,13 NOV 1977,RUS,1,Cheboksary (RUS),23 JUL 2009
30:30.26,Edith MASAI,04 APR 1967,KEN,5,"Olympiastadion, Helsinki (FIN)",06 AUG 2005
30:30.44,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,3,"Olympic Stadium, London (GBR)",03 AUG 2012
30:31.03,Mariya KONOVALOVA,14 AUG 1974,RUS,2,Cheboksary (RUS),23 JUL 2009
30:31.42,Inga ABITOVA,06 MAR 1982,RUS,1,"Ullevi Stadium, Göteborg (SWE)",07 AUG 2006
30:31.44,Belaynesh OLJIRA,26 JUN 1990,ETH,3,"Mestský Stadion, Ostrava (CZE)",27 JUN 2013
30:31.55,Huina XING,25 FEB 1984,CHN,7,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003
30:31.92,Lornah KIPLAGAT,01 MAY 1974,NED,5,"Olympic Stadium, Athina (GRE)",27 AUG 2004
30:32.03,Tegla LOROUPE,09 MAY 1973,KEN,3,"La Cartuja, Sevilla (ESP)",26 AUG 1999
30:32.36,Susanne WIGENE,12 FEB 1978,NOR,2,"Ullevi Stadium, Göteborg (SWE)",07 AUG 2006
30:32.47,Werknesh KIDANE,07 JAN 1981,ETH,6,"Olympiastadion, Helsinki (FIN)",06 AUG 2005
30:32.57,Yasemin CAN,11 DEC 1996,TUR,1,"Olympiastadion, München (GER)",15 AUG 2022
30:32.72,Lidiya GRIGORYEVA,21 JAN 1974,RUS,3,"Ullevi Stadium, Göteborg (SWE)",07 AUG 2006
30:33.53,Yingjie SUN,19 JAN 1979,CHN,7,"Olympiastadion, Helsinki (FIN)",06 AUG 2005
30:33.75,Galina BOGOMOLOVA,15 OCT 1977,RUS,8,"Olympiastadion, Helsinki (FIN)",06 AUG 2005
30:34.49,Shalane FLANAGAN,08 JUL 1981,USA,1f1,"Palo Alto, CA (USA)",04 MAY 2008
30:34.60,Eilish MCCOLGAN,25 NOV 1990,GBR,10,"Hayward Field, Eugene, OR (USA)",16 JUL 2022
30:35.54,Kimberley SMITH,19 NOV 1981,NZL,2f1,"Palo Alto, CA (USA)",04 MAY 2008
30:35.75,Rosemary WANJIRU,09 DEC 1994,KEN,4,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019
30:35.82,Hellen OBIRI,13 DEC 1989,KEN,5,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019
30:35.84,Mariya KONOVALOVA,14 AUG 1974,RUS,4,"National Stadium, Beijing (CHN)",15 AUG 2008
30:35.90,Galina BOGOMOLOVA,15 OCT 1977,RUS,4,"Ullevi Stadium, Göteborg (SWE)",07 AUG 2006
30:35.91,Ababel YESHANEH,22 JUL 1991,ETH,4,"Mestský Stadion, Ostrava (CZE)",27 JUN 2013
30:35.93,Jess JUDD,07 JAN 1995,GBR,11,"Hayward Field, Eugene, OR (USA)",16 JUL 2022
30:36.75,Netsanet GUDETA,12 FEB 1991,ETH,4,Hengelo (NED),29 JUN 2016
30:37.24,Irine Jepchumba KIMAIS,10 OCT 1998,KEN,2,"FBK Stadium, Hengelo (NED)",06 JUN 2021
30:37.26,Tegla LOROUPE,09 MAY 1973,KEN,5,"Olympic Stadium, Sydney (AUS)",30 SEP 2000
30:37.26,Lornah KIPLAGAT,01 MAY 1974,NED,5,"Ullevi Stadium, Göteborg (SWE)",07 AUG 2006
30:37.31,Daisy CHEROTICH,30 MAY 1997,KEN,3,"FBK Stadium, Hengelo (NED)",06 JUN 2021
30:37.38,Genet YALEW,31 DEC 1992,ETH,5,Hengelo (NED),29 JUN 2016
30:37.68,Benita WILLIS-JOHNSON,06 MAY 1979,AUS,8,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003
30:37.89,Letesenbet GIDEY,20 MAR 1998,ETH,1,Hengelo (NED),17 JUL 2019
30:38.09,Yanmei DONG,16 FEB 1977,CHN,1,Shanghai (CHN),19 OCT 1997
30:38.18,Rosemary WANJIRU,09 DEC 1994,KEN,1,"Athletic Track, Abashiri (JPN)",15 JUL 2020
30:38.33,Mestawat TUFA,14 SEP 1983,ETH,1,Nijmegen (NED),25 JUN 2008
30:38.35,Sally KIPYEGO,19 DEC 1985,KEN,1f1,"Palo Alto, CA (USA)",01 MAY 2011
30:38.78,Jeļena PROKOPČUKA,21 SEP 1976,LAT,6,"Ullevi Stadium, Göteborg (SWE)",07 AUG 2006
30:39.38,Werknesh KIDANE,07 JAN 1981,ETH,4,"Olympic Stadium, London (GBR)",03 AUG 2012
30:39.41,Lixin LAN,14 FEB 1979,CHN,2,Shanghai (CHN),19 OCT 1997
30:39.57,Shalane FLANAGAN,08 JUL 1981,USA,2f1,"Palo Alto, CA (USA)",01 MAY 2011
30:39.60,Bosena MULATIE,21 NOV 2001,ETH,6,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",23 JUN 2023
30:39.71,Ririka HIRONAKA,24 NOV 2000,JPN,12,"Hayward Field, Eugene, OR (USA)",16 JUL 2022
30:39.96,Lucy Kabuu WANGUI,24 MAR 1984,KEN,5,"National Stadium, Beijing (CHN)",15 AUG 2008
30:39.98,Lili YIN,11 NOV 1979,CHN,3,Shanghai (CHN),19 OCT 1997
30:40.27,Lornah KIPLAGAT,01 MAY 1974,NED,6,"National Stadium, Beijing (CHN)",15 AUG 2008
30:40.59,Senbere TEFERI,03 MAY 1995,ETH,6,Hengelo (NED),29 JUN 2016
30:40.70,Paula RADCLIFFE,17 DEC 1973,GBR,1,Barakaldo (ESP),10 APR 1999
30:40.85,Netsanet GUDETA,12 FEB 1991,ETH,2,Hengelo (NED),17 JUL 2019
30:40.87,Gelete BURKA,23 JAN 1986,ETH,1,"FBK Stadium, Hengelo (NED)",10 JUN 2017
30:41.05,Eilish MCCOLGAN,25 NOV 1990,GBR,2,"Olympiastadion, München (GER)",15 AUG 2022
30:41.40,Werknesh KIDANE,07 JAN 1981,ETH,1,"Palo Alto, CA (USA)",07 JUN 2003
30:41.68,Senbere TEFERI,03 MAY 1995,ETH,2,"FBK Stadium, Hengelo (NED)",10 JUN 2017
30:41.85,Pauline KAMULU,30 DEC 1994,KEN,1f1,Fukagawa (JPN),11 JUL 2018
30:41.93,Francine NIYONSABA,05 MAY 1993,BDI,5,"National Stadium, Tokyo (JPN)",07 AUG 2021
30:42.26,Sally KIPYEGO,19 DEC 1985,KEN,1f1,"Palo Alto, CA (USA)",04 MAY 2014
30:42.75,Paula RADCLIFFE,17 DEC 1973,GBR,9,"Olympiastadion, Helsinki (FIN)",06 AUG 2005
30:43.35,Tirunesh DIBABA,01 OCT 1985,ETH,1,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013
30:43.39,Ejegayehu DIBABA,21 MAR 1982,ETH,1,Barakaldo (ESP),10 JUL 2004
30:44.00,Irine Chepet CHEPTAI,04 FEB 1992,KEN,6,"National Stadium, Tokyo (JPN)",07 AUG 2021
30:44.23,Senbere TEFERI,03 MAY 1995,ETH,6,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019
30:44.27,Letesenbet GIDEY,20 MAR 1998,ETH,2,"FBK Stadium, Hengelo (NED)",06 JUN 2022
30:44.57,Belaynesh OLJIRA,26 JUN 1990,ETH,3,"FBK Stadium, Hengelo (NED)",10 JUN 2017
30:44.68,Ejgayehu TAYE,10 FEB 2000,ETH,3,"FBK Stadium, Hengelo (NED)",06 JUN 2022
30:45.00,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,4,"FBK Stadium, Hengelo (NED)",06 JUN 2022
30:45.14,Senbere TEFERI,03 MAY 1995,ETH,3,Hengelo (NED),17 JUL 2019
30:45.17,Gladys CHERONO,12 MAY 1983,KEN,2,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013
30:45.21,Seira FUWA,25 MAR 2003,JPN,1,"Municipal Nishikyogoku Stadium, Kyoto (JPN)",11 DEC 2021
30:45.56,Belaynesh OLJIRA,26 JUN 1990,ETH,5,"Olympic Stadium, London (GBR)",03 AUG 2012
30:45.81,Sheila CHEPKIRUI,27 DEC 1990,KEN,1,"Olympiastadion, Stockholm (SWE)",04 MAY 2021
30:46.24,Zeineba YIMER,17 JUN 1998,ETH,4,Hengelo (NED),17 JUL 2019
30:46.37,Lonah Chemtai SALPETER,12 DEC 1988,ISR,3,"Olympiastadion, München (GER)",15 AUG 2022
30:46.48,Galina BOGOMOLOVA,15 OCT 1977,RUS,1,Tula (RUS),03 AUG 2003
30:46.51,Joan Chelimo MELLY,10 NOV 1990,KEN,2,"Olympiastadion, Stockholm (SWE)",04 MAY 2021
30:46.70,Inga ABITOVA,06 MAR 1982,RUS,1,Kazan (RUS),17 JUL 2008
30:46.98,Belaynesh OLJIRA,26 JUN 1990,ETH,3,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013
30:47.02,Emily CHEBET,18 FEB 1986,KEN,4,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013
30:47.20,Sylvia Jebiwot KIBET,28 MAR 1984,KEN,4,Utrecht (NED),14 JUN 2009
30:47.22,Zhaoxia DONG,13 NOV 1974,CHN,4,Shanghai (CHN),19 OCT 1997
30:47.25,Shitaye ESHETE,21 MAY 1990,BRN,6,"Olympic Stadium, London (GBR)",03 AUG 2012
30:47.42,Elise CRANNY,09 MAY 1996,USA,1,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",20 FEB 2021
30:47.55,Bosena MULATIE,21 NOV 2001,ETH,5,"FBK Stadium, Hengelo (NED)",06 JUN 2022
30:47.59,Sonia O'SULLIVAN,28 NOV 1969,IRL,2,"Olympiastadion, München (GER)",06 AUG 2002
30:47.59,Molly HUDDLE,31 AUG 1984,USA,2f1,"Palo Alto, CA (USA)",04 MAY 2014
30:47.72,Dongmei WANG,03 DEC 1972,CHN,5,Shanghai (CHN),19 OCT 1997
30:47.72,Girmawit GEBRZIHAIR,21 NOV 2001,ETH,6,"FBK Stadium, Hengelo (NED)",06 JUN 2022
30:47.99,Karissa SCHWEIZER,04 MAY 1996,USA,2,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",20 FEB 2021
30:48.06,Fernanda RIBEIRO,23 JUN 1969,POR,1,Lisboa (POR),04 APR 1998
30:48.26,Aberu KEBEDE,12 SEP 1986,ETH,5,Utrecht (NED),14 JUN 2009
30:48.26,Elly HENES,13 OCT 1998,USA,3,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",04 MAR 2023
30:48.48,Almaz AYANA,21 NOV 1991,ETH,7,"FBK Stadium, Hengelo (NED)",06 JUN 2022
30:48.51,Ingrid KRISTIANSEN,21 MAR 1956,NOR,1,Oslo (NOR),01 JUL 1989
30:48.58,Paula RADCLIFFE,17 DEC 1973,GBR,2,Lisboa (POR),04 APR 1998
30:48.60,Eilish MCCOLGAN,25 NOV 1990,GBR,1,"Alexander Stadium, Birmingham (GBR)",03 AUG 2022
30:48.69,Natosha ROGERS,07 MAY 1991,USA,4,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",04 MAR 2023
30:48.89,Yoko SHIBUI,14 MAR 1979,JPN,1,"Palo Alto, CA (USA)",03 MAY 2002
30:48.98,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,1,"DS, Daegu (KOR)",27 AUG 2011
30:49.23,Eva CHERONO,15 AUG 1996,KEN,3,"Olympiastadion, Stockholm (SWE)",04 MAY 2021
30:49.30,Junxia WANG,09 JAN 1973,CHN,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",21 AUG 1993
30:49.48,Fotyen TESFAY,17 FEB 1998,ETH,7,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",23 JUN 2023
30:49.52,Irine Chepet CHEPTAI,04 FEB 1992,KEN,2,"Alexander Stadium, Birmingham (GBR)",03 AUG 2022
30:49.56,Karissa SCHWEIZER,04 MAY 1996,USA,1,"Hayward Field, Eugene, OR (USA)",27 MAY 2022
30:49.57,Emily SISSON,12 OCT 1991,USA,1,"Palo Alto, CA (USA)",29 MAR 2019
30:49.68,Gelete BURKA,23 JAN 1986,ETH,1,Hengelo (NED),17 JUN 2015
30:50.04,Sally KIPYEGO,19 DEC 1985,KEN,2,"DS, Daegu (KOR)",27 AUG 2011
30:50.16,Werknesh KIDANE,07 JAN 1981,ETH,4,"Hayward Field, Eugene, OR (USA)",01 JUN 2012
30:50.25,Belaynesh OLJIRA,26 JUN 1990,ETH,7,Hengelo (NED),29 JUN 2016
30:50.32,Deena KASTOR,14 FEB 1973,USA,2,"Palo Alto, CA (USA)",03 MAY 2002
30:50.34,Junxia WANG,09 JAN 1973,CHN,1,Hiroshima (JPN),15 OCT 1994
30:50.83,Alemitu HAROYE,09 MAY 1995,ETH,2,Hengelo (NED),17 JUN 2015
30:50.84,Karoline Bjerkeli GRØVDAL,14 JUN 1990,NOR,1,"Bislett Stadion, Oslo (NOR)",08 MAY 2021
30:51.00,Kimberley SMITH,19 NOV 1981,NZL,7,"National Stadium, Beijing (CHN)",15 AUG 2008
30:51.07,Derartu TULU,21 MAR 1972,ETH,2,Barakaldo (ESP),10 JUL 2004
30:51.09,Alicia MONSON,13 MAY 1998,USA,2,"Hayward Field, Eugene, OR (USA)",27 MAY 2022
30:51.30,Berhane ADERE,23 NOV 1973,ETH,1,Hechtel (BEL),05 AUG 2000
30:51.34,Meselech MELKAMU,19 APR 1985,ETH,2,"Olympiastadion, Berlin (GER)",15 AUG 2009
30:51.39,Irine Chepet CHEPTAI,04 FEB 1992,KEN,4,"Olympiastadion, Stockholm (SWE)",04 MAY 2021
30:51.69,Marta DOMÍNGUEZ,03 NOV 1975,ESP,7,"Ullevi Stadium, Göteborg (SWE)",07 AUG 2006
30:51.81,Kayoko FUKUSHI,25 MAR 1982,JPN,2,Busan (KOR),08 OCT 2002
30:51.86,Dera DIDA,26 OCT 1996,ETH,5,Hengelo (NED),17 JUL 2019
30:51.92,Hilde KIBET,27 MAR 1981,NED,6,Utrecht (NED),14 JUN 2009
30:51.99,Edith MASAI,04 APR 1967,KEN,1,Utrecht (NED),17 JUN 2005
30:52.37,Meseret DEFAR,19 NOV 1983,ETH,5,"Olympiastadion, Berlin (GER)",15 AUG 2009
30:52.51,Elana MEYER,10 OCT 1966,RSA,1,"Crystal Palace, London (GBR)",10 SEP 1994
30:52.77,Fiona O'KEEFFE,24 MAY 1998,USA,1,"Hilmer Lodge Stadium, Walnut, CA (USA)",06 MAY 2023
30:53.11,Tsehay GEMECHU,12 DEC 1998,ETH,6,Hengelo (NED),17 JUL 2019
30:53.20,Joanne PAVEY,20 SEP 1973,GBR,7,"Olympic Stadium, London (GBR)",03 AUG 2012
30:53.32,Gete ALEMAYEHU,27 AUG 1998,ETH,7,Hengelo (NED),17 JUL 2019
30:53.37,Sonia O'SULLIVAN,28 NOV 1969,IRL,6,"Olympic Stadium, Sydney (AUS)",30 SEP 2000
30:53.53,Girmawit GEBRZIHAIR,21 NOV 2001,ETH,8,Hengelo (NED),17 JUL 2019
30:53.59,Linet Chepkwemoi MASAI,05 DEC 1989,KEN,3,"DS, Daegu (KOR)",27 AUG 2011
30:53.60,Hellen OBIRI,13 DEC 1989,KEN,1,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",19 JUN 2021
30:53.69,Belaynesh OLJIRA,26 JUN 1990,ETH,3,Hengelo (NED),17 JUN 2015
30:54.12,Ababel YESHANEH,22 JUL 1991,ETH,8,Hengelo (NED),29 JUN 2016
30:54.28,Yalemzerf YEHUALAW,03 AUG 1999,ETH,8,"FBK Stadium, Hengelo (NED)",06 JUN 2022
30:54.29,Kayoko FUKUSHI,25 MAR 1982,JPN,3f1,"Palo Alto, CA (USA)",01 MAY 2011
