Mark,Competitor,DOB,Nat,Pos,Venue,Date
31:19.73,Philes ONGORI,19 JUL 1986,KEN,1,Kobe (JPN),27 APR 2008
31:19.73,Yoko SHIBUI,14 MAR 1979,JPN,2,Kobe (JPN),27 APR 2008
31:19.74,Mihaela Maria BOTEZAN-PRUNDUS,21 NOV 1976,ROU,1,Camaiore (ITA),06 APR 2002
31:19.76,Ulrike BRUNS,17 NOV 1953,GDR,3,"Neckarstadion, Stuttgart (GER)",30 AUG 1986
31:19.82,Liz MCCOLGAN,24 MAY 1964,GBR,5,"Stadio Olimpico, Roma (ITA)",04 SEP 1987
31:19.82,Yelena VYAZOVA,18 APR 1960,URS,3,"Olympic Stadium, Jamsil, Seoul (KOR)",30 SEP 1988
31:19.86,Molly HUDDLE,31 AUG 1984,USA,1,"Sacramento, CA (USA)",22 JUN 2017
31:19.87,Amy CRAGG,21 JAN 1984,USA,2f1,"Palo Alto, CA (USA)",29 APR 2012
31:19.87,Alina REH,23 MAY 1997,GER,1,Essen (GER),08 JUN 2019
31:19.89,Lynn JENNINGS,01 JUL 1960,USA,3,"Estadio Olímpico, Barcelona (ESP)",07 AUG 1992
31:19.89,Dominique SCOTT,24 JUN 1992,RSA,7,"FBK Stadium, Hengelo (NED)",06 JUN 2021
31:19.92,Winfredah KEBASO,16 APR 1985,KEN,3,Oita (JPN),01 OCT 2006
31:19.92,Millie PALADINO,18 OCT 1995,USA,5,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAR 2022
31:19.96,Karissa SCHWEIZER,04 MAY 1996,USA,12,"National Stadium, Tokyo (JPN)",07 AUG 2021
31:20.02,Pauline KAMULU,30 DEC 1994,KEN,2f2,"Nagaragawa Stadium, Gifu (JPN)",23 SEP 2022
31:20.18,Yasemin CAN,11 DEC 1996,TUR,1f1,"Stade Complexe Sportif Jean-Paul Chasseboeuf, Pacé (FRA)",28 MAY 2022
31:20.19,Yuko KAWAKAMI,01 AUG 1975,JPN,2,Osaka (JPN),09 JUN 1996
31:20.24,Susan KRUMINS,08 JUL 1986,NED,5,"Olympic Stadium, London (GBR)",05 AUG 2017
31:20.28,Ingrid KRISTIANSEN,21 MAR 1956,NOR,1,Hechtel (BEL),10 AUG 1991
31:20.38,Tigist KIROS GEBRESELASSIE,08 JUN 1992,ETH,4,"Mestský Stadion, Ostrava (CZE)",31 MAY 2011
31:20.45,Emily INFELD,21 MAR 1990,USA,6,"Olympic Stadium, London (GBR)",05 AUG 2017
31:20.46,Masako CHIBA,18 JUL 1976,JPN,3,Osaka (JPN),09 JUN 1996
31:20.53,Tegla LOROUPE,09 MAY 1973,KEN,1,Troisdorf (GER),17 AUG 1997
31:20.58,Lidiya GRIGORYEVA,21 JAN 1974,RUS,4,Tula (RUS),14 JUN 2005
31:20.62,Kathrin WESSEL,14 AUG 1967,GER,1,Jena (GER),28 MAY 1992
31:20.62,Masako CHIBA,18 JUL 1976,JPN,5,"Olympic Stadium, Atlanta, GA (USA)",02 AUG 1996
31:20.63,Kimberley SMITH,19 NOV 1981,NZL,2,"Palo Alto, CA (USA)",29 APR 2007
31:20.66,Aheza KIROS,16 OCT 1985,ETH,2,Barakaldo (ESP),14 JUL 2007
31:20.96,Jess JUDD,07 JAN 1995,GBR,3f1,"Birmingham University Athletics Track, Birmingham (GBR)",05 JUN 2021
31:21.00,Kimberley SMITH,19 NOV 1981,NZL,2,"Palo Alto, CA (USA)",01 MAY 2005
31:21.03,Mizuki NOGUCHI,03 JUL 1978,JPN,4,Kobe (JPN),25 APR 2004
31:21.08,Huandi ZHONG,28 JUN 1967,CHN,4,"Estadio Olímpico, Barcelona (ESP)",07 AUG 1992
31:21.11,Irine Chepet CHEPTAI,04 FEB 1992,KEN,7,"Olympic Stadium, London (GBR)",05 AUG 2017
31:21.20,Tegla LOROUPE,09 MAY 1973,KEN,1,Warstein (GER),06 JUL 1993
31:21.20,Katie MCGREGOR,02 SEP 1977,USA,14,"Olympiastadion, Helsinki (FIN)",06 AUG 2005
31:21.22,Aheza KIROS,16 OCT 1985,ETH,2,Birmingham (GBR),11 JUL 2009
31:21.25,Fang XIE,26 DEC 1989,CHN,2,Wuhan (CHN),02 NOV 2007
31:21.27,Lidiya GRIGORYEVA,21 JAN 1974,RUS,9,"Olympic Stadium, Sydney (AUS)",30 SEP 2000
31:21.28,Sabrina MOCKENHAUPT,06 DEC 1980,GER,1,Barakaldo (ESP),02 APR 2005
31:21.36,Uta PIPPIG,07 SEP 1965,GER,2,Jena (GER),28 MAY 1992
31:21.36,Alicia MONSON,13 MAY 1998,USA,13,"National Stadium, Tokyo (JPN)",07 AUG 2021
31:21.42,Kimberley SMITH,19 NOV 1981,NZL,8,"Olympiastadion, Berlin (GER)",15 AUG 2009
31:21.53,Samantha HARRISON,01 FEB 1995,GBR,6,"Alexander Stadium, Birmingham (GBR)",03 AUG 2022
31:21.57,Shitaye ESHETE,21 MAY 1990,BRN,6,"DS, Daegu (KOR)",27 AUG 2011
31:21.65,Ednah KURGAT,15 JUN 1991,USA,2,"Irvine, CA (USA)",14 MAY 2021
31:21.75,Sarah LANCASTER,01 DEC 1987,USA,6,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAR 2022
31:21.78,Marielle HALL,28 JAN 1992,USA,5,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",20 FEB 2021
31:21.90,Sara HALL,15 APR 1983,USA,3,"Irvine, CA (USA)",14 MAY 2021
31:21.92,Elva DRYER,26 SEP 1971,USA,3,"Palo Alto, CA (USA)",01 MAY 2005
31:22.11,Selly Chepyego KAPTICH,03 OCT 1985,KEN,7,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013
31:22.18,Ejegayehu DIBABA,21 MAR 1982,ETH,12,"National Stadium, Beijing (CHN)",15 AUG 2008
31:22.24,Jess JUDD,07 JAN 1995,GBR,1,"Parliament Hill Fields Athletics Track, London (GBR)",14 MAY 2022
31:22.34,Narumi KOBAYASHI,17 APR 2000,JPN,1,"Athletic Track, Abashiri (JPN)",10 JUL 2021
31:22.37,Lucy Kabuu WANGUI,24 MAR 1984,KEN,1,Kobe (JPN),24 APR 2005
31:22.38,Rino GOSHIMA,29 OCT 1997,JPN,1f2,"Takebishi Stadium, Kyoto (JPN)",10 DEC 2022
31:22.55,Paige STONER,31 JAN 1996,USA,7,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAR 2022
31:22.63,Hitomi NIIYA,26 FEB 1988,JPN,2,Doha (QAT),23 APR 2019
31:22.67,Emily INFELD,21 MAR 1990,USA,2,"Sacramento, CA (USA)",22 JUN 2017
31:22.68,Eveline Kemunto KIMWEI,25 AUG 1987,KEN,4,Oita (JPN),01 OCT 2006
31:22.69,Amy YODER BEGLEY,11 JAN 1978,USA,1,"Eugene, OR (USA)",25 JUN 2009
31:22.72,Harumi HIROYAMA-SUZUKI,02 SEP 1968,JPN,1,Tokyo (JPN),05 OCT 1997
31:22.76,Nataliya BERKUT,30 MAY 1975,UKR,1,Kyiv (UKR),02 JUL 2001
31:22.80,Nathalie DE VOS,09 DEC 1982,BEL,3,Utrecht (NED),17 MAY 2007
31:22.86,Danielle SHANAHAN,13 AUG 1994,USA,7f2,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",05 DEC 2020
31:22.89,Hellen Ekalale LOBUN,18 MAR 1999,KEN,1,"Universiade Commemorative Stadium, Kobe (JPN)",24 APR 2022
31:22.92,Hanami SEKINE,26 FEB 1996,JPN,2,Nagoya (JPN),24 JUN 2016
31:23.07,Huirong CHEN,01 JUN 1988,CHN,3,Wuhan (CHN),02 NOV 2007
31:23.13,Courtney FRERICHS,18 JAN 1993,USA,8,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAR 2022
31:23.15,Lyudmila BIKTASHEVA,25 JUL 1974,RUS,1,Cheboksary (RUS),11 JUL 2002
31:23.21,Megumi KINUKAWA,07 AUG 1989,JPN,1,Niigata (JPN),13 OCT 2008
31:23.22,Tegla LOROUPE,09 MAY 1973,KEN,6,"Olympic Stadium, Atlanta, GA (USA)",02 AUG 1996
31:23.23,Yuko KAWAKAMI,01 AUG 1975,JPN,7,"Olympic Stadium, Atlanta, GA (USA)",02 AUG 1996
31:23.24,Junxia WANG,09 JAN 1973,CHN,1,Changchun (CHN),07 SEP 1995
31:23.30,Mao ICHIYAMA,29 MAY 1997,JPN,2,"Athletic Track, Abashiri (JPN)",15 JUL 2020
31:23.35,Sabrina MOCKENHAUPT,06 DEC 1980,GER,1,"Walnut, CA (USA)",17 APR 2004
31:23.43,Shalane FLANAGAN,08 JUL 1981,USA,2,"Eugene, OR (USA)",25 JUN 2009
31:23.45,Karoline Bjerkeli GRØVDAL,14 JUN 1990,NOR,3,"Olympisch Stadion, Amsterdam (NED)",06 JUL 2016
31:23.49,Kayoko FUKUSHI,25 MAR 1982,JPN,9,"Olympiastadion, Berlin (GER)",15 AUG 2009
31:23.51,Sara MOREIRA,17 OCT 1985,POR,1,Bilbao (ESP),03 JUN 2012
31:23.55,Terumi ASOSHINA,02 AUG 1982,JPN,2,Kobe (JPN),24 APR 2005
31:23.60,Ababel YESHANEH,22 JUL 1991,ETH,8,Hengelo (NED),17 JUN 2015
31:23.81,Susan KRUMINS,08 JUL 1986,NED,2,"Palo Alto, CA (USA)",02 MAY 2019
31:23.86,Sabrina MOCKENHAUPT,06 DEC 1980,GER,2,Marseille (FRA),05 JUN 2010
31:23.92,Jianying LIU,17 OCT 1970,CHN,6,Beijing (CHN),08 SEP 1993
31:23.96,Elana MEYER,10 OCT 1966,RSA,1,Stellenbosch (RSA),11 FEB 1995
31:23.99,Alice Jemeli TIMBILILI,01 FEB 1983,KEN,1,Utrecht (NED),18 JUN 2004
31:24.00,Kazue OGOSHI,02 MAR 1981,JPN,3,Okayama (JPN),27 SEP 2003
31:24.03,Selamawit TEFERI,24 MAR 1994,ISR,5,"Olympiastadion, München (GER)",15 AUG 2022
31:24.08,Julia VAQUERO,18 SEP 1970,ESP,1,Leiria (POR),07 APR 1996
31:24.09,Wude AYALEW,04 JUL 1987,ETH,5,"Mestský Stadion, Ostrava (CZE)",31 MAY 2011
31:24.12,Silvia SOMMAGGIO,20 NOV 1969,ITA,6,Hechtel (BEL),05 AUG 2000
31:24.16,Jennifer RHINES,01 JUL 1974,USA,4,Helsinki (FIN),26 JUL 2006
31:24.18,Alice Aprot NAWOWUNA,02 JAN 1994,KEN,1,Brazzaville (CGO),16 SEP 2015
31:24.20,Lineth CHEPKURUI,23 FEB 1987,KEN,4f1,"Palo Alto, CA (USA)",01 MAY 2011
31:24.29,Kimberley SMITH,19 NOV 1981,NZL,15,"Olympiastadion, Helsinki (FIN)",06 AUG 2005
31:24.33,Yumiko HARA,09 JAN 1982,JPN,3,Kobe (JPN),24 APR 2005
31:24.36,Fernanda RIBEIRO,23 JUN 1969,POR,1,Barakaldo (ESP),08 JUL 2000
31:24.47,Stephanie BRUCE,14 JAN 1984,USA,8f2,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",05 DEC 2020
31:24.7h,Hellen OBIRI,13 DEC 1989,KEN,1,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",13 MAR 2021
31:24.78,Molly HUDDLE,31 AUG 1984,USA,8,"Olympic Stadium, London (GBR)",05 AUG 2017
31:24.82,Kayoko FUKUSHI,25 MAR 1982,JPN,2,Niigata (JPN),13 OCT 2008
31:24.82,Emily LIPARI,19 NOV 1992,USA,9,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAR 2022
31:25.00,Agnes Jebet TIROP,23 OCT 1995,KEN,1,"Nyayo National Stadium, Nairobi (KEN)",22 AUG 2019
31:25.15,Elvan ABEYLEGESSE,11 SEP 1982,TUR,1,Ferrara (ITA),07 APR 2007
31:25.17,Gloria KITE,10 JAN 1998,KEN,5,"FBK Stadium, Hengelo (NED)",10 OCT 2020
31:25.18,Olga BONDARENKO,02 JUN 1960,URS,1,Moskva (URS),09 JUN 1985
31:25.18,Dominique SCOTT,24 JUN 1992,RSA,7,"Alexander Stadium, Birmingham (GBR)",03 AUG 2022
31:25.19,Makena MORLEY,21 NOV 1996,USA,4,"Irvine, CA (USA)",14 MAY 2021
31:25.33,Dulce María RODRÍGUEZ,14 AUG 1972,MEX,4,"Palo Alto, CA (USA)",01 MAY 2005
31:25.38,Hellen OBIRI,13 DEC 1989,KEN,2,"Nyayo National Stadium, Nairobi (KEN)",22 AUG 2019
31:25.45,Sally KIPYEGO,19 DEC 1985,KEN,3f1,"Palo Alto, CA (USA)",04 MAY 2008
31:25.46,Eyerusalem KUMA,07 SEP 1981,ETH,2,Utrecht (NED),18 JUN 2004
31:25.49,Sinead DIVER,17 FEB 1977,AUS,14,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019
31:25.57,Shalane FLANAGAN,08 JUL 1981,USA,7,"DS, Daegu (KOR)",27 AUG 2011
31:25.57,Amy-Eloise MARKOVC,05 AUG 1995,GBR,2,"Parliament Hill Fields Athletics Track, London (GBR)",14 MAY 2022
31:25.61,Gotytom GEBRESLASE,15 JAN 1995,ETH,3,"Palo Alto, CA (USA)",05 MAY 2017
31:25.64,Emily SISSON,12 OCT 1991,USA,3,"Sacramento, CA (USA)",22 JUN 2017
31:25.67,Inês MONTEIRO,18 MAY 1980,POR,10,"Olympiastadion, Berlin (GER)",15 AUG 2009
31:25.77,Jessica AUGUSTO,08 NOV 1981,POR,2,"Estadio Olímpico, Barcelona (ESP)",28 JUL 2010
31:25.91,Amy-Eloise MARKOVC,05 AUG 1995,GBR,5,"Irvine, CA (USA)",14 MAY 2021
31:25.94,Katie MCGREGOR,02 SEP 1977,USA,5,"Palo Alto, CA (USA)",01 MAY 2005
31:25.98,Jess JUDD,07 JAN 1995,GBR,6,"Irvine, CA (USA)",14 MAY 2021
31:26.05,Mestawat TUFA,14 SEP 1983,ETH,1,Algiers (ALG),21 JUL 2007
31:26.08,Inga ABITOVA,06 MAR 1982,RUS,1,Zhukovskiy (RUS),14 JUL 2007
31:26.10,Joyce CHEPKIRUI,20 AUG 1988,KEN,1,Melbourne (AUS),10 DEC 2011
31:26.11,Liz MCCOLGAN,24 MAY 1964,GBR,5,"Estadio Olímpico, Barcelona (ESP)",07 AUG 1992
31:26.22,Rosemary WANJIRU,09 DEC 1994,KEN,3,"Nyayo National Stadium, Nairobi (KEN)",22 AUG 2019
31:26.34,Susie POWER,26 MAR 1975,AUS,1,Melbourne (AUS),06 DEC 2001
31:26.36,Emily SISSON,12 OCT 1991,USA,9,"Olympic Stadium, London (GBR)",05 AUG 2017
31:26.46,Iulia OLTEANU-NEGURA,26 JAN 1967,ROU,8,"Olympic Stadium, Atlanta, GA (USA)",02 AUG 1996
31:26.48,Kara GOUCHER,09 JUL 1978,USA,1,"Portland, OR (USA)",31 MAY 2008
31:26.55,Sara MOREIRA,17 OCT 1985,POR,3,Marseille (FRA),05 JUN 2010
31:26.66,Jennifer RHINES,01 JUL 1974,USA,16,"Olympiastadion, Helsinki (FIN)",06 AUG 2005
31:26.67,Yuko KAWAKAMI,01 AUG 1975,JPN,2,Tokyo (JPN),05 OCT 1997
31:26.79,Kathrin WESSEL,14 AUG 1967,GDR,1,Potsdam (GDR),08 JUN 1988
31:26.84,Harumi HIROYAMA-SUZUKI,02 SEP 1968,JPN,4,"La Cartuja, Sevilla (ESP)",26 AUG 1999
31:26.88,Elva DRYER,26 SEP 1971,USA,2,"Palo Alto, CA (USA)",02 MAY 2003
31:26.94,Joanne PAVEY,20 SEP 1973,GBR,1,Watford (GBR),30 JUN 2007
31:26.94,Emily INFELD,21 MAR 1990,USA,11,"Estádio Olímpico, Rio de Janeiro (BRA)",12 AUG 2016
31:27.00,Xiuting WANG,16 FEB 1965,CHN,1,Guangzhou (CHN),29 NOV 1987
31:27.05,Sabrina MOCKENHAUPT,06 DEC 1980,GER,4f1,"Palo Alto, CA (USA)",04 MAY 2008
31:27.07,Julia VAQUERO,18 SEP 1970,ESP,9,"Olympic Stadium, Atlanta, GA (USA)",02 AUG 1996
31:27.12,Molly HUDDLE,31 AUG 1984,USA,5f1,"Palo Alto, CA (USA)",04 MAY 2008
31:27.30,Ayuko SUZUKI,08 OCT 1991,JPN,10,"Olympic Stadium, London (GBR)",05 AUG 2017
31:27.35,Guiying BAO,20 JAN 1986,CHN,3,Nanjing (CHN),17 OCT 2005
31:27.44,Yuko KAWAKAMI,01 AUG 1975,JPN,10,"Olympic Stadium, Sydney (AUS)",30 SEP 2000
31:27.47,Francine NIYOMUKUNZI,01 AUG 1999,BDI,11,"Parliament Hill Fields Athletics Track, London (GBR)",20 MAY 2023
31:27.56,Sabrina MOCKENHAUPT,06 DEC 1980,GER,1,Bremen (GER),02 MAY 2009
31:27.57,Chiemi TAKAHASHI,16 FEB 1976,JPN,1,Sendai (JPN),16 MAY 1998
31:27.58,Raisa SADREYDINOVA,09 MAY 1950,URS,1,Odessa (URS),07 SEP 1983
31:27.58,Derartu TULU,21 MAR 1972,ETH,1,Mito (JPN),07 MAY 1995
31:27.62,Chiemi TAKAHASHI,16 FEB 1976,JPN,5,"La Cartuja, Sevilla (ESP)",26 AUG 1999
31:27.73,Jackline CHEPNGENO,16 JAN 1993,KEN,2,Durban (RSA),25 JUN 2016
31:27.80,Tiki GELANA,22 OCT 1987,ETH,9,Ostrava (CZE),12 JUN 2008
31:27.82,Maria GUIDA,23 JAN 1966,ITA,4,"Ullevi Stadium, Göteborg (SWE)",09 AUG 1995
31:27.83,Salina Jebet KOSGEI,16 NOV 1976,KEN,1,Manchester (GBR),30 JUL 2002
31:27.86,Jeļena PROKOPČUKA,21 SEP 1976,LAT,1,Lisboa (POR),01 APR 2000
31:27.96,Edith MASAI,04 APR 1967,KEN,1,Bambous (MRI),12 AUG 2006
31:27.98,Selly Chepyego KAPTICH,03 OCT 1985,KEN,1,Fukagawa (JPN),25 JUN 2011
31:27.99,Juhua HOU,1967,CHN,2,Guangzhou (CHN),29 NOV 1987
31:28.06,Xiuting WANG,16 FEB 1965,CHN,6,"Estadio Olímpico, Barcelona (ESP)",07 AUG 1992
31:28.07,Selly Chepyego KAPTICH,03 OCT 1985,KEN,1,Kobe (JPN),20 APR 2014
31:28.12,Nyla CARROLL,24 NOV 1965,NZL,1,Hechtel (BEL),19 JUL 1997
31:28.15,Masako CHIBA,18 JUL 1976,JPN,1,Kobe (JPN),21 APR 1996
31:28.19,Werknesh KIDANE,07 JAN 1981,ETH,1,Birmingham (GBR),23 JUN 2012
31:28.20,Harumi OKAMOTO,07 FEB 1998,JPN,3f2,Yamaguchi (JPN),08 DEC 2018
31:28.21,Sabrina MOCKENHAUPT,06 DEC 1980,GER,17,"Olympiastadion, Helsinki (FIN)",06 AUG 2005
31:28.26,Hitomi NIIYA,26 FEB 1988,JPN,1,Kobe (JPN),22 APR 2012
31:28.26,Mercyline CHELANGAT,17 DEC 1997,UGA,16,"Hayward Field, Eugene, OR (USA)",16 JUL 2022
31:28.28,Joyciline JEPKOSGEI,08 DEC 1993,KEN,3,Durban (RSA),25 JUN 2016
31:28.41,Benita WILLIS-JOHNSON,06 MAY 1979,AUS,3,"Palo Alto, CA (USA)",02 MAY 2003
31:28.43,Sarah LAHTI,18 FEB 1995,SWE,12,"Estádio Olímpico, Rio de Janeiro (BRA)",12 AUG 2016
31:28.45,Tabithanjeri KAMAU,03 JUL 2000,KEN,1f2,"Ishin Me-Life Stadium, Yamaguchi (JPN)",07 DEC 2019
31:28.66,Molly HUDDLE,31 AUG 1984,USA,5f1,"Palo Alto, CA (USA)",01 MAY 2011
31:28.69,Diane NUKURI,01 DEC 1984,BDI,13,"Estádio Olímpico, Rio de Janeiro (BRA)",12 AUG 2016
31:28.71,Mika YOSHIKAWA,16 SEP 1984,JPN,1,Osaka (JPN),08 JUN 2012
31:28.72,Mihaela Maria BOTEZAN-PRUNDUS,21 NOV 1976,ROU,13,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003
31:28.73,Rie MATSUOKA,09 MAR 1977,JPN,5,Marugame (JPN),19 OCT 1997
31:28.74,Takami OMINAMI,15 NOV 1975,JPN,6,Marugame (JPN),19 OCT 1997
31:28.78,Marie DAVENPORT-MCMAHON,24 JAN 1975,IRL,2,"Palo Alto, CA (USA)",30 APR 2004
31:28.81,Rina NABESHIMA,16 DEC 1993,JPN,4f2,Yamaguchi (JPN),08 DEC 2018
31:28.83,Wei LI,29 JUN 1972,CHN,7,Beijing (CHN),08 SEP 1993
31:28.88,Xue BAI,13 DEC 1988,CHN,4,Nanjing (CHN),17 OCT 2005
31:28.92,Francie LARRIEU-SMITH,23 NOV 1952,USA,1,"Austin, TX (USA)",04 APR 1991
31:28.97,Deena KASTOR,14 FEB 1973,USA,1,"Palo Alto, CA (USA)",19 JUN 2003
31:29.03,Kayoko FUKUSHI,25 MAR 1982,JPN,1,Kobe (JPN),25 APR 2010
31:29.07,Bezunesh BEKELE,29 JAN 1983,ETH,3,Utrecht (NED),18 JUN 2004
31:29.22,Fionnula BRITTON,24 SEP 1984,IRL,3f1,"Palo Alto, CA (USA)",29 APR 2012
31:29.27,Kathrin WESSEL,14 AUG 1967,GDR,4,"Olympic Stadium, Jamsil, Seoul (KOR)",30 SEP 1988
31:29.29,Harumi OKAMOTO,07 FEB 1998,JPN,2f2,"Ishin Me-Life Stadium, Yamaguchi (JPN)",07 DEC 2019
31:29.33,Sonia O'SULLIVAN,28 NOV 1969,IRL,1,"Népstadion, Budapest (HUN)",19 AUG 1998
31:29.38,Kayoko FUKUSHI,25 MAR 1982,JPN,1,Doha (QAT),08 DEC 2006
31:29.41,Aurora CUNHA,31 MAY 1959,POR,2,Oslo (NOR),05 JUL 1986
31:29.43,Isabella OCHICHI,28 OCT 1979,KEN,2,Bambous (MRI),12 AUG 2006
31:29.55,Irina MIKITENKO,23 AUG 1972,GER,2,Barakaldo (ESP),07 APR 2001
31:29.57,Julia BLEASDALE,09 SEP 1981,GBR,4f1,"Palo Alto, CA (USA)",29 APR 2012
31:29.6h,Eva CHERONO,15 AUG 1996,KEN,2,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",13 MAR 2021
31:29.65,Olivera JEVTIĆ,24 JUL 1977,YUG,11,"Olympic Stadium, Sydney (AUS)",30 SEP 2000
31:29.66,Galina BOGOMOLOVA,15 OCT 1977,RUS,1,Tula (RUS),26 JUL 2000
31:29.66,Lucy Kabuu WANGUI,24 MAR 1984,KEN,1,Melbourne (AUS),21 MAR 2006
31:29.69,Hilde KIBET,27 MAR 1981,KEN,13,"National Stadium, Beijing (CHN)",15 AUG 2008
31:29.70,Uta PIPPIG,07 SEP 1965,GER,1,Hengelo (NED),20 JUN 1993
31:29.71,Zinash DEBEBE,12 OCT 1996,ETH,8,"FBK Stadium, Hengelo (NED)",10 JUN 2017
31:29.73,Tabithanjeri KAMAU,03 JUL 2000,KEN,,"National Stadium, Tokyo (JPN)",07 MAY 2022
31:29.79,Akemi KURIBAYASHI,1977,JPN,9,Tokyo (JPN),05 OCT 1997
31:29.80,Natosha ROGERS,07 MAY 1991,USA,3,"Hayward Field, Eugene, OR (USA)",27 MAY 2022
31:29.81,Rie MATSUOKA,09 MAR 1977,JPN,10,Tokyo (JPN),05 OCT 1997
31:29.81,Rose CHEPCHUMBA,14 MAR 1979,KEN,4,Utrecht (NED),17 JUN 2005
31:29.91,Tegla LOROUPE,09 MAY 1973,KEN,4,"Gottlieb-Daimler Stadion, Stuttgart (GER)",21 AUG 1993
31:29.93,Laura GALVÁN,05 OCT 1991,MEX,7,"Irvine, CA (USA)",14 MAY 2021
31:30.03,Ririka HIRONAKA,24 NOV 2000,JPN,1f2,"Egao Kenko Stadium, Kumamoto (JPN)",10 APR 2021
31:30.04,Emily INFELD,21 MAR 1990,USA,4,"Hayward Field, Eugene, OR (USA)",27 MAY 2022
31:30.19,Sayaka SATO,27 MAY 1994,JPN,3,"Yanmar Stadium Nagai, Osaka (JPN)",04 DEC 2020
31:30.22,Emily CHEBET,18 FEB 1986,KEN,2,Melbourne (AUS),10 DEC 2011
31:30.23,Madaí PÉREZ,02 FEB 1980,MEX,6f1,"Palo Alto, CA (USA)",04 MAY 2008
31:30.25,Sally KIPYEGO,19 DEC 1985,USA,8,"Irvine, CA (USA)",14 MAY 2021
31:30.31,Jennifer RHINES,01 JUL 1974,USA,7f1,"Palo Alto, CA (USA)",04 MAY 2008
31:30.34,Ririka HIRONAKA,24 NOV 2000,JPN,1,"National Stadium, Tokyo (JPN)",07 MAY 2022
31:30.37,Jennifer RHINES,01 JUL 1974,USA,3,"Hayward Field, Eugene, OR (USA)",23 JUN 2011
31:30.39,Brillian Jepkorir KIPKOECH,01 MAR 1995,KEN,4,"Nyayo National Stadium, Nairobi (KEN)",22 AUG 2019
31:30.53,Lynn JENNINGS,01 JUL 1960,USA,5,"Gottlieb-Daimler Stadion, Stuttgart (GER)",21 AUG 1993
31:30.58,Yasemin CAN,11 DEC 1996,TUR,1,Mersin (TUR),01 MAY 2016
31:30.60,Maria Conceicao FERREIRA,13 MAR 1962,POR,6,"Gottlieb-Daimler Stadion, Stuttgart (GER)",21 AUG 1993
31:30.6h,Lyudmila BIKTASHEVA,25 JUL 1974,RUS,1,Tula (RUS),08 JUL 2001
31:30.63,Samantha HARRISON,01 FEB 1995,GBR,3,"Parliament Hill Fields Athletics Track, London (GBR)",14 MAY 2022
31:30.71,Derebe ALEMU,05 JUN 1983,ETH,5,Utrecht (NED),17 JUN 2005
31:30.74,Fionnuala MCCORMACK,24 SEP 1984,IRL,4,"Olympisch Stadion, Amsterdam (NED)",06 JUL 2016
31:30.82,Kayoko FUKUSHI,25 MAR 1982,JPN,1,Tokyo (JPN),02 JUN 2005
31:30.83,Lidiya GRIGORYEVA,21 JAN 1974,RUS,2,Tula (RUS),26 JUL 2000
31:30.86,Eveline Nganga WAMBUI,04 APR 1986,KEN,2,Melbourne (AUS),21 MAR 2006
31:30.89,Annette HAND-PETERS,31 MAY 1965,USA,1,"Philadelphia, PA (USA)",24 APR 1997
31:30.92,Hikari YOSHIMOTO,14 JAN 1990,JPN,2,Kobe (JPN),25 APR 2010
31:30.94,Kayoko FUKUSHI,25 MAR 1982,JPN,1,Fukagawa (JPN),11 JUN 2008
31:31.01,Doris Chepkwemoi CHANGEYWO,12 DEC 1984,KEN,10,Ostrava (CZE),12 JUN 2008
31:31.08,Dong LI,09 DEC 1973,CHN,2,Hiroshima (JPN),15 OCT 1994
31:31.12,Junko KATAOKA,13 JUN 1970,JPN,2,Mito (JPN),07 MAY 1995
31:31.12,Yingying ZHANG,04 JAN 1990,CHN,14,"National Stadium, Beijing (CHN)",15 AUG 2008
31:31.12,Shalane FLANAGAN,08 JUL 1981,USA,4,"Sacramento, CA (USA)",22 JUN 2017
31:31.13,Yoko SHIBUI,14 MAR 1979,JPN,15,"National Stadium, Beijing (CHN)",15 AUG 2008
31:31.14,Mingxia WANG,06 JUN 1971,CHN,3,Nanjing (CHN),08 MAY 1996
31:31.18,Edith MASAI,04 APR 1967,KEN,2,Algiers (ALG),21 JUL 2007
31:31.27,Junko KATAOKA,13 JUN 1970,JPN,11,Tokyo (JPN),05 OCT 1997
31:31.37,Ingrid KRISTIANSEN,21 MAR 1956,NOR,2,Oslo (NOR),02 JUL 1988
31:31.45,Noriko MATSUOKA,02 MAY 1979,JPN,1,Niigata (JPN),01 JUN 2008
31:31.52,Rina NABESHIMA,16 DEC 1993,JPN,4,"Yanmar Stadium Nagai, Osaka (JPN)",04 DEC 2020
31:31.54,Yongmei WANG,03 OCT 1968,CHN,8,Beijing (CHN),08 SEP 1993
31:31.58,Galina BOGOMOLOVA,15 OCT 1977,RUS,1,Tula (RUS),14 JUN 2006
