Mark,Competitor,DOB,Nat,Pos,Venue,Date
4:03.82,Carmen DOUMA-HUSSAR,12 MAR 1977,CAN,9,Paris (FRA),08 JUL 2006
4:03.82,Faith KIPYEGON,10 JAN 1994,KEN,5,"Shanghai Stadium, Shanghai (CHN)",19 MAY 2012
4:03.82,Rababe ARAFI,12 JAN 1991,MAR,8,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018
4:03.82,Kate GRACE,24 OCT 1988,USA,5,"Drake Stadium, Des Moines, IA (USA)",27 JUL 2019
4:03.82,Emma COBURN,19 OCT 1990,USA,2f1,"Lipscomb Academy, Nashville, TN (USA)",15 AUG 2020
4:03.83,Małgorzata RYDZ,18 JAN 1967,POL,2sf2,"Estadio Olímpico, Barcelona (ESP)",06 AUG 1992
4:03.83,Naomi MUGO,02 JAN 1977,KEN,10,"Stadio Olimpico, Roma (ITA)",14 JUL 1998
4:03.83,Daniela YORDANOVA,08 MAR 1976,BUL,2,Bydgoszcz (POL),09 JUL 2000
4:03.83,Natalya GORELOVA,18 APR 1973,RUS,10,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2003
4:03.83,Mouna TABSAART,07 APR 1987,MAR,1,Tanger (MAR),10 JUL 2010
4:03.83,Besu SADO,12 JAN 1996,ETH,9,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017
4:03.84,Violeta BECLEA-SZEKELY,26 MAR 1965,ROU,1,Köln (GER),08 AUG 1999
4:03.84,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,3,Oslo (NOR),15 JUN 2007
4:03.84,Ibtissam LAKHOUAD,07 DEC 1980,MAR,3,"Stade Louis II, Monaco (MON)",25 JUL 2007
4:03.84,Irina LISHCHINSKA,15 JAN 1976,UKR,1sf2,"Yanmar Stadium Nagai, Osaka (JPN)",31 AUG 2007
4:03.84,Lisa DOBRISKEY,23 DEC 1983,GBR,3sf1,"Olympiastadion, Berlin (GER)",21 AUG 2009
4:03.84,Tatyana TOMASHOVA,01 JUL 1975,RUS,3,Cheboksary (RUS),24 JUL 2011
4:03.84,Maureen KOSTER,03 JUL 1992,NED,9,"Olympic Stadium, London (GBR)",22 JUL 2016
4:03.84,Gaia SABBATINI,10 JUN 1999,ITA,6,"Mestský Stadion, Ostrava (CZE)",27 JUN 2023
4:03.85,Lyudmila ROGACHOVA,30 OCT 1966,EUN,2sf1,"Estadio Olímpico, Barcelona (ESP)",06 AUG 1992
4:03.85,Hayley PARRY-TULLETT,17 FEB 1973,GBR,4sf1,"Stade de France, Paris-St-Denis (FRA)",29 AUG 2003
4:03.85,Hanna KLEIN,06 APR 1993,GER,2,"Stade Delort, Marseille (FRA)",15 JUN 2022
4:03.85,Sarah HEALY,13 FEB 2001,IRL,1,"Paavo Nurmen Stadion, Turku (FIN)",13 JUN 2023
4:03.86,Yunxia QU,25 DEC 1972,CHN,3sf2,"Estadio Olímpico, Barcelona (ESP)",06 AUG 1992
4:03.86,Olga NELYUBOVA,12 JUL 1964,RUS,1,Thessaloniki (GRE),24 JUL 2002
4:03.86,Olga YEGOROVA,28 MAR 1972,RUS,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",01 JUN 2006
4:03.86,Hellen OBIRI,13 DEC 1989,KEN,3,"Luzhniki Stadion, Moskva (RUS)",15 AUG 2013
4:03.86,Winny CHEBET,20 DEC 1990,KEN,10,"Stadio Olimpico, Roma (ITA)",06 JUN 2019
4:03.86,Katie SNOWDEN,09 MAR 1994,GBR,10,"Stadio Luigi Ridolfi, Firenze (ITA)",10 JUN 2021
4:03.86,Wubrist ASCHAL,10 MAR 2005,ETH,4,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",07 MAY 2022
4:03.87,Andrea LANGE-HAHMANN,03 JUN 1966,GDR,1,Düsseldorf (GER),19 JUN 1988
4:03.87,Olga ROSSEYEVA,01 AUG 1981,RUS,1,Moskva (RUS),27 JUL 2001
4:03.87,Hayley PARRY-TULLETT,17 FEB 1973,GBR,3,Paris (FRA),04 JUL 2003
4:03.87,Mary KURIA,29 NOV 1987,KEN,1f1,Huelva (ESP),07 JUN 2012
4:03.87,Judith KIYENG,10 DEC 1993,KEN,8,"Suhaim bin Hamad Stadium, Doha (QAT)",04 MAY 2018
4:03.87,Judith KIYENG,10 DEC 1993,KEN,5,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",07 MAY 2022
4:03.88,Silvana CRUCIATA,15 FEB 1953,ITA,2,Torino (ITA),15 JUL 1981
4:03.88,Carla SACRAMENTO,10 DEC 1971,POR,4,"Stadio Olimpico, Roma (ITA)",30 JUN 2000
4:03.88,Liliya SHOBUKHOVA,13 NOV 1977,RUS,5,Tula (RUS),01 AUG 2004
4:03.88,Meraf BAHTA,24 JUN 1989,SWE,1,Heusden-Zolder (BEL),19 JUL 2014
4:03.88,Sifan HASSAN,01 JAN 1993,NED,1h1,"Khalifa International Stadium, Doha (QAT)",02 OCT 2019
4:03.88,Gaia SABBATINI,10 JUN 1999,ITA,2,"Paavo Nurmen Stadion, Turku (FIN)",13 JUN 2023
4:03.89,Lyubov KREMLYOVA,21 DEC 1961,URS,1,Moskva (URS),05 SEP 1988
4:03.89,Daniela YORDANOVA,08 MAR 1976,BUL,1,Sofia (BUL),10 JUN 2000
4:03.89,Irina LISHCHINSKA,15 JAN 1976,UKR,10,"Stade Louis II, Monaco (MON)",13 SEP 2003
4:03.89,Nancy Jebet LANGAT,22 AUG 1981,KEN,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2005
4:03.89,Shannon ROWBURY,19 SEP 1984,USA,4h3,"National Stadium, Beijing (CHN)",21 AUG 2008
4:03.89,Siham HILALI,02 MAY 1986,MAR,3,"Suhaim bin Hamad Stadium, Doha (QAT)",14 MAY 2010
4:03.89,Eilish MCCOLGAN,25 NOV 1990,GBR,4f1,"Hilmer Lodge Stadium, Walnut, CA (USA)",09 MAY 2021
4:03.89,Laura MUIR,09 MAY 1993,GBR,2h1,"National Stadium, Tokyo (JPN)",02 AUG 2021
4:03.9h,Zoya RIGEL,15 OCT 1952,URS,2,Tbilisi (GEO),17 SEP 1978
4:03.90,Maricica PUICĂ,29 JUL 1950,ROU,5,"Neckarstadion, Stuttgart (GER)",31 AUG 1986
4:03.9h,Birgit BARTH,19 JUN 1962,GDR,1,Potsdam (GDR),14 JUN 1987
4:03.90,Liliya SHOBUKHOVA,13 NOV 1977,RUS,5,Tula (RUS),15 JUN 2006
4:03.90,Tigist KETEMA,15 SEP 1998,ETH,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",30 JUN 2021
4:03.90,Katie SNOWDEN,09 MAR 1994,GBR,3f1,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",06 MAY 2022
4:03.91,Ileana SILAI,14 OCT 1941,ROU,2,Bucureşti (ROU),11 AUG 1978
4:03.91,Carla SACRAMENTO,10 DEC 1971,POR,6,"Olympic Stadium, Atlanta, GA (USA)",03 AUG 1996
4:03.91,Joanne PAVEY,20 SEP 1973,GBR,2,Madrid (ESP),19 JUL 2003
4:03.91,Erin DONOHUE,08 MAY 1983,USA,2,Heusden-Zolder (BEL),10 JUL 2010
4:03.91,Morgan UCENY,10 MAR 1985,USA,1,"Hayward Field, Eugene, OR (USA)",25 JUN 2011
4:03.91,Hannah ENGLAND,06 MAR 1987,GBR,4,"Stadio Olimpico, Roma (ITA)",06 JUN 2013
4:03.91,Nancy Jebet LANGAT,22 AUG 1981,KEN,8,"Stade Louis II, Monaco (MON)",19 JUL 2013
4:03.91,Jenny SIMPSON,23 AUG 1986,USA,1,Tokyo (JPN),11 MAY 2014
4:03.92,Elena FIDATOV,24 JUL 1960,ROU,2,Pitesti (ROU),28 JUN 1986
4:03.92,Olga KUZNETSOVA,23 OCT 1967,RUS,5,Tula (RUS),26 JUL 2000
4:03.92,Judit VARGA,16 APR 1976,HUN,1,Paris (FRA),23 JUL 2004
4:03.92,Shannon ROWBURY,19 SEP 1984,USA,5,"Eugene, OR (USA)",07 JUN 2009
4:03.92,Natalya PANTELEYEVA,10 SEP 1983,RUS,4,Cheboksary (RUS),26 JUL 2009
4:03.92,Anna KONOVALOVA,04 JUL 1988,RUS,4,Cheboksary (RUS),24 JUL 2011
4:03.92,Siham HILALI,02 MAY 1986,MAR,7,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013
4:03.93,Yekaterina PODKOPAYEVA,11 JUN 1952,EUN,4sf2,"Estadio Olímpico, Barcelona (ESP)",06 AUG 1992
4:03.93,Kutre DULECHA,22 AUG 1978,ETH,2,"FBK Stadium, Hengelo (NED)",01 JUN 1998
4:03.93,Kelly HOLMES,19 APR 1970,GBR,1,"FBK Stadium, Hengelo (NED)",02 JUN 2002
4:03.93,Natalia RODRÍGUEZ,02 JUN 1979,ESP,5f1,"Stadio Guidobaldi, Rieti (ITA)",10 SEP 2011
4:03.93,Colleen QUIGLEY,20 NOV 1992,USA,1,Heusden-Zolder (BEL),22 JUL 2017
4:03.93,Faith KIPYEGON,10 JAN 1994,KEN,2h1,"Khalifa International Stadium, Doha (QAT)",02 OCT 2019
4:03.93,Winny CHEBET,20 DEC 1990,KEN,3h1,"National Stadium, Tokyo (JPN)",02 AUG 2021
4:03.93,Sofia ENNAOUI,30 AUG 1995,POL,8,"Mestský Stadion, Ostrava (CZE)",31 MAY 2022
4:03.94,Olga NELYUBOVA,12 JUL 1964,RUS,5,"Stade Louis II, Monaco (MON)",16 AUG 1997
4:03.94,Lidia CHOJECKA,25 JAN 1977,POL,2,"Olympiastadion, Berlin (GER)",01 SEP 2000
4:03.94,Tizita BOGALE,13 JUL 1993,ETH,5,Barcelona (ESP),22 JUL 2011
4:03.94,Morgan UCENY,10 MAR 1985,USA,1,"Greenville, SC (USA)",04 JUN 2016
4:03.95,Maricica PUICĂ,29 JUL 1950,ROU,1,Lausanne (SUI),14 JUL 1982
4:03.95,Lixin LAN,14 FEB 1979,CHN,1,Jinzhou (CHN),08 JUN 2000
4:03.95,Nancy Jebet LANGAT,22 AUG 1981,KEN,5,Rieti (ITA),06 SEP 2009
4:03.95,Rababe ARAFI,12 JAN 1991,MAR,2,Durban (RSA),24 JUN 2016
4:03.95,Faith KIPYEGON,10 JAN 1994,KEN,1sf1,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016
4:03.95,Georgia GRIFFITH,05 DEC 1996,AUS,1f3,"Friidrettsstadion, Jessheim (NOR)",02 JUN 2022
4:03.95,Ellie BAKER,03 JUN 1998,GBR,3,"Paavo Nurmen Stadion, Turku (FIN)",13 JUN 2023
4:03.96,Tatyana TOMASHOVA,01 JUL 1975,RUS,1,Tula (RUS),13 JUL 2001
4:03.96,Carla SACRAMENTO,10 DEC 1971,POR,4,"Commonwealth Stadium, Edmonton (CAN)",07 AUG 2001
4:03.96,Olga NELYUBOVA,12 JUL 1964,RUS,9,Zürich (SUI),16 AUG 2002
4:03.96,Meskerem LEGESSE,28 SEP 1986,ETH,3,"Eugene, OR (USA)",24 MAY 2003
4:03.96,Lidia CHOJECKA,25 JAN 1977,POL,8,"Stade Louis II, Monaco (MON)",20 AUG 2006
4:03.96,Christin WURTH-THOMAS,11 JUL 1980,USA,1,"Icahn Stadium, New York, NY (USA)",30 MAY 2009
4:03.96,Sheila REID,02 AUG 1989,CAN,9,"Hayward Field, Eugene, OR (USA)",28 MAY 2016
4:03.96,Morgan UCENY,10 MAR 1985,USA,10,"Olympic Stadium, London (GBR)",22 JUL 2016
4:03.96,Angelika CICHOCKA,15 MAR 1988,POL,4sf1,"Olympic Stadium, London (GBR)",05 AUG 2017
4:03.97,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,2sf2,"Yanmar Stadium Nagai, Osaka (JPN)",31 AUG 2007
4:03.97,Nicole SIFUENTES,30 JUN 1986,CAN,2,"Greenville, SC (USA)",04 JUN 2016
4:03.98,Nikolina SHTEREVA,21 JAN 1955,BUL,3,Budapest (HUN),11 AUG 1986
4:03.98,Olga KOMYAGINA,10 FEB 1974,RUS,1,Leverkusen (GER),26 AUG 2001
4:03.98,Nuria FERNÁNDEZ,16 AUG 1976,ESP,1,San Sebastián (ESP),03 JUL 2004
4:03.98,Laura WEIGHTMAN,01 JUL 1991,GBR,4,"Hampden Park, Glasgow (GBR)",11 JUL 2014
4:03.98,Perine NENGAMPI,1989,KEN,2,Heusden-Zolder (BEL),19 JUL 2014
4:03.98,Colleen QUIGLEY,20 NOV 1992,USA,2f2,"Jesuit High School Track, Portland, OR (USA)",21 JUL 2020
4:03.98,Susan Lokayo EJORE,09 NOV 1995,KEN,1f1,"Vanderbilt Track, Nashville, TN (USA)",05 JUN 2022
4:03.98,Faith KIPYEGON,10 JAN 1994,KEN,1sf2,"Hayward Field, Eugene, OR (USA)",16 JUL 2022
4:03.99,Diana RICHBURG,02 JUL 1963,USA,2,Paris (FRA),16 JUL 1987
4:03.99,Nuria FERNÁNDEZ,16 AUG 1976,ESP,9,"Stadio Olimpico, Roma (ITA)",12 JUL 2002
4:03.99,Natalya GORELOVA,18 APR 1973,RUS,4,Tula (RUS),10 AUG 2003
4:03.99,Carla SACRAMENTO,10 DEC 1971,POR,7,"Stadio Olimpico, Roma (ITA)",02 JUL 2004
4:03.99,Marta PEN FREITAS,31 JUL 1993,POR,7,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018
4:04.00,Natalia MĂRĂŞESCU,03 OCT 1952,ROU,1,Athina (GRE),30 JUN 1976
4:04.0h,Galina ZAKHAROVA,07 SEP 1956,URS,1,Tallinn (EST),28 JUN 1984
4:04.00,Maite ZÚÑIGA,28 DEC 1964,ESP,5sf2,"Estadio Olímpico, Barcelona (ESP)",06 AUG 1992
4:04.00,Yelena KALEDINA,28 OCT 1966,RUS,6,St. Petersburg (RUS),04 JUL 1996
4:04.00,Qing LIU,28 APR 1986,CHN,1,Nanjing (CHN),19 OCT 2005
4:04.00,Shannon ROWBURY,19 SEP 1984,USA,5,"Icahn Stadium, New York, NY (USA)",12 JUN 2010
4:04.00,Axumawit EMBAYE,18 OCT 1994,ETH,2,Barcelona (ESP),09 JUL 2016
4:04.00,Nikki HILTZ,23 OCT 1994,USA,3h1,"Khalifa International Stadium, Doha (QAT)",02 OCT 2019
4:04.01,Natalia RODRÍGUEZ,02 JUN 1979,ESP,6,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004
4:04.01,Carmen DOUMA-HUSSAR,12 MAR 1977,CAN,6,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004
4:04.01,Nancy Jebet LANGAT,22 AUG 1981,KEN,1,"AC Gianni Brera, Milano (ITA)",01 JUN 2005
4:04.01,Morgan UCENY,10 MAR 1985,USA,6,"Icahn Stadium, New York, NY (USA)",12 JUN 2010
4:04.01,Irene JELAGAT,10 DEC 1988,KEN,6,"Stade Louis II, Monaco (MON)",22 JUL 2011
4:04.01,Jessica HULL,22 OCT 1996,AUS,1,"McKenzie Community Track, Vida, OR (USA)",22 JUN 2021
4:04.02,Olga KOMYAGINA,10 FEB 1974,RUS,1,Rieti (ITA),03 SEP 2000
4:04.02,Sifan HASSAN,01 JAN 1993,ETH,1,"Mestský Stadion, Ostrava (CZE)",27 JUN 2013
4:04.02,Gabriela DEBUES-STAFFORD,13 SEP 1995,CAN,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2019
4:04.02,Michaela MEYER,04 JUL 1998,USA,4,"Trabuco Hills HS, Mission Viejo, CA (USA)",18 JUL 2021
4:04.02,Allie WILSON,31 MAR 1996,USA,3,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",29 JUL 2022
4:04.03,Paula IVAN,20 JUL 1963,ROU,1,Rieti (ITA),31 AUG 1988
4:04.03,Natalya ARTYOMOVA,05 JAN 1963,URS,2,Moskva (URS),05 SEP 1988
4:04.03,Siham HILALI,02 MAY 1986,MAR,4,"Stade Louis II, Monaco (MON)",25 JUL 2007
4:04.03,Winnie NANYONDO,23 AUG 1993,UGA,8,"FBK Stadium, Hengelo (NED)",04 JUN 2023
4:04.04,Olga NELYUBOVA,12 JUL 1964,RUS,11,"Stade Louis II, Monaco (MON)",19 JUL 2002
4:04.04,Olga YEGOROVA,28 MAR 1972,RUS,1,Rethymno (GRE),23 JUN 2004
4:04.04,Lidia CHOJECKA,25 JAN 1977,POL,3,Zürich (SUI),06 AUG 2004
4:04.04,Kalkidan GEZAHEGNE,08 MAY 1991,ETH,7,"Stadio Olimpico, Roma (ITA)",10 JUL 2009
4:04.04,Svetlana KARAMASHEVA,24 MAY 1988,RUS,4,Cheboksary (RUS),06 JUL 2012
4:04.04,Meraf BAHTA,24 JUN 1989,SWE,2sf2,"Olympic Stadium, London (GBR)",05 AUG 2017
4:04.04,Winnie NANYONDO,23 AUG 1993,UGA,4h1,"Khalifa International Stadium, Doha (QAT)",02 OCT 2019
4:04.05,Svetlana KITOVA,25 JUN 1960,URS,3,Rieti (ITA),03 SEP 1989
4:04.05,Jinqing ZHANG,21 JUN 1977,CHN,h,Shanghai (CHN),17 OCT 1997
4:04.05,Olga NELYUBOVA,12 JUL 1964,RUS,2,Nice (FRA),08 JUL 2000
4:04.05,Jackline MARANGA,16 DEC 1977,KEN,5,Rieti (ITA),08 SEP 2002
4:04.05,Hannah ENGLAND,06 MAR 1987,GBR,1,"FBK Stadium, Hengelo (NED)",27 MAY 2012
4:04.05,Kate GRACE,24 OCT 1988,USA,,"Olympic Stadium, London (GBR)",22 JUL 2018
4:04.05,Hirut MESHESHA,20 JAN 2001,ETH,2sf2,"Hayward Field, Eugene, OR (USA)",16 JUL 2022
4:04.06,Tatyana SAMOLENKO,12 AUG 1961,URS,1,Oslo (NOR),02 JUL 1988
4:04.06,Olga NELYUBOVA,12 JUL 1964,RUS,5,"Stade Louis II, Monaco (MON)",04 AUG 1999
4:04.06,Malindi ELMORE,13 MAR 1980,CAN,3,"Eugene, OR (USA)",19 JUN 2004
4:04.06,Kelly HOLMES,19 APR 1970,GBR,1,"Crystal Palace, London (GBR)",30 JUL 2004
4:04.06,Siham HILALI,02 MAY 1986,MAR,1,Mersin (TUR),26 JUN 2013
4:04.06,Alexa EFRAIMSON,20 FEB 1997,USA,7,"Olympic Stadium, Nanjing (CHN)",21 MAY 2019
4:04.06,Sofia ENNAOUI,30 AUG 1995,POL,12,"Olympic Stadium, London (GBR)",20 JUL 2019
4:04.07,Hind DEHIBA CHAHYD,17 MAR 1979,FRA,10,Paris (FRA),08 JUL 2006
4:04.07,Jenny SIMPSON,23 AUG 1986,USA,2,Rovereto (ITA),04 SEP 2012
4:04.07,Irene JELAGAT,10 DEC 1988,KEN,5,"Icahn Stadium, New York, NY (USA)",14 JUN 2014
4:04.08,Doina MELINTE,27 DEC 1956,ROU,4,"Stadio Olimpico, Roma (ITA)",10 SEP 1986
4:04.08,Nozomi TANAKA,04 SEP 1999,JPN,1,"Aoba Park Athletic Field, Chitose (JPN)",17 JUL 2021
4:04.09,Yekaterina PODKOPAYEVA,11 JUN 1952,RUS,1,Rieti (ITA),28 AUG 1994
4:04.09,Yelena ZADOROZHNAYA,03 DEC 1977,RUS,3,Oslo (NOR),28 JUN 2002
4:04.09,Tatyana TOMASHOVA,01 JUL 1975,RUS,4,Paris (FRA),04 JUL 2003
4:04.09,Hind DEHIBA CHAHYD,17 MAR 1979,FRA,10,Rieti (ITA),27 AUG 2006
4:04.09,Zoe BUCKMAN,21 DEC 1988,AUS,9,"Hayward Field, Eugene, OR (USA)",31 MAY 2014
4:04.09,Linden HALL,20 JUN 1991,AUS,,"Olympic Stadium, London (GBR)",22 JUL 2018
4:04.1h,Nadezhda OLIZARENKO,28 NOV 1953,URS,,Dortmund (GER),01 JUL 1978
4:04.1h,Grete WAITZ,01 OCT 1953,NOR,1,Bruxelles (BEL),04 SEP 1979
4:04.1h,Alla YUSHINA,20 AUG 1958,URS,1,Krasnodar (URS),07 AUG 1983
4:04.1h,Marina YACHMENEVA,14 JUL 1961,URS,2,Kiev (URS),24 JUN 1988
4:04.10,Carla SACRAMENTO,10 DEC 1971,POR,,"Stade Louis II, Monaco (MON)",11 AUG 1992
4:04.10,Lidia CHOJECKA,25 JAN 1977,POL,8,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004
4:04.10,Hellen OBIRI,13 DEC 1989,KEN,1f2,"Stadio Guidobaldi, Rieti (ITA)",10 SEP 2011
4:04.10,Axumawit EMBAYE,18 OCT 1994,ETH,5,"FBK Stadium, Hengelo (NED)",08 JUN 2014
4:04.10,Maryam Yusuf JAMAL,16 SEP 1984,BRN,6,"FBK Stadium, Hengelo (NED)",08 JUN 2014
4:04.10,Violah CHEPTOO,01 MAR 1989,KEN,2,Lignano Sabbiadoro (ITA),07 JUL 2015
4:04.10,Sara KUIVISTO,17 AUG 1991,FIN,4h1,"National Stadium, Tokyo (JPN)",02 AUG 2021
4:04.10,Edinah JEBITOK,10 NOV 2001,KEN,9,"FBK Stadium, Hengelo (NED)",04 JUN 2023
4:04.11,Karin BURNELEIT,18 AUG 1943,GDR,4,"Olympiastadion, München (GER)",09 SEP 1972
4:04.11,Olga YEGOROVA,28 MAR 1972,RUS,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 2002
4:04.11,Ingvill MÅKESTAD BOVIM,07 AUG 1981,NOR,3,Heusden-Zolder (BEL),19 JUL 2014
4:04.11,Laura WEIGHTMAN,01 JUL 1991,GBR,6,"Olympic Stadium, London (GBR)",07 AUG 2017
4:04.11,Ellie BAKER,03 JUN 1998,GBR,3,"Stade des Grands Pêchers, Montreuil (FRA)",31 MAY 2023
4:04.11,Ciara MAGEEAN,12 MAR 1992,IRL,,"Bislett Stadion, Oslo (NOR)",15 JUN 2023
4:04.11,Martyna GALANT,26 JAN 1995,POL,7,"Mestský Stadion, Ostrava (CZE)",27 JUN 2023
4:04.12,Lynn WILLIAMS,11 JUL 1960,CAN,3,Lausanne (SUI),10 JUL 1985
4:04.12,Ravilya AGLETDINOVA,10 FEB 1960,URS,3,Kiev (URS),07 JUL 1990
4:04.12,Cristina VASILOIU,04 MAR 1988,ROU,3,Kalamata (GRE),04 JUN 2008
4:04.12,Ingvill MÅKESTAD BOVIM,07 AUG 1981,NOR,6f1,"Stadio Guidobaldi, Rieti (ITA)",10 SEP 2011
4:04.12,Rababe ARAFI,12 JAN 1991,MAR,1,"National Stadium, Beijing (CHN)",20 MAY 2015
4:04.12,Rachel SCHNEIDER,18 JUL 1991,USA,5,"Trabuco Hills HS, Mission Viejo, CA (USA)",18 JUL 2021
4:04.12,Freweyni HAILU,12 FEB 2001,ETH,5h1,"National Stadium, Tokyo (JPN)",02 AUG 2021
4:04.12,Wezam TESFAY,03 JAN 2005,ETH,9,"Mestský Stadion, Ostrava (CZE)",31 MAY 2022
4:04.12,Nikki HILTZ,23 OCT 1994,USA,1f1,"Jack Kemp Stadium, Los Angeles, CA (USA)",15 JUL 2022
4:04.13,Svetlana KITOVA,25 JUN 1960,URS,3,Moskva (URS),10 JUN 1990
4:04.13,Natalya GORELOVA,18 APR 1973,RUS,6,"Stade Charléty, Paris (FRA)",14 SEP 2002
4:04.13,Mary KURIA,29 NOV 1987,KEN,1,Huelva (ESP),03 JUN 2016
4:04.13,Ciara MAGEEAN,12 MAR 1992,IRL,1f1,Barcelona (ESP),11 JUL 2018
4:04.13,Hawi FEYSA,01 FEB 1999,ETH,3,"Mestský Stadion, Ostrava (CZE)",20 JUN 2019
4:04.13,Melissa COURTNEY-BRYANT,30 AUG 1993,GBR,10,"Mestský Stadion, Ostrava (CZE)",31 MAY 2022
4:04.14,Wendy SLY,05 NOV 1959,GBR,5,"Olympiastadion, Helsinki (FIN)",14 AUG 1983
4:04.14,Nuria FERNÁNDEZ,16 AUG 1976,ESP,4,Zürich (SUI),06 AUG 2004
4:04.14,Yuliya CHIZHENKO,30 AUG 1979,RUS,5,Cheboksary (RUS),06 JUL 2012
4:04.14,Cory Ann MCGEE,29 MAY 1992,USA,2,"Memphis, TN (USA)",10 AUG 2019
4:04.14,Ciara MAGEEAN,12 MAR 1992,GBR,2,"Alexander Stadium, Birmingham (GBR)",07 AUG 2022
4:04.15,Maricica PUICĂ,29 JUL 1950,ROU,3,"Memorial Coliseum, Los Angeles, CA (USA)",11 AUG 1984
4:04.15,Lidia CHOJECKA,25 JAN 1977,POL,2,Ostrava (CZE),08 JUN 2004
4:04.15,Hanna KLEIN,06 APR 1993,GER,2,Heusden-Zolder (BEL),22 JUL 2017
4:04.15,Marta PEN FREITAS,31 JUL 1993,POR,10sf2,"National Stadium, Tokyo (JPN)",04 AUG 2021
4:04.16,Christin WURTH-THOMAS,11 JUL 1980,USA,4sf1,"Olympiastadion, Berlin (GER)",21 AUG 2009
4:04.16,Ibtissam LAKHOUAD,07 DEC 1980,MAR,8,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010
4:04.16,Fanjanteino FELIX,26 JAN 1980,FRA,6,"Estadio Olímpico, Barcelona (ESP)",01 AUG 2010
4:04.16,Gudaf TSEGAY,23 JUN 1997,ETH,10,"Stadio Olimpico, Roma (ITA)",04 JUN 2015
4:04.16,Laura MUIR,09 MAY 1993,GBR,3sf2,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016
4:04.16,Jenny SIMPSON,23 AUG 1986,USA,8,"Hayward Field, Eugene, OR (USA)",27 MAY 2017
4:04.16,Angelika CICHOCKA,15 MAR 1988,POL,7,"Olympic Stadium, London (GBR)",07 AUG 2017
4:04.16,Jessica HULL,22 OCT 1996,AUS,3,"Irvine, CA (USA)",15 MAY 2021
4:04.17,Ileana SILAI,14 OCT 1941,ROU,1,Ankara (TUR),10 SEP 1977
4:04.17,Viorica GHICAN,09 JUN 1965,ROU,3,Monaco (MON),02 AUG 1988
4:04.17,Naomi MUGO,02 JAN 1977,KEN,7,Nice (FRA),16 JUL 1998
4:04.17,Maria CIONCAN,19 JUN 1977,ROU,2,Bergen (NOR),11 JUN 2004
4:04.17,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,4,Paris (FRA),18 JUL 2008
4:04.17,Janeth JEPKOSGEI,13 DEC 1983,KEN,6,"Letzigrund, Zürich (SUI)",19 AUG 2010
4:04.17,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,5,"Olympiastadion, Stockholm (SWE)",21 AUG 2014
4:04.17,Lauren JOHNSON,04 MAY 1987,USA,2,Heusden-Zolder (BEL),18 JUL 2015
4:04.17,Rababe ARAFI,12 JAN 1991,MAR,3h3,"National Stadium, Beijing (CHN)",22 AUG 2015
4:04.17,Georgia GRIFFITH,05 DEC 1996,AUS,5,Gold Coast (AUS),10 APR 2018
4:04.17,Kristiina MÄKI,22 SEP 1991,CZE,11,"Mestský Stadion, Ostrava (CZE)",31 MAY 2022
4:04.18,Doina MELINTE,27 DEC 1956,ROU,1,Nice (FRA),10 JUL 1990
4:04.18,Regina JACOBS,28 AUG 1963,USA,5,Stockholm (SWE),12 JUL 1994
4:04.18,Kelly HOLMES,19 APR 1970,GBR,3,Ostrava (CZE),08 JUN 2004
4:04.18,Maria CIONCAN,19 JUN 1977,ROU,5,Zürich (SUI),06 AUG 2004
4:04.18,Cristina VASILOIU,04 MAR 1988,ROU,2,Bucureşti (ROU),06 JUN 2008
4:04.18,Shannon ROWBURY,19 SEP 1984,USA,3,"Olympiastadion, Berlin (GER)",23 AUG 2009
4:04.18,Treniere MOSER,27 OCT 1981,USA,5,"Hampden Park, Glasgow (GBR)",11 JUL 2014
4:04.18,Sifan HASSAN,01 JAN 1993,NED,1,"Letzigrund, Zürich (SUI)",15 AUG 2014
4:04.18,Axumawit EMBAYE,18 OCT 1994,ETH,5,"Suhaim bin Hamad Stadium, Doha (QAT)",15 MAY 2015
