Mark,Competitor,DOB,Nat,Pos,Venue,Date
3:56.65,Yekaterina PODKOPAYEVA,11 JUN 1952,URS,1,Rieti (ITA),02 SEP 1984
3:56.68,Genzebe DIBABA,08 FEB 1991,ETH,1,"Stadion Śląski, Chorzów (POL)",08 JUN 2018
3:56.69,Sifan HASSAN,01 JAN 1993,NED,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021
3:56.7h,Doina MELINTE,27 DEC 1956,ROU,1,Bucureşti (ROU),12 JUL 1986
3:56.72,Faith KIPYEGON,10 JAN 1994,KEN,2,Paris (FRA),27 AUG 2016
3:56.73,Laura MUIR,09 MAY 1993,GBR,2,"Stadio Olimpico, Roma (ITA)",06 JUN 2019
3:56.74,Yelena SOBOLEVA,03 OCT 1982,RUS,1,"Olympic Stadium, Athina (GRE)",03 JUL 2006
3:56.79,Maryam Yusuf JAMAL,16 SEP 1984,BRN,1,Rieti (ITA),28 AUG 2005
3:56.80,Faith KIPYEGON,10 JAN 1994,KEN,1sf1,"National Stadium, Tokyo (JPN)",04 AUG 2021
3:56.82,Faith KIPYEGON,10 JAN 1994,KEN,1,"Shanghai Stadium, Shanghai (CHN)",14 MAY 2016
3:56.86,Laura MUIR,09 MAY 1993,GBR,2,"Boudewijnstadion, Bruxelles (BEL)",02 SEP 2022
3:56.9h,Zamira ZAYTSEVA,16 FEB 1953,URS,4,Moskva (URS),06 JUL 1980
3:56.91,Lyudmila ROGACHOVA,30 OCT 1966,EUN,2,"Estadio Olímpico, Barcelona (ESP)",08 AUG 1992
3:56.91,Tatyana TOMASHOVA,01 JUL 1975,RUS,1,"Ullevi Stadium, Göteborg (SWE)",13 AUG 2006
3:56.91,Diribe WELTEJI,13 MAY 2002,ETH,1,"Stadion Śląski, Chorzów (POL)",06 AUG 2022
3:56.94,Freweyni HAILU,12 FEB 2001,ETH,3,"Boudewijnstadion, Bruxelles (BEL)",02 SEP 2022
3:56.97,Gabriela SZABO,14 NOV 1975,ROU,1,"Stade Louis II, Monaco (MON)",08 AUG 1998
3:56.98,Faith KIPYEGON,10 JAN 1994,KEN,2,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013
3:57.00,Sifan HASSAN,01 JAN 1993,NED,1,Paris (FRA),05 JUL 2014
3:57.03,Liu JING,03 FEB 1971,CHN,h,Shanghai (CHN),17 OCT 1997
3:57.04,Faith KIPYEGON,10 JAN 1994,KEN,1,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017
3:57.05,Svetlana GUSKOVA,19 AUG 1957,URS,4f1,Kiev (URS),27 JUL 1982
3:57.05,Hellen OBIRI,13 DEC 1989,KEN,1,"Hayward Field, Eugene, OR (USA)",31 MAY 2014
3:57.08,Yunxia QU,25 DEC 1972,CHN,3,"Estadio Olímpico, Barcelona (ESP)",08 AUG 1992
3:57.08,Sifan HASSAN,01 JAN 1993,NED,1,"Letzigrund, Zürich (SUI)",29 AUG 2019
3:57.09,Laura MUIR,09 MAY 1993,GBR,2,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023
3:57.10,Sifan HASSAN,01 JAN 1993,NED,1,"Stade Charléty, Paris (FRA)",01 JUL 2017
3:57.11,Svetlana MASTERKOVA,17 JAN 1968,RUS,2,"Stade Louis II, Monaco (MON)",08 AUG 1998
3:57.12,Mary DECKER,04 AUG 1958,USA,1,Stockholm (SWE),26 JUL 1983
3:57.13,Sifan HASSAN,01 JAN 1993,NED,3,Paris (FRA),27 AUG 2016
3:57.15,Yinglai LANG,22 AUG 1979,CHN,h,Shanghai (CHN),17 OCT 1997
3:57.22,Maricica PUICĂ,29 JUL 1950,ROU,1,Bucureşti (ROU),01 JUL 1984
3:57.22,Jenny SIMPSON,23 AUG 1986,USA,2,Paris (FRA),05 JUL 2014
3:57.22,Sifan HASSAN,01 JAN 1993,NED,2,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017
3:57.24,Mary SLANEY,04 AUG 1958,USA,1,Bruxelles (BEL),30 AUG 1985
3:57.27,Jiang BO,13 MAR 1977,CHN,h,Shanghai (CHN),17 OCT 1997
3:57.29,Yuliya CHIZHENKO,30 AUG 1979,RUS,2,Rieti (ITA),27 AUG 2006
3:57.29,Jessica HULL,22 OCT 1996,AUS,3,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023
3:57.30,Jenny SIMPSON,23 AUG 1986,USA,4,"Stade Louis II, Monaco (MON)",17 JUL 2015
3:57.30,Hirut MESHESHA,20 JAN 2001,ETH,1,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",05 JUN 2022
3:57.33,Freweyni HAILU,12 FEB 2001,ETH,1,"FBK Stadium, Hengelo (NED)",08 JUN 2021
3:57.34,Shelby HOULIHAN,08 FEB 1993,USA,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2018
3:57.38,Diribe WELTEJI,13 MAY 2002,ETH,1,"Mestský Stadion, Ostrava (CZE)",27 JUN 2023
3:57.4h,Yekaterina PODKOPAYEVA,11 JUN 1952,URS,5,Moskva (URS),06 JUL 1980
3:57.40,Suzy FAVOR HAMILTON,08 AUG 1968,USA,1,"Bislett Stadion, Oslo (NOR)",28 JUL 2000
3:57.40,Gudaf TSEGAY,23 JUN 1997,ETH,3,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16 JUN 2019
3:57.40,Laura MUIR,09 MAY 1993,GBR,1,"Olympiastadion, Berlin (GER)",13 SEP 2020
3:57.41,Jackline MARANGA,16 DEC 1977,KEN,3,"Stade Louis II, Monaco (MON)",08 AUG 1998
3:57.41,Sifan HASSAN,01 JAN 1993,NED,,"Olympic Stadium, London (GBR)",22 JUL 2018
3:57.46,Linli ZHANG,06 MAR 1973,CHN,3,Beijing (CHN),11 SEP 1993
3:57.48,Maricica PUICĂ,29 JUL 1950,ROU,1,Bucureşti (ROU),31 JUL 1982
3:57.49,Laura MUIR,09 MAY 1993,GBR,1,"Olympic Stadium, London (GBR)",22 JUL 2016
3:57.50,Tatyana TOMASHOVA,01 JUL 1975,RUS,3,Rieti (ITA),27 AUG 2006
3:57.51,Faith KIPYEGON,10 JAN 1994,KEN,2,"Stade Charléty, Paris (FRA)",01 JUL 2017
3:57.54,Genzebe DIBABA,08 FEB 1991,ETH,3,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013
3:57.54,Freweyni HAILU,12 FEB 2001,ETH,2sf1,"National Stadium, Tokyo (JPN)",04 AUG 2021
3:57.57,Abeba AREGAWI,05 JUL 1990,SWE,2,"Hayward Field, Eugene, OR (USA)",31 MAY 2014
3:57.60,Freweyni HAILU,12 FEB 2001,ETH,4,"National Stadium, Tokyo (JPN)",06 AUG 2021
3:57.61,Yuliya CHIZHENKO,30 AUG 1979,RUS,2,"Ullevi Stadium, Göteborg (SWE)",13 AUG 2006
3:57.64,Gudaf TSEGAY,23 JUN 1997,ETH,1,"Olympiastadion, Stockholm (SWE)",10 JUN 2018
3:57.65,Freweyni HAILU,12 FEB 2001,ETH,2,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",28 MAY 2023
3:57.66,Birke HAYLOM,06 JAN 2006,ETH,3,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",28 MAY 2023
3:57.70,Tetyana POZDNYAKOVA,04 MAR 1956,URS,2,Rieti (ITA),02 SEP 1984
3:57.71,Christiane WARTENBERG,27 OCT 1956,GDR,2,"Lenin Stadium, Moskva (URS)",01 AUG 1980
3:57.71,Carla SACRAMENTO,10 DEC 1971,POR,4,"Stade Louis II, Monaco (MON)",08 AUG 1998
3:57.72,Galina ZAKHAROVA,07 SEP 1956,URS,1,Baku (AZE),14 SEP 1984
3:57.72,Süreyya AYHAN-KOP,06 SEP 1978,TUR,1,"Stade Louis II, Monaco (MON)",13 SEP 2003
3:57.73,Maricica PUICĂ,29 JUL 1950,ROU,2,Bruxelles (BEL),30 AUG 1985
3:57.73,Natalya YEVDOKIMOVA,17 MAR 1978,RUS,2,Rieti (ITA),28 AUG 2005
3:57.75,Süreyya AYHAN-KOP,06 SEP 1978,TUR,1,Bruxelles (BEL),30 AUG 2002
3:57.77,Liu JING,03 FEB 1971,CHN,7,Shanghai (CHN),18 OCT 1997
3:57.77,Genzebe DIBABA,08 FEB 1991,ETH,1,"Shanghai Stadium, Shanghai (CHN)",19 MAY 2012
3:57.78,Olga DVIRNA,11 FEB 1953,URS,1,Budapest (HUN),29 JUL 1981
3:57.78,Shannon ROWBURY,19 SEP 1984,USA,1,"Letzigrund, Zürich (SUI)",01 SEP 2016
3:57.80,Olga DVIRNA,11 FEB 1953,URS,1,"Olympic Stadium, Athina (GRE)",11 SEP 1982
3:57.82,Maricica PUICĂ,29 JUL 1950,ROU,1,Tirrenia (ITA),25 AUG 1982
3:57.82,Genzebe DIBABA,08 FEB 1991,ETH,,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2017
3:57.82,Diribe WELTEJI,13 MAY 2002,ETH,4,"Boudewijnstadion, Bruxelles (BEL)",02 SEP 2022
3:57.83,Yunxia QU,25 DEC 1972,CHN,8,Shanghai (CHN),18 OCT 1997
3:57.84,Diribe WELTEJI,13 MAY 2002,ETH,1,"Drake Stadium, Los Angeles, CA (USA)",27 MAY 2023
3:57.85,Laura MUIR,09 MAY 1993,GBR,2,"Letzigrund, Zürich (SUI)",01 SEP 2016
3:57.86,Laura MUIR,09 MAY 1993,GBR,1,"Olympiastadion, Stockholm (SWE)",23 AUG 2020
3:57.87,Hirut MESHESHA,20 JAN 2001,ETH,2,"Mestský Stadion, Ostrava (CZE)",27 JUN 2023
3:57.90,Kelly HOLMES,19 APR 1970,GBR,1,"Olympic Stadium, Athina (GRE)",28 AUG 2004
3:57.92,Tatyana DOROVSKIKH,12 AUG 1961,EUN,4,"Estadio Olímpico, Barcelona (ESP)",08 AUG 1992
3:58.00,Junxia WANG,09 JAN 1973,CHN,1h,Jinan (CHN),02 JUN 1993
3:58.00,Shannon ROWBURY,19 SEP 1984,USA,4,Paris (FRA),27 AUG 2016
3:58.01,Faith KIPYEGON,10 JAN 1994,KEN,3,"Hayward Field, Eugene, OR (USA)",31 MAY 2014
3:58.02,Yuliya CHIZHENKO,30 AUG 1979,RUS,2,"Olympic Stadium, Athina (GRE)",03 JUL 2006
3:58.03,Ellinor PURRIER ST. PIERRE,20 FEB 1995,USA,1,"Hayward Field, Eugene, OR (USA)",21 JUN 2021
3:58.07,Kelly HOLMES,19 APR 1970,GBR,1,Sheffield (GBR),29 JUN 1997
3:58.09,Dawit SEYAUM,27 JUL 1996,ETH,5,Paris (FRA),27 AUG 2016
3:58.1h,Doina MELINTE,27 DEC 1956,ROU,1,Bucureşti (ROU),09 JUN 1984
3:58.10,Dawit SEYAUM,27 JUL 1996,ETH,2,"Hayward Field, Eugene, OR (USA)",28 MAY 2016
3:58.12,Naomi MUGO,02 JAN 1977,KEN,5,"Stade Louis II, Monaco (MON)",08 AUG 1998
3:58.12,Tatyana TOMASHOVA,01 JUL 1975,RUS,2,"Olympic Stadium, Athina (GRE)",28 AUG 2004
3:58.12,Sifan HASSAN,01 JAN 1993,NED,1,"FBK Stadium, Hengelo (NED)",04 JUN 2023
3:58.17,Nadezhda RALLDUGINA,15 NOV 1957,URS,5f1,Kiev (URS),27 JUL 1982
3:58.18,Dong LIU,24 DEC 1973,CHN,9,Shanghai (CHN),18 OCT 1997
3:58.18,Laura MUIR,09 MAY 1993,GBR,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2018
3:58.18,Freweyni HAILU,12 FEB 2001,ETH,2,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",05 JUN 2022
3:58.18,Gudaf TSEGAY,23 JUN 1997,ETH,2,"Stadion Śląski, Chorzów (POL)",06 AUG 2022
3:58.19,Jenny SIMPSON,23 AUG 1986,USA,6,Paris (FRA),27 AUG 2016
3:58.2h,Natalia MĂRĂŞESCU,03 OCT 1952,ROU,1,Athina (GRE),11 AUG 1979
3:58.20,Anita WEYERMANN,08 DEC 1977,SUI,6,"Stade Louis II, Monaco (MON)",08 AUG 1998
3:58.20,Winny CHEBET,20 DEC 1990,KEN,7,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019
3:58.22,Lili YIN,11 NOV 1979,CHN,h,Shanghai (CHN),17 OCT 1997
3:58.24,Laura MUIR,09 MAY 1993,GBR,1,"Stadion Śląski, Chorzów (POL)",06 SEP 2020
3:58.25,Laura MUIR,09 MAY 1993,GBR,1,"Olympic Stadium, London (GBR)",20 JUL 2019
3:58.26,Doina MELINTE,27 DEC 1956,ROU,1,Bucureşti (ROU),12 JUL 1984
3:58.28,Elvan ABEYLEGESSE,11 SEP 1982,TUR,1,Moskva (RUS),30 MAY 2004
3:58.28,Jenny SIMPSON,23 AUG 1986,USA,4,"Hayward Field, Eugene, OR (USA)",31 MAY 2014
3:58.28,Gabriela DEBUES-STAFFORD,13 SEP 1995,CAN,3sf1,"National Stadium, Tokyo (JPN)",04 AUG 2021
3:58.29,Maricica PUICĂ,29 JUL 1950,ROU,2,Budapest (HUN),29 JUL 1981
3:58.29,Violeta BECLEA-SZEKELY,26 MAR 1965,ROU,1,"Stade Louis II, Monaco (MON)",18 AUG 2000
3:58.3h,Yekaterina PODKOPAYEVA,11 JUN 1952,URS,1,Moskva (URS),12 JUN 1980
3:58.33,Faith KIPYEGON,10 JAN 1994,KEN,1,"Letzigrund, Zürich (SUI)",09 SEP 2021
3:58.36,Ellinor PURRIER,20 FEB 1995,USA,1f1,"Hilmer Lodge Stadium, Walnut, CA (USA)",09 MAY 2021
3:58.37,Tatyana PROVIDOKHINA,26 MAR 1953,URS,1,Podolsk (URS),22 AUG 1982
3:58.38,Suzy FAVOR HAMILTON,08 AUG 1968,USA,7,"Stade Louis II, Monaco (MON)",08 AUG 1998
3:58.39,Maria CIONCAN,19 JUN 1977,ROU,3,"Olympic Stadium, Athina (GRE)",28 AUG 2004
3:58.39,Sifan HASSAN,01 JAN 1993,NED,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2018
3:58.40,Ravilya AGLETDINOVA,10 FEB 1960,URS,1,Moskva (URS),18 AUG 1985
3:58.42,Svetlana MASTERKOVA,17 JAN 1968,RUS,1,"Stadio Olimpico, Roma (ITA)",14 JUL 1998
3:58.42,Jenny SIMPSON,23 AUG 1986,USA,8,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019
3:58.43,Kutre DULECHA,22 AUG 1978,ETH,8,"Stade Louis II, Monaco (MON)",08 AUG 1998
3:58.43,Süreyya AYHAN-KOP,06 SEP 1978,TUR,1,"Olympiastadion, Berlin (GER)",06 SEP 2002
3:58.43,Sifan HASSAN,01 JAN 1993,NED,3,"Letzigrund, Zürich (SUI)",01 SEP 2016
3:58.49,Laura MUIR,09 MAY 1993,GBR,1,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018
3:58.5h,Zamira ZAYTSEVA,16 FEB 1953,URS,2,Moskva (URS),12 JUN 1980
3:58.52,Tatyana TOMASHOVA,01 JUL 1975,RUS,1,"Stade de France, Paris-St-Denis (FRA)",31 AUG 2003
3:58.53,Laura MUIR,09 MAY 1993,GBR,2,"Olympiastadion, Stockholm (SWE)",10 JUN 2018
3:58.54,Jenny SIMPSON,23 AUG 1986,USA,4,"Letzigrund, Zürich (SUI)",01 SEP 2016
3:58.55,Sifan HASSAN,01 JAN 1993,NED,2,"Letzigrund, Zürich (SUI)",09 SEP 2021
3:58.56,Tatyana SAMOLENKO,12 AUG 1961,URS,1,"Stadio Olimpico, Roma (ITA)",05 SEP 1987
3:58.57,Faith KIPYEGON,10 JAN 1994,KEN,1,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023
3:58.58,Hellen OBIRI,13 DEC 1989,KEN,1,"Hayward Field, Eugene, OR (USA)",01 JUN 2013
3:58.59,Abeba AREGAWI,05 JUL 1990,ETH,1,Paris (FRA),06 JUL 2012
3:58.60,Olga DVIRNA,11 FEB 1953,URS,1,Moskva (URS),07 AUG 1981
3:58.60,Yelena SOBOLEVA,03 OCT 1982,RUS,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006
3:58.62,Gabriela DEBUES-STAFFORD,13 SEP 1995,CAN,3,"Hayward Field, Eugene, OR (USA)",28 MAY 2022
3:58.63,Dawit SEYAUM,27 JUL 1996,ETH,5,"Letzigrund, Zürich (SUI)",01 SEP 2016
3:58.64,Renmei WANG,05 JUL 1970,CHN,4,Beijing (CHN),11 SEP 1993
3:58.65,Gabriella DORIO,26 JUN 1957,ITA,2,Tirrenia (ITA),25 AUG 1982
3:58.66,Laura MUIR,09 MAY 1993,GBR,5,"Stade Louis II, Monaco (MON)",17 JUL 2015
3:58.67,Hildegard ULLRICH-KÖRNER,20 DEC 1959,GDR,2,"Stadio Olimpico, Roma (ITA)",05 SEP 1987
3:58.68,Yuliya CHIZHENKO,30 AUG 1979,RUS,1,Tula (RUS),13 JUL 2005
3:58.69,Doina MELINTE,27 DEC 1956,ROU,1,Villeneuve d'Ascq (FRA),29 JUN 1990
3:58.70,Zamira ZAYTSEVA,16 FEB 1953,URS,2,Moskva (URS),07 AUG 1981
3:58.70,Ravilya AGLETDINOVA,10 FEB 1960,URS,2,Praha (TCH),18 AUG 1984
3:58.71,Natalia MĂRĂŞESCU,03 OCT 1952,ROU,1,Moskva (URS),29 JUL 1979
3:58.71,Lyubov KREMLYOVA,21 DEC 1961,RUS,1,Zürich (SUI),19 AUG 1992
3:58.72,Maryam Yusuf JAMAL,16 SEP 1984,BRN,1,"Olympic Stadium, Athina (GRE)",13 JUL 2009
3:58.72,Abeba AREGAWI,05 JUL 1990,SWE,1,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014
3:58.74,Yan WEI,12 OCT 1971,CHN,h,Shanghai (CHN),17 OCT 1997
3:58.75,Maryam Yusuf JAMAL,16 SEP 1984,BRN,1,"Yanmar Stadium Nagai, Osaka (JPN)",02 SEP 2007
3:58.76,Svetlana ULMASOVA,04 FEB 1953,URS,2,Podolsk (URS),22 AUG 1982
3:58.76,Heather MACLEAN,31 AUG 1995,USA,5,"Boudewijnstadion, Bruxelles (BEL)",02 SEP 2022
3:58.78,Gabriela SZABO,14 NOV 1975,ROU,1,Zürich (SUI),16 AUG 2002
3:58.79,Süreyya AYHAN-KOP,06 SEP 1978,TUR,1,"Olympiastadion, München (GER)",11 AUG 2002
3:58.79,Gelete BURKA,23 JAN 1986,ETH,1,"FBK Stadium, Hengelo (NED)",01 JUN 2009
3:58.80,Paula IVAN,20 JUL 1963,ROU,1,Verona (ITA),27 JUL 1988
3:58.80,Axumawit EMBAYE,18 OCT 1994,ETH,3,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",05 JUN 2022
3:58.81,Gabriela SZABO,14 NOV 1975,ROU,2,"Olympiastadion, München (GER)",11 AUG 2002
3:58.81,Jessica HULL,22 OCT 1996,AUS,4sf1,"National Stadium, Tokyo (JPN)",04 AUG 2021
3:58.82,Zamira ZAYTSEVA,16 FEB 1953,URS,2,"Olympic Stadium, Athina (GRE)",11 SEP 1982
3:58.83,Maryam Yusuf JAMAL,16 SEP 1984,BRN,1,"Stade Louis II, Monaco (MON)",28 JUL 2009
3:58.84,Rababe ARAFI,12 JAN 1991,MAR,4,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16 JUN 2019
3:58.85,Sonia O'SULLIVAN,28 NOV 1969,IRL,1,"Stade Louis II, Monaco (MON)",25 JUL 1995
3:58.85,Sinclaire JOHNSON,14 APR 1998,USA,4,"Hayward Field, Eugene, OR (USA)",28 MAY 2022
