Mark,Competitor,DOB,Nat,Pos,Venue,Date
14:26.72,Hellen OBIRI,13 DEC 1989,KEN,1,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019
14:26.76,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,1,Berlin (GER),03 AUG 2019
14:26.80,Fantu WORKU,29 MAR 1999,ETH,2,"Bislett Stadion, Oslo (NOR)",01 JUL 2021
14:26.83,Almaz AYANA,21 NOV 1991,ETH,1,"National Stadium, Beijing (CHN)",30 AUG 2015
14:26.89,Genzebe DIBABA,08 FEB 1991,ETH,1,"Hayward Field, Eugene, OR (USA)",26 MAY 2018
14:26.90,Meseret DEFAR,19 NOV 1983,ETH,1,"Bislett Stadion, Oslo (NOR)",13 JUN 2013
14:26.92,Letesenbet GIDEY,20 MAR 1998,ETH,3,"Bislett Stadion, Oslo (NOR)",16 JUN 2022
14:27.12,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,4,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021
14:27.41,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,1,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010
14:27.49,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,2,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019
14:27.55,Caroline Chepkoech KIPKIRUI,26 MAY 1994,KEN,2,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017
14:27.89,Sifan HASSAN,01 JAN 1993,NED,1,"Hayward Field, Eugene, OR (USA)",20 AUG 2021
14:28.09,Jiang BO,13 MAR 1977,CHN,1,Shanghai (CHN),23 OCT 1997
14:28.24,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,3,"Bislett Stadion, Oslo (NOR)",01 JUL 2021
14:28.39,Sentayehu EJIGU,28 JUN 1985,ETH,2,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010
14:28.43,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,3,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019
14:28.55,Eilish MCCOLGAN,25 NOV 1990,GBR,4,"Bislett Stadion, Oslo (NOR)",01 JUL 2021
14:28.88,Genzebe DIBABA,08 FEB 1991,ETH,1,"Stade Louis II, Monaco (MON)",18 JUL 2014
14:28.98,Meseret DEFAR,19 NOV 1983,ETH,1,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005
14:29.11,Paula RADCLIFFE,17 DEC 1973,GBR,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2004
14:29.19,Almaz AYANA,21 NOV 1991,ETH,2,"Stade Louis II, Monaco (MON)",18 JUL 2014
14:29.32,Olga YEGOROVA,28 MAR 1972,RUS,1,"Olympiastadion, Berlin (GER)",31 AUG 2001
14:29.32,Berhane ADERE,23 NOV 1973,ETH,1,Oslo (NOR),27 JUN 2003
14:29.50,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,2,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",22 MAY 2016
14:29.52,Meseret DEFAR,19 NOV 1983,ETH,1,Paris (FRA),08 JUL 2011
14:29.54,Letesenbet GIDEY,20 MAR 1998,ETH,2,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2019
14:29.60,Tsehay GEMECHU,12 DEC 1998,ETH,4,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019
14:29.63,Fantu WORKU,29 MAR 1999,ETH,4,"FBK Stadium, Hengelo (NED)",08 JUN 2021
14:29.77,Hellen OBIRI,13 DEC 1989,KEN,2,"Estádio Olímpico, Rio de Janeiro (BRA)",19 AUG 2016
14:29.82,Yanmei DONG,16 FEB 1977,CHN,2,Shanghai (CHN),23 OCT 1997
14:29.82,Senbere TEFERI,03 MAY 1995,ETH,3,"Boudewijnstadion, Bruxelles (BEL)",09 SEP 2016
14:29.89,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,3,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2019
14:30.10,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,1,"Letzigrund, Zürich (SUI)",08 SEP 2011
14:30.18,Meseret DEFAR,19 NOV 1983,ETH,1,Ostrava (CZE),27 JUN 2007
14:30.29,Letesenbet GIDEY,20 MAR 1998,ETH,2,"Hayward Field, Eugene, OR (USA)",26 MAY 2018
14:30.32,Lilian Kasait RENGERUK,03 MAY 1997,KEN,5,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021
14:30.40,Tirunesh DIBABA,01 OCT 1985,ETH,1,Oslo (NOR),02 JUN 2006
14:30.42,Sally KIPYEGO,19 DEC 1985,KEN,2,"Letzigrund, Zürich (SUI)",08 SEP 2011
14:30.63,Tirunesh DIBABA,01 OCT 1985,ETH,1,"Boudewijnstadion, Bruxelles (BEL)",25 AUG 2006
14:30.77,Eva CHERONO,15 AUG 1996,KEN,6,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021
14:30.88,Gete WAMI,11 DEC 1974,ETH,1,Hechtel (BEL),05 AUG 2000
14:30.88,Tirunesh DIBABA,01 OCT 1985,ETH,2,Bergen (NOR),11 JUN 2004
14:30.96,Sentayehu EJIGU,28 JUN 1985,ETH,1,"Shanghai Stadium, Shanghai (CHN)",23 MAY 2010
14:31.07,Karoline Bjerkeli GRØVDAL,14 JUN 1990,NOR,4,"Bislett Stadion, Oslo (NOR)",16 JUN 2022
14:31.09,Berhane ADERE,23 NOV 1973,ETH,2,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005
14:31.11,Alicia MONSON,13 MAY 1998,USA,5,"Bislett Stadion, Oslo (NOR)",16 JUN 2022
14:31.14,Linet Chepkwemoi MASAI,05 DEC 1989,KEN,2,"Shanghai Stadium, Shanghai (CHN)",23 MAY 2010
14:31.20,Gelete BURKA,23 JAN 1986,ETH,2,Ostrava (CZE),27 JUN 2007
14:31.26,Eilish MCCOLGAN,25 NOV 1990,GBR,7,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021
14:31.27,Yanmei DONG,16 FEB 1977,CHN,1h,Shanghai (CHN),21 OCT 1997
14:31.30,Jiang BO,13 MAR 1977,CHN,h,Shanghai (CHN),21 OCT 1997
14:31.42,Paula RADCLIFFE,17 DEC 1973,GBR,1,Manchester (GBR),28 JUL 2002
14:31.48,Gabriela SZABO,14 NOV 1975,ROU,1,"Olympiastadion, Berlin (GER)",01 SEP 1998
14:31.52,Elvan ABEYLEGESSE,11 SEP 1982,TUR,3,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010
14:31.66,Sentayehu EJIGU,28 JUN 1985,ETH,2,Paris (FRA),08 JUL 2011
14:31.69,Gete WAMI,11 DEC 1974,ETH,2,"Olympiastadion, Berlin (GER)",31 AUG 2001
14:31.69,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,4,"Olympic Stadium, London (GBR)",21 JUL 2019
14:31.76,Senbere TEFERI,03 MAY 1995,ETH,2,"Shanghai Stadium, Shanghai (CHN)",13 MAY 2017
14:31.91,Meselech MELKAMU,19 APR 1985,ETH,3,"Shanghai Stadium, Shanghai (CHN)",23 MAY 2010
14:31.91,Sylvia Jebiwot KIBET,28 MAR 1984,KEN,4,"Shanghai Stadium, Shanghai (CHN)",23 MAY 2010
14:31.91,Gudaf TSEGAY,23 JUN 1997,ETH,1,"x-bionic sphere, Šamorín (SVK)",09 JUN 2022
14:31.92,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,1,"Shanghai Stadium, Shanghai (CHN)",15 MAY 2011
14:31.95,Faith KIPYEGON,10 JAN 1994,KEN,2,"Hayward Field, Eugene, OR (USA)",30 MAY 2015
14:32.02,Hellen OBIRI,13 DEC 1989,KEN,1,"Hayward Field, Eugene, OR (USA)",27 MAY 2016
14:32.03,Senbere TEFERI,03 MAY 1995,ETH,3,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017
14:32.08,Zahra OUAZIZ,20 DEC 1969,MAR,2,"Olympiastadion, Berlin (GER)",01 SEP 1998
14:32.17,Almaz AYANA,21 NOV 1991,ETH,6,"Bislett Stadion, Oslo (NOR)",16 JUN 2022
14:32.33,Shixiang LIU,13 JAN 1971,CHN,h,Shanghai (CHN),21 OCT 1997
14:32.42,Tirunesh DIBABA,01 OCT 1985,ETH,1,"New York, NY (USA)",11 JUN 2005
14:32.44,Paula RADCLIFFE,17 DEC 1973,GBR,3,"Olympiastadion, Berlin (GER)",31 AUG 2001
14:32.57,Tirunesh DIBABA,01 OCT 1985,ETH,1,"Stadio Olimpico, Roma (ITA)",08 JUL 2005
14:32.73,Meselech MELKAMU,19 APR 1985,ETH,4,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010
14:32.74,Ejegayehu DIBABA,21 MAR 1982,ETH,3,Bergen (NOR),11 JUN 2004
14:32.79,Berhane ADERE,23 NOV 1973,ETH,2,"Stadio Olimpico, Roma (ITA)",08 JUL 2005
14:32.82,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,4,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017
14:32.83,Meseret DEFAR,19 NOV 1983,ETH,1,"Letzigrund, Zürich (SUI)",29 AUG 2013
14:32.87,Sentayehu EJIGU,28 JUN 1985,ETH,2,"Shanghai Stadium, Shanghai (CHN)",15 MAY 2011
14:32.90,Meseret DEFAR,19 NOV 1983,ETH,3,"Stadio Olimpico, Roma (ITA)",08 JUL 2005
14:32.95,Linet Chepkwemoi MASAI,05 DEC 1989,KEN,3,"Shanghai Stadium, Shanghai (CHN)",15 MAY 2011
14:33.04,Werknesh KIDANE,07 JAN 1981,ETH,2,Oslo (NOR),27 JUN 2003
14:33.09,Agnes Jebet TIROP,23 OCT 1995,KEN,2,"Stadio Olimpico, Roma (ITA)",08 JUN 2017
14:33.13,Gulnara SAMITOVA-GALKINA,09 JUL 1978,RUS,2,Kazan (RUS),19 JUL 2008
14:33.30,Etenesh DIRO,10 MAY 1991,ETH,4,"Boudewijnstadion, Bruxelles (BEL)",09 SEP 2016
14:33.32,Letesenbet GIDEY,20 MAR 1998,ETH,3,"Stadio Olimpico, Roma (ITA)",08 JUN 2017
14:33.48,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,2,"Bislett Stadion, Oslo (NOR)",13 JUN 2013
14:33.49,Lucy Kabuu WANGUI,24 MAR 1984,KEN,2,"Bislett Stadion, Oslo (NOR)",06 JUN 2008
14:33.52,Ejegayehu DIBABA,21 MAR 1982,ETH,2,Oslo (NOR),02 JUN 2006
14:33.59,Almaz AYANA,21 NOV 1991,ETH,3,"Estádio Olímpico, Rio de Janeiro (BRA)",19 AUG 2016
14:33.65,Berhane ADERE,23 NOV 1973,ETH,1,London (GBR),23 AUG 2002
14:33.65,Tirunesh DIBABA,01 OCT 1985,ETH,1,"Crystal Palace, London (GBR)",25 JUL 2009
14:33.66,Hawi FEYSA,01 FEB 1999,ETH,7,"Bislett Stadion, Oslo (NOR)",16 JUN 2022
14:33.73,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,3,"Stade Louis II, Monaco (MON)",18 JUL 2014
14:33.78,Meseret DEFAR,19 NOV 1983,ETH,2,"Boudewijnstadion, Bruxelles (BEL)",25 AUG 2006
14:33.83,Meselech MELKAMU,19 APR 1985,ETH,3,Ostrava (CZE),27 JUN 2007
14:33.84,Edith MASAI,04 APR 1967,KEN,3,Oslo (NOR),02 JUN 2006
14:33.90,Hellen OBIRI,13 DEC 1989,KEN,4,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2019
14:33.95,Mercy CHERONO,07 MAY 1991,KEN,2,"Stadio Olimpico, Roma (ITA)",02 JUN 2016
14:33.96,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,1,"Hayward Field, Eugene, OR (USA)",03 JUN 2011
14:34.07,Tirunesh DIBABA,01 OCT 1985,ETH,1,"Hayward Field, Eugene, OR (USA)",03 JUL 2010
14:34.10,Mercy CHERONO,07 MAY 1991,KEN,3,Paris (FRA),04 JUL 2015
14:34.13,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,1,"Boudewijnstadion, Bruxelles (BEL)",27 AUG 2010
14:34.17,Meselech MELKAMU,19 APR 1985,ETH,1,Ostrava (CZE),17 JUN 2009
14:34.22,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,4,Paris (FRA),04 JUL 2015
14:34.29,Gabriela SZABO,14 NOV 1975,ROU,2,London (GBR),23 AUG 2002
14:34.36,Linet Chepkwemoi MASAI,05 DEC 1989,KEN,2,Ostrava (CZE),17 JUN 2009
14:34.39,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,3,"Stadio Olimpico, Roma (ITA)",02 JUN 2016
14:34.45,Shelby HOULIHAN,08 FEB 1993,USA,1,Heusden-Zolder (BEL),21 JUL 2018
14:34.53,Lemlem HAILU,25 MAY 2001,ETH,7,"Stade Charléty, Paris (FRA)",09 JUN 2023
14:34.55,Beatrice CHEBET,05 MAR 2000,KEN,5,"Bislett Stadion, Oslo (NOR)",01 JUL 2021
14:34.82,Tirunesh DIBABA,01 OCT 1985,ETH,2,"Letzigrund, Zürich (SUI)",29 AUG 2013
14:34.86,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,4,"Shanghai Stadium, Shanghai (CHN)",15 MAY 2011
14:34.86,Hellen OBIRI,13 DEC 1989,KEN,1,"Olympic Stadium, London (GBR)",13 AUG 2017
14:34.88,Alicia MONSON,13 MAY 1998,USA,8,"Stade Charléty, Paris (FRA)",09 JUN 2023
14:34.99,Genzebe DIBABA,08 FEB 1991,ETH,1,"Stadio Olimpico, Roma (ITA)",05 JUN 2014
14:35.03,Hellen OBIRI,13 DEC 1989,KEN,3,"Hayward Field, Eugene, OR (USA)",26 MAY 2018
14:35.07,Linet Chepkwemoi MASAI,05 DEC 1989,KEN,2,"Boudewijnstadion, Bruxelles (BEL)",27 AUG 2010
14:35.09,Senbere TEFERI,03 MAY 1995,ETH,3,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",22 MAY 2016
14:35.11,Linet Chepkwemoi MASAI,05 DEC 1989,KEN,3,"Letzigrund, Zürich (SUI)",08 SEP 2011
14:35.13,Sentayehu EJIGU,28 JUN 1985,ETH,3,"Boudewijnstadion, Bruxelles (BEL)",27 AUG 2010
14:35.13,Mercy CHERONO,07 MAY 1991,KEN,3,Paris (FRA),08 JUL 2011
14:35.13,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,2,"Hayward Field, Eugene, OR (USA)",27 MAY 2016
14:35.18,Sentayehu EJIGU,28 JUN 1985,ETH,4,Bergen (NOR),11 JUN 2004
14:35.30,Priscah Jepleting CHERONO,27 JUN 1980,KEN,4,Oslo (NOR),02 JUN 2006
14:35.34,Sifan HASSAN,01 JAN 1993,NED,1f1,"Irvine, CA (USA)",15 MAY 2021
14:35.37,Meseret DEFAR,19 NOV 1983,ETH,1,"FBK Stadium, Hengelo (NED)",28 MAY 2006
14:35.39,Linet Chepkwemoi MASAI,05 DEC 1989,KEN,1,"Icahn Stadium, New York, NY (USA)",30 MAY 2009
14:35.43,Sylvia Jebiwot KIBET,28 MAR 1984,KEN,4,"Letzigrund, Zürich (SUI)",08 SEP 2011
14:35.44,Linet Chepkwemoi MASAI,05 DEC 1989,KEN,2,"Hayward Field, Eugene, OR (USA)",03 JUN 2011
14:35.44,Laura WEIGHTMAN,01 JUL 1991,GBR,3,"Stade Louis II, Monaco (MON)",14 AUG 2020
14:35.62,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,1,"Stadio Olimpico, Roma (ITA)",31 MAY 2012
14:35.65,Meseret DEFAR,19 NOV 1983,ETH,2,"Stadio Olimpico, Roma (ITA)",31 MAY 2012
14:35.67,Tirunesh DIBABA,01 OCT 1985,ETH,1,"Icahn Stadium, New York, NY (USA)",02 JUN 2007
14:35.69,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,3,"Hayward Field, Eugene, OR (USA)",27 MAY 2016
14:35.88,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,8,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021
14:36.05,Lilian Kasait RENGERUK,03 MAY 1997,KEN,5,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019
14:36.08,Gete WAMI,11 DEC 1974,ETH,3,"Olympiastadion, Berlin (GER)",01 SEP 1998
14:36.10,Caroline Chepkoech KIPKIRUI,26 MAY 1994,KEN,5,"Olympic Stadium, London (GBR)",21 JUL 2019
14:36.13,Agnes Jebet TIROP,23 OCT 1995,KEN,1,Bellinzona (SUI),18 JUL 2018
14:36.38,Meseret DEFAR,19 NOV 1983,ETH,1,"Bislett Stadion, Oslo (NOR)",03 JUL 2009
14:36.41,Tirunesh DIBABA,01 OCT 1985,ETH,1,"Crystal Palace, London (GBR)",13 AUG 2010
14:36.44,Senbere TEFERI,03 MAY 1995,ETH,5,Paris (FRA),04 JUL 2015
14:36.45,Fernanda RIBEIRO,23 JUN 1969,POR,1,Hechtel (BEL),22 JUL 1995
14:36.48,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,5,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2019
14:36.52,Mariem ALAOUI SELSOULI,08 APR 1984,MAR,1,"Stadio Olimpico, Roma (ITA)",13 JUL 2007
14:36.58,Tirunesh DIBABA,01 OCT 1985,ETH,1,"Stadio Olimpico, Roma (ITA)",11 JUL 2008
14:36.66,Rahel DANIEL,16 NOV 2001,ERI,3,"Hayward Field, Eugene, OR (USA)",27 MAY 2022
14:36.70,Agnes Jebet NGETICH,23 JAN 2001,KEN,9,"Stade Charléty, Paris (FRA)",09 JUN 2023
14:36.78,Ejegayehu DIBABA,21 MAR 1982,ETH,3,"Bislett Stadion, Oslo (NOR)",06 JUN 2008
14:36.79,Sifan HASSAN,01 JAN 1993,NED,1,"National Stadium, Tokyo (JPN)",02 AUG 2021
14:36.80,Lilian Kasait RENGERUK,03 MAY 1997,KEN,2,"Hayward Field, Eugene, OR (USA)",26 MAY 2017
14:36.82,Yasemin CAN,11 DEC 1996,TUR,4,"Stadio Olimpico, Roma (ITA)",08 JUN 2017
14:36.84,Letesenbet GIDEY,20 MAR 1998,ETH,3,"Shanghai Stadium, Shanghai (CHN)",13 MAY 2017
14:36.89,Meskerem MAMO,13 APR 1999,ETH,5,"FBK Stadium, Hengelo (NED)",08 JUN 2021
14:36.92,Berhane ADERE,23 NOV 1973,ETH,1,"AC Gianni Brera, Milano (ITA)",02 JUN 2004
14:37.01,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,2,"Bislett Stadion, Oslo (NOR)",03 JUL 2009
14:37.01,Mercy CHERONO,07 MAY 1991,KEN,3,"Hayward Field, Eugene, OR (USA)",03 JUN 2011
14:37.07,Jessica AUGUSTO,08 NOV 1981,POR,5,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010
14:37.08,Mercy CHERONO,07 MAY 1991,KEN,4,"Hayward Field, Eugene, OR (USA)",27 MAY 2016
14:37.16,Almaz AYANA,21 NOV 1991,ETH,2,"Stadio Olimpico, Roma (ITA)",05 JUN 2014
14:37.17,Mercy CHERONO,07 MAY 1991,KEN,5,"Shanghai Stadium, Shanghai (CHN)",15 MAY 2011
14:37.18,Sally KIPYEGO,19 DEC 1985,KEN,4,"Stade Louis II, Monaco (MON)",18 JUL 2014
14:37.19,Senbere TEFERI,03 MAY 1995,ETH,4,"Stadio Olimpico, Roma (ITA)",02 JUN 2016
14:37.20,Edith MASAI,04 APR 1967,KEN,4,"Stadio Olimpico, Roma (ITA)",08 JUL 2005
14:37.22,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,1,"FBK Stadium, Hengelo (NED)",09 JUN 2019
14:37.32,Meseret DEFAR,19 NOV 1983,ETH,1,"Bislett Stadion, Oslo (NOR)",09 JUN 2011
14:37.32,Agnes Jebet TIROP,23 OCT 1995,KEN,6,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2019
14:37.33,Ingrid KRISTIANSEN,21 MAR 1956,NOR,1,Stockholm (SWE),05 AUG 1986
14:37.34,Ejegayehu DIBABA,21 MAR 1982,ETH,3,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005
14:37.44,Meselech MELKAMU,19 APR 1985,ETH,5,Oslo (NOR),02 JUN 2006
14:37.50,Meselech MELKAMU,19 APR 1985,ETH,3,"Bislett Stadion, Oslo (NOR)",03 JUL 2009
14:37.50,Sentayehu EJIGU,28 JUN 1985,ETH,2,"Bislett Stadion, Oslo (NOR)",09 JUN 2011
