Mark,Competitor,DOB,Nat,Pos,Venue,Date
1:26:31,Anisiya KORNIKOVA-KIRDYAPKINA,23 OCT 1989,RUS,1,Taicang (CHN),03 MAY 2014
1:26:31,Svetlana VASILYEVA,24 JUL 1992,RUS,3,Murcia (ESP),17 MAY 2015
1:26:32,Anisiya KORNIKOVA-KIRDYAPKINA,23 OCT 1989,RUS,1,Cheboksary (RUS),12 JUN 2010
1:26:35,Hongyu LIU,11 JAN 1975,CHN,3,Guangzhou (CHN),19 NOV 2001
1:26:35,Jiayu YANG,18 FEB 1996,CHN,3,Huangshan (CHN),04 MAR 2017
1:26:36,Tatyana KALMYKOVA,10 JAN 1990,RUS,1,Saransk (RUS),08 JUN 2008
1:26:36,Antonella PALMISANO,06 AUG 1991,ITA,3,"Olympic Stadium, London (GBR)",13 AUG 2017
1:26:36,María PÉREZ,29 APR 1996,ESP,1,"Olympiastadion, Berlin (GER)",11 AUG 2018
1:26:38,María Guadalupe GONZÁLEZ ROMERO,09 JAN 1989,MEX,1,Taicang (CHN),05 MAY 2018
1:26:40,Yekaterina MEDVEDEVA,29 MAR 1994,RUS,2,Sochi (RUS),27 FEB 2016
1:26:40,Kimberly GARCÍA LEÓN,19 OCT 1993,PER,1,La Coruña (ESP),03 JUN 2023
1:26:41,Jiayu YANG,18 FEB 1996,CHN,1,Huangshan (CHN),05 MAR 2023
1:26:42,Olimpiada IVANOVA,29 AUG 1970,RUS,1,München (GER),07 AUG 2002
1:26:42,Elvira CHEPAREVA,10 JAN 2000,RUS,1,Sochi (RUS),31 JAN 2022
1:26:43,Elvira KHASANOVA,10 JAN 2000,RUS,1,Sochi (RUS),17 FEB 2020
1:26:43,Zhenxia MA,01 AUG 1998,CHN,2,Huangshan (CHN),05 MAR 2023
1:26:44,Anisiya KORNIKOVA-KIRDYAPKINA,23 OCT 1989,RUS,1,Cheboksary (RUS),13 JUN 2015
1:26:45,Yekaterina MEDVEDEVA,29 MAR 1994,RUS,2,Cheboksary (RUS),25 JUN 2016
1:26:45,Reykhan KAGRAMANOVA,01 JUN 1997,RUS,2,Sochi (RUS),19 FEB 2021
1:26:46,Hongjuan SONG,04 JUL 1984,CHN,1,Guangzhou (CHN),22 MAR 2004
1:26:46,Eleonora Anna GIORGI,14 SEP 1989,ITA,1,Dudince (SVK),21 MAR 2015
1:26:47,Olga KANISKINA,19 JAN 1985,RUS,1,Saransk (RUS),29 SEP 2007
1:26:47,Irina YUMANOVA,09 APR 1990,RUS,2,Sochi (RUS),18 FEB 2012
1:26:47,Klavdiya AFANASYEVA,15 JAN 1996,RUS,3,Cheboksary (RUS),25 JUN 2016
1:26:48,Olimpiada IVANOVA,29 AUG 1970,RUS,1,Eisenhüttenstadt (GER),17 JUN 2000
1:26:48,Olimpiada IVANOVA,29 AUG 1970,RUS,1,Dudince (SVK),19 MAY 2001
1:26:48,Quanming WU,16 NOV 2001,CHN,2,La Coruña (ESP),03 JUN 2023
1:26:49,Shijie QIEYANG,11 NOV 1990,CHN,2,Roma (ITA),07 MAY 2016
1:26:50,Natalya FEDOSKINA,25 JUN 1980,RUS,2.0,Dudince (SVK),19 MAY 2001
1:26:50,Reykhan KAGRAMANOVA,01 JUN 1997,RUS,2.0,Sochi (RUS),17 FEB 2020
1:26:51,Shijie QIEYANG,11 NOV 1990,CHN,1.0,Chiasso (SUI),01 SEP 2019
1:26:52,Yelena NIKOLAYEVA,01 FEB 1966,RUS,1.0,"Stade de France, Paris-St-Denis (FRA)",24 AUG 2003
1:26:53,Anežka DRAHOTOVÁ,22 JUL 1995,CZE,4.0,Murcia (ESP),17 MAY 2015
1:26:54,Olimpiada IVANOVA,29 AUG 1970,RUS,1.0,Cheboksary (RUS),12 JUN 2004
1:26:57,Lyudmila YEFIMKINA,22 AUG 1981,RUS,3.0,"Adler, Sochi (RUS)",19 FEB 2006
1:26:58,Hong LIU,12 MAY 1987,CHN,2.0,Taicang (CHN),03 MAY 2014
1:26:58,Marina NOVIKOVA,01 MAR 1989,RUS,5.0,Murcia (ESP),17 MAY 2015
1:26:58,Kimberly GARCÍA LEÓN,19 OCT 1993,PER,1.0,"Autzen Complex, Eugene, OR (USA)",15 JUL 2022
1:26:59,Tatyana SIBILEVA,17 MAY 1980,RUS,3.0,Sochi (RUS),18 FEB 2012
1:26:59,Erica SENA,03 MAY 1985,BRA,4.0,"Olympic Stadium, London (GBR)",13 AUG 2017
1:26:59,Alegna GONZÁLEZ,02 JAN 1999,MEX,3.0,La Coruña (ESP),03 JUN 2023
1:27:00,Irina YUMANOVA,09 APR 1990,RUS,2.0,Sochi (RUS),23 FEB 2013
1:27:01,Xiuzhi LYU,26 OCT 1993,CHN,2.0,Taicang (CHN),30 MAR 2012
1:27:02,Elmira ALEMBEKOVA,30 JUN 1990,RUS,3.0,Taicang (CHN),03 MAY 2014
1:27:03,Vera SOKOLOVA,23 JUN 1987,RUS,4.0,Taicang (CHN),03 MAY 2014
1:27:03,Anežka DRAHOTOVÁ,22 JUL 1995,CZE,2.0,"Olympiastadion, Berlin (GER)",11 AUG 2018
1:27:04,Shijie QIEYANG,11 NOV 1990,CHN,3.0,Taicang (CHN),30 MAR 2012
1:27:05,Margarita TURAVA,20 DEC 1980,BLR,2.0,"Olympiastadion, Helsinki (FIN)",07 AUG 2005
1:27:05,Eleonora Anna GIORGI,14 SEP 1989,ITA,5.0,Taicang (CHN),03 MAY 2014
1:27:05,Shijie QIEYANG,11 NOV 1990,CHN,4.0,La Coruña (ESP),08 JUN 2019
1:27:06,Hong LIU,12 MAY 1987,CHN,1.0,Lugano (SUI),17 MAR 2013
1:27:06,Shijie QIEYANG,11 NOV 1990,CHN,2.0,Taicang (CHN),05 MAY 2018
1:27:07,Kjersti TYSSE-PLÄTZER,18 JAN 1972,NOR,2.0,"National Stadium, Beijing (CHN)",21 AUG 2008
1:27:08,Margarita TURAVA,20 DEC 1980,BLR,1.0,"Ullevi Stadium, Göteborg (SWE)",09 AUG 2006
1:27:08,Vera SOKOLOVA,23 JUN 1987,RUS,6.0,Murcia (ESP),17 MAY 2015
1:27:09,Elisabetta PERRONE,09 JUL 1968,ITA,,Dudince (SVK),19 MAY 2001
1:27:09,Lyudmila OLYANOVSKA,20 FEB 1993,UKR,7.0,Murcia (ESP),17 MAY 2015
1:27:10,Margarita TURAVA,20 DEC 1980,BLR,1.0,Sesto San Giovanni (ITA),01 MAY 2007
1:27:10,Xiuzhi LYU,26 OCT 1993,CHN,3.0,"Olympic Stadium, London (GBR)",11 AUG 2012
1:27:11,Lyudmila ARKHIPOVA,12 SEP 1980,RUS,6.0,"Adler, Sochi (RUS)",28 FEB 2009
1:27:12,Elisa RIGAUDO,17 JUN 1980,ITA,3.0,"National Stadium, Beijing (CHN)",21 AUG 2008
1:27:13,Elvira KHASANOVA,10 JAN 2000,RUS,3.0,Sochi (RUS),19 FEB 2021
1:27:14,Antonina PETROVA,01 MAY 1977,RUS,1.0,"Adler, Sochi (RUS)",01 MAR 2003
1:27:14,Jiayu YANG,18 FEB 1996,CHN,1.0,Xi'an (CHN),24 SEP 2021
1:27:14,Jiayu YANG,18 FEB 1996,CHN,1.0,Nanjing (CHN),22 JAN 2022
1:27:15,Xiuzhi LYU,26 OCT 1993,CHN,6.0,Taicang (CHN),03 MAY 2014
1:27:15,Liujing YANG,22 AUG 1998,CHN,2.0,Huangshan (CHN),10 MAR 2019
1:27:15,Shijie QIEYANG,11 NOV 1990,CHN,4.0,La Coruña (ESP),03 JUN 2023
1:27:16,Hongjuan SONG,04 JUL 1984,CHN,1.0,Yangzhou (CHN),14 APR 2003
1:27:17,Hong LIU,12 MAY 1987,CHN,4.0,"National Stadium, Beijing (CHN)",21 AUG 2008
1:27:17,Hong LIU,12 MAY 1987,CHN,1.0,Taicang (CHN),22 APR 2011
1:27:18,Alena ZEMKOVA,1982,RUS,6.0,"Adler, Sochi (RUS)",23 FEB 2008
1:27:18,Marina NOVIKOVA,01 MAR 1989,RUS,3.0,Sochi (RUS),27 FEB 2016
1:27:18,Erica SENA,03 MAY 1985,BRA,3.0,Roma (ITA),07 MAY 2016
1:27:19,Jing JIANG,23 OCT 1985,CHN,1.0,Nanning (CHN),25 FEB 2005
1:27:19,Margarita TURAVA,20 DEC 1980,BLR,1.0,Rio Maior (POR),02 APR 2005
1:27:19,Yelena LASHMANOVA,09 APR 1992,RUS,1.0,Cheboksary (RUS),15 JUN 2019
1:27:19,María PÉREZ,29 APR 1996,ESP,5.0,La Coruña (ESP),03 JUN 2023
1:27:22,Gillian O'SULLIVAN,21 AUG 1976,IRL,1.0,Sesto San Giovanni (ITA),01 MAY 2003
1:27:22,Hong LIU,12 MAY 1987,CHN,1.0,Rio Maior (POR),18 APR 2015
1:27:22,Jiayu YANG,18 FEB 1996,CHN,3.0,Taicang (CHN),05 MAY 2018
1:27:23,Larisa YEMELYANOVA,06 JAN 1980,RUS,2.0,"Adler, Sochi (RUS)",01 MAR 2003
1:27:23,Jing JIANG,23 OCT 1985,CHN,1.0,Xintai (CHN),24 OCT 2008
1:27:24,Yelena NIKOLAYEVA,01 FEB 1966,RUS,1.0,Naumburg (GER),02 MAY 2004
1:27:24,Liping WANG,08 JUL 1976,CHN,2.0,Nanning (CHN),25 FEB 2005
1:27:24,Quanming WU,16 NOV 2001,CHN,3.0,Huangshan (CHN),10 MAR 2019
1:27:25,Yelena NIKOLAYEVA,01 FEB 1966,RUS,1.0,La Coruña (ESP),07 JUN 2003
1:27:25,María VASCO,26 DEC 1975,ESP,5.0,"National Stadium, Beijing (CHN)",21 AUG 2008
1:27:25,Hong LIU,12 MAY 1987,CHN,1.0,Lugano (SUI),16 MAR 2014
1:27:25,Anežka DRAHOTOVÁ,22 JUL 1995,CZE,1.0,"Kadrioru staadion, Tallinn (EST)",10 JUL 2015
1:27:25,Marina NOVIKOVA,01 MAR 1989,RUS,3.0,Sochi (RUS),17 FEB 2020
1:27:26,Olimpiada IVANOVA,29 AUG 1970,RUS,2.0,La Coruña (ESP),13 MAY 2006
1:27:27,Vira ZOZULYA,31 AUG 1970,UKR,1.0,Sumy (UKR),07 JUN 2008
1:27:27,Lyudmila OLYANOVSKA,20 FEB 1993,UKR,7.0,Taicang (CHN),03 MAY 2014
1:27:27,Jemima MONTAG,15 FEB 1998,AUS,1.0,Adelaide (AUS),13 FEB 2022
1:27:28,Elvira CHEPAREVA,10 JAN 2000,RUS,1.0,Saransk (RUS),20 MAY 2023
1:27:29,Erica ALFRIDI,22 FEB 1968,ITA,4.0,Dudince (SVK),19 MAY 2001
1:27:29,Eleonora Anna GIORGI,14 SEP 1989,ITA,2.0,Lugano (SUI),16 MAR 2014
1:27:30,Hongyu LIU,11 JAN 1975,CHN,1.0,Beijing (CHN),01 MAY 1995
1:27:30,Nadezhda RYASHKINA,22 JAN 1967,RUS,1.0,"Adler, Sochi (RUS)",07 FEB 1999
1:27:30,Tatyana KOZLOVA,02 SEP 1983,RUS,2.0,Sochi (RUS),12 MAR 2005
1:27:30,Antonella PALMISANO,06 AUG 1991,ITA,3.0,"Olympiastadion, Berlin (GER)",11 AUG 2018
1:27:30,Darya GOLUBECHKOVA,10 SEP 2000,RUS,1.0,Sochi (RUS),19 FEB 2021
1:27:31,Shijie QIEYANG,11 NOV 1990,CHN,2.0,Xi'an (CHN),24 SEP 2021
1:27:31,Katarzyna ZDZIEBŁO,28 NOV 1996,POL,2.0,"Autzen Complex, Eugene, OR (USA)",15 JUL 2022
1:27:32,Hongyu LIU,11 JAN 1975,CHN,1.0,Mézidon-Canon (FRA),02 MAY 1999
1:27:32,Hong LIU,12 MAY 1987,CHN,1.0,La Coruña (ESP),09 JUN 2012
1:27:32,Evelyn INGA,16 APR 1998,PER,6.0,La Coruña (ESP),03 JUN 2023
1:27:33,Vera SOKOLOVA,23 JUN 1987,RUS,1.0,Cheboksary (RUS),13 JUN 2009
1:27:34,Gillian O'SULLIVAN,21 AUG 1976,IRL,2.0,"Stade de France, Paris-St-Denis (FRA)",24 AUG 2003
1:27:34,Jing JIANG,23 OCT 1985,CHN,2.0,Naumburg (GER),02 MAY 2004
1:27:35,Natalya FEDOSKINA,25 JUN 1980,RUS,2.0,Mézidon-Canon (FRA),02 MAY 1999
1:27:35,Tatyana KOROTKOVA,24 APR 1980,RUS,2.0,Cheboksary (RUS),12 JUN 2004
1:27:35,Reykhan KAGRAMANOVA,01 JUN 1997,RUS,1.0,Cheboksary (RUS),21 MAY 2022
1:27:35,Hong LIU,12 MAY 1987,CHN,3.0,Huangshan (CHN),05 MAR 2023
1:27:36,María VASCO,26 DEC 1975,ESP,3.0,Naumburg (GER),02 MAY 2004
1:27:36,Elisa RIGAUDO,17 JUN 1980,ITA,4.0,"Olympic Stadium, London (GBR)",11 AUG 2012
1:27:36,Huanhuan SUN,15 MAR 1990,CHN,1.0,Taicang (CHN),01 MAR 2013
1:27:36,Shijie QIEYANG,11 NOV 1990,CHN,1.0,Huangshan (CHN),03 MAR 2018
1:27:36,Jiayu YANG,18 FEB 1996,CHN,2.0,Huangshan (CHN),03 MAR 2018
1:27:37,Yanmin BAI,29 JUN 1987,CHN,1.0,Nanjing (CHN),20 OCT 2005
1:27:38,Erica SENA,03 MAY 1985,BRA,5.0,La Coruña (ESP),08 JUN 2019
1:27:39,Marina NOVIKOVA,01 MAR 1989,RUS,3.0,Sochi (RUS),23 FEB 2013
1:27:39,Hong LIU,12 MAY 1987,CHN,1.0,La Coruña (ESP),31 MAY 2014
1:27:39,Hong LIU,12 MAY 1987,CHN,2.0,Beijing (CHN),20 MAR 2015
1:27:40,Yanfei LI,12 JAN 1990,CHN,1.0,Taicang (CHN),01 MAR 2013
1:27:40,María PÉREZ,29 APR 1996,ESP,1.0,Pamplona (ESP),13 FEB 2022
1:27:41,Claudia ŞTEF,25 FEB 1978,ROU,1.0,La Coruña (ESP),05 JUN 2004
1:27:41,Kjersti TYSSE-PLÄTZER,18 JAN 1972,NOR,2,Sesto San Giovanni (ITA),01 MAY 2007
1:27:41,Kumiko OKADA,17 OCT 1991,JPN,6,La Coruña (ESP),08 JUN 2019
1:27:42,Elisabetta PERRONE,09 JUL 1968,ITA,2,Eisenhüttenstadt (GER),17 JUN 2000
1:27:42,Qinqin HE,23 MAR 1992,CHN,2,Taicang (CHN),01 MAR 2013
1:27:42,Sofiya BRODATSKAYA,24 OCT 1994,RUS,2,Cheboksary (RUS),09 JUN 2018
1:27:42,Antonella PALMISANO,06 AUG 1991,ITA,1,Poděbrady (CZE),16 MAY 2021
1:27:43,Yekaterina YEZHOVA,03 JUL 1982,RUS,7,"Adler, Sochi (RUS)",23 FEB 2008
1:27:43,Yelena LASHMANOVA,09 APR 1992,RUS,1,Cheboksary (RUS),10 JUN 2017
1:27:44,Jane SAVILLE,05 NOV 1974,AUS,4,Naumburg (GER),02 MAY 2004
1:27:44,Beatriz PASCUAL,09 MAY 1982,ESP,6,"National Stadium, Beijing (CHN)",21 AUG 2008
1:27:44,Shijie QIEYANG,11 NOV 1990,CHN,2,La Coruña (ESP),06 JUN 2015
1:27:45,Olive LOUGHNANE,14 JAN 1976,IRL,7,"National Stadium, Beijing (CHN)",21 AUG 2008
1:27:45,Hong LIU,12 MAY 1987,CHN,1,"National Stadium, Beijing (CHN)",28 AUG 2015
1:27:45,Xiuzhi LYU,26 OCT 1993,CHN,2,"National Stadium, Beijing (CHN)",28 AUG 2015
1:27:45,Elvira KHASANOVA,10 JAN 2000,RUS,1,Voronovo (RUS),05 SEP 2020
1:27:45,Elvira CHEPAREVA,10 JAN 2000,RUS,1,"Slava Metreveli Stadium, Sochi (RUS)",13 FEB 2023
1:27:46,Irina PETROVA,25 MAY 1985,RUS,3,La Coruña (ESP),13 MAY 2006
1:27:46,Ana CABECINHA,29 APR 1984,POR,8,"National Stadium, Beijing (CHN)",21 AUG 2008
1:27:46,María Guadalupe GONZÁLEZ ROMERO,09 JAN 1989,MEX,1,Monterrey (MEX),24 FEB 2018
1:27:46,Eleonora Anna GIORGI,14 SEP 1989,ITA,1,Poděbrady (CZE),06 APR 2019
1:27:46,Zhenxia MA,01 AUG 1998,CHN,6,Huangshan (CHN),20 MAR 2021
1:27:47,Liujing YANG,22 AUG 1998,CHN,3,Xi'an (CHN),24 SEP 2021
1:27:47,Klavdiya AFANASYEVA,15 JAN 1996,RUS,2,Sochi (RUS),31 JAN 2022
1:27:48,Norica CÎMPEAN,22 MAR 1972,ROU,3,Mézidon-Canon (FRA),02 MAY 1999
1:27:48,Olimpiada IVANOVA,29 AUG 1970,RUS,1,"Commonwealth Stadium, Edmonton (CAN)",09 AUG 2001
1:27:48,Hong LIU,12 MAY 1987,CHN,1,Taian (CHN),20 SEP 2020
1:27:49,Elisa RIGAUDO,17 JUN 1980,ITA,5,Naumburg (GER),02 MAY 2004
1:27:49,Ana CABECINHA,29 APR 1984,POR,8,Taicang (CHN),03 MAY 2014
1:27:50,Yekaterina MEDVEDEVA,29 MAR 1994,RUS,2,Cheboksary (RUS),10 JUN 2017
1:27:50,Shijie QIEYANG,11 NOV 1990,CHN,1,La Coruña (ESP),28 MAY 2022
1:27:51,Hongjuan SONG,04 JUL 1984,CHN,6,Naumburg (GER),02 MAY 2004
1:27:51,Antonella PALMISANO,06 AUG 1991,ITA,9,Taicang (CHN),03 MAY 2014
1:27:51,Jingjing NIE,01 MAR 1988,CHN,3,Beijing (CHN),20 MAR 2015
1:27:51,Jemima MONTAG,15 FEB 1998,AUS,1,Nomi (JPN),19 MAR 2023
1:27:52,Norica CÎMPEAN,22 MAR 1972,ROU,2,La Coruña (ESP),05 JUN 2004
1:27:52,Margarita TURAVA,20 DEC 1980,BLR,1,Leamington (GBR),20 MAY 2007
1:27:52,Shijie QIEYANG,11 NOV 1990,CHN,1,Rio Maior (POR),09 APR 2016
1:27:52,Yelena LASHMANOVA,09 APR 1992,RUS,1,Cheboksary (RUS),29 MAY 2021
1:27:53,Kjersti TYSSE-PLÄTZER,18 JAN 1972,NOR,3,Eisenhüttenstadt (GER),17 JUN 2000
1:27:53,Yuliya VOYEVODINA,17 OCT 1971,RUS,7,Naumburg (GER),02 MAY 2004
1:27:53,Xiuzhi LYU,26 OCT 1993,CHN,1,Shenyang (CHN),11 MAY 2013
1:27:53,Hong LIU,12 MAY 1987,CHN,2,Shenyang (CHN),11 MAY 2013
1:27:54,Lijuan SONG,09 FEB 1975,CHN,2,Beijing (CHN),01 MAY 1995
1:27:54,Tatyana SIBILEVA,17 MAY 1980,RUS,3,"Adler, Sochi (RUS)",01 MAR 2003
1:27:54,Marina NOVIKOVA,01 MAR 1989,RUS,10,Taicang (CHN),03 MAY 2014
1:27:55,Susana FEITOR,28 JAN 1975,POR,1,Rio Maior (POR),07 APR 2001
1:27:56,Sabine ZIMMER-KRANTZ,06 FEB 1981,GER,1,Hildesheim (GER),05 JUN 2004
1:27:56,Irina STANKINA,25 MAR 1977,RUS,3,Sochi (RUS),12 MAR 2005
1:27:56,Jing JIANG,23 OCT 1985,CHN,1,Cixi City (CHN),23 APR 2005
1:27:56,Beatriz PASCUAL,09 MAY 1982,ESP,5,"Olympic Stadium, London (GBR)",11 AUG 2012
1:27:56,Elmira ALEMBEKOVA,30 JUN 1990,RUS,1,"Letzigrund, Zürich (SUI)",14 AUG 2014
1:27:56,Hong LIU,12 MAY 1987,CHN,,Kobe (JPN),17 FEB 2019
1:27:56,Shijie QIEYANG,11 NOV 1990,CHN,3,"Autzen Complex, Eugene, OR (USA)",15 JUL 2022
1:27:57,Antonella PALMISANO,06 AUG 1991,ITA,1,Poděbrady (CZE),21 MAY 2017
1:27:57,Sofiya BRODATSKAYA,24 OCT 1994,RUS,2,Sochi (RUS),19 FEB 2018
1:27:58,Elisabetta PERRONE,09 JUL 1968,ITA,2,Cheboksary (RUS),18 MAY 2003
1:27:58,Yawei YANG,16 OCT 1983,CHN,2,Cixi City (CHN),23 APR 2005
1:27:58,Xiuzhi LYU,26 OCT 1993,CHN,2,Taicang (CHN),01 MAR 2013
