Mark,Competitor,DOB,Nat,Pos,Venue,Date
2:52:21,Viktória MADARÁSZ,12 MAY 1985,HUN,,Banská Bystrica (SVK),17 OCT 2021
2:52:23,Xiangkun CHANG,06 JUN 1998,CHN,3.0,Huangshan (CHN),23 APR 2022
2:52:24,Tamara HAVRYLYUK,14 DEC 1995,UKR,2.0,Ivano-Frankivsk (UKR),24 OCT 2021
2:52:24,Federica CURIAZZI,14 AUG 1992,ITA,1.0,Pescara (ITA),16 JAN 2022
2:52:44,Mar JUÁREZ,27 SEP 1993,ESP,4.0,Poděbrady (CZE),16 MAY 2021
2:52:44,Li MA,15 JAN 2000,CHN,4.0,Huangshan (CHN),23 APR 2022
2:52:44,Quanming WU,16 NOV 2001,CHN,5.0,Huangshan (CHN),23 APR 2022
2:52:50,Jinyu WAN,28 JUN 2002,CHN,9.0,Huangshan (CHN),04 MAR 2023
2:52:59,Nadzeya DARAZHUK,23 JAN 1990,BLR,5.0,Poděbrady (CZE),16 MAY 2021
2:52:59,Nathaly LEON,03 JUN 1998,ECU,9.0,Dudince (SVK),25 MAR 2023
2:53:01,Alejandra ORTEGA,08 JUL 1994,MEX,8.0,Dudince (SVK),23 APR 2022
2:53:03,Yasury PALACIOS,26 OCT 1999,GUA,1.0,San Jerónimo (GUA),23 JAN 2022
2:53:12,Olga NIEDZIAŁEK,30 JUN 1997,POL,5.0,"Odeonplatz, München (GER)",16 AUG 2022
2:53:14,Inês HENRIQUES,01 MAY 1980,POR,6.0,Poděbrady (CZE),21 MAY 2023
2:53:15,Anabelly ORJUELA,24 JUL 1988,COL,9.0,Dudince (SVK),23 APR 2022
2:53:18,Antia CHAMOSA,07 OCT 1999,ESP,10.0,Dudince (SVK),23 APR 2022
2:53:23,Yuliya TUROVA,09 JUN 1997,ANA,3.0,Cheboksary (RUS),21 MAY 2022
2:53:26,Xiaole ZHANG,17 JAN 2000,CHN,10.0,Huangshan (CHN),04 MAR 2023
2:53:33,Inna LOSEVA,27 SEP 1991,UKR,3.0,Ivano-Frankivsk (UKR),24 OCT 2021
2:53:33,Antia CHAMOSA,07 OCT 1999,ESP,3.0,Cieza (ESP),26 FEB 2023
2:53:35,Nadezhda MOKEYEVA,10 JAN 1996,RUS,2.0,Sochi (RUS),19 FEB 2018
2:53:40,Mar JUÁREZ,27 SEP 1993,ESP,3.0,Lepe (ESP),30 JAN 2022
2:53:43,Ainhoa PINEDO,17 FEB 1983,ESP,1.0,Algeciras (ESP),03 FEB 2018
2:53:46,Kristina LYUBUSHKINA,19 SEP 1995,RUS,4.0,Cheboksary (RUS),21 MAY 2022
2:53:48,Magaly BONILLA,08 FEB 1992,ECU,1.0,Machala (ECU),08 JAN 2022
2:53:48,Ilse GUERRERO,24 MAR 1993,MEX,1.0,Coatzacoalcos (MEX),30 JAN 2022
2:53:49,Pengqin JIANG,05 SEP 1995,CHN,11.0,Huangshan (CHN),04 MAR 2023
2:53:51,Mar JUÁREZ,27 SEP 1993,ESP,11.0,Dudince (SVK),23 APR 2022
2:53:53,Hang YIN,07 FEB 1997,CHN,6.0,Huangshan (CHN),23 APR 2022
2:53:58,Paola PÉREZ,21 DEC 1989,ECU,5.0,Muscat (OMA),05 MAR 2022
2:54:00,Mirna ORTÍZ,28 FEB 1987,GUA,15.0,"Autzen Complex, Eugene, OR (USA)",22 JUL 2022
2:54:01,Karla JARAMILLO,21 JAN 1997,ECU,2.0,Asunción (PAR),14 OCT 2022
2:54:06,Anastasiya KALASHNIKOVA,29 JUN 1997,RUS,5.0,Cheboksary (RUS),21 MAY 2022
2:54:06,Sara VITIELLO,06 AUG 1996,ITA,1.0,Milazzo (ITA),29 JAN 2023
2:54:08,Nadia Lizeth GONZALEZ MANJARREZ,21 MAR 1997,MEX,12.0,Dudince (SVK),23 APR 2022
2:54:12,Nicole COLOMBI,29 DEC 1995,ITA,2.0,Grosseto (ITA),26 JAN 2020
2:54:15,Paola PÉREZ,21 DEC 1989,ECU,16.0,"Autzen Complex, Eugene, OR (USA)",22 JUL 2022
2:54:16,Xue ZHAO,12 NOV 1999,CHN,6.0,Nanjing (CHN),22 JAN 2022
2:54:17,Magaly BONILLA,08 FEB 1992,ECU,13.0,Dudince (SVK),23 APR 2022
2:54:23,Han XIAO,12 NOV 1998,CHN,6.0,Huangshan (CHN),04 MAR 2018
2:54:23,Olena SOBCHUK,23 NOV 1995,UKR,1.0,Ivano-Frankivsk (UKR),23 MAR 2019
2:54:25,Kaori KAWAZOE,30 SEP 1995,JPN,2.0,Wajima (JPN),17 APR 2022
2:54:29,Masumi FUCHISE,02 SEP 1986,JPN,2.0,"Albert Park, Melbourne (AUS)",21 MAY 2023
2:54:31,Fei LEI,08 AUG 1997,CHN,2.0,Taicang (CHN),09 APR 2023
2:54:32,Nicole COLOMBI,29 DEC 1995,ITA,2.0,Pescara (ITA),16 JAN 2022
2:54:35,Wenjing HU,16 SEP 2002,CHN,3.0,Xi'an (CHN),24 SEP 2022
2:54:35,Vasylyna SYDORCHUK,30 APR 1990,UKR,7.0,Poděbrady (CZE),21 MAY 2023
2:54:36,Mar JUÁREZ,27 SEP 1993,ESP,4.0,Sevilla (ESP),14 FEB 2021
2:54:39,Magaly BONILLA,08 FEB 1992,ECU,6.0,Muscat (OMA),05 MAR 2022
2:54:42,Mar JUÁREZ,27 SEP 1993,ESP,4.0,Cieza (ESP),26 FEB 2023
2:54:45,Nathaly LEON,03 JUN 1998,ECU,1.0,Guayaquil (ECU),07 MAY 2021
2:54:46,Inês HENRIQUES,01 MAY 1980,POR,4.0,Lepe (ESP),30 JAN 2022
2:54:50,Galina YAKUSHEVA,14 JUL 1988,KAZ,17.0,"Autzen Complex, Eugene, OR (USA)",22 JUL 2022
2:54:54,Evelyn INGA,16 APR 1998,PER,3.0,Asunción (PAR),14 OCT 2022
2:54:55,Lidia BARCELLA,21 APR 1997,ITA,2.0,Milazzo (ITA),29 JAN 2023
2:55:00,Kyriaki FILTISAKOU,14 AUG 2000,GRE,8.0,Poděbrady (CZE),21 MAY 2023
2:55:03,Viviane LYRA,29 JUL 1993,BRA,1.0,Managua (NCA),16 APR 2023
2:55:04,Lidia BARCELLA,21 APR 1997,ITA,6.0,"Odeonplatz, München (GER)",16 AUG 2022
2:55:06,Nastassia YATSEVICH,18 JAN 1985,BLR,1.0,Brest (BLR),27 APR 2019
2:55:06,Kristina LYUBUSHKINA,19 SEP 1995,RUS,4.0,Sochi (RUS),19 FEB 2021
2:55:07,Anastasiya RODZKINA,29 AUG 1994,BLR,6.0,Poděbrady (CZE),16 MAY 2021
2:55:10,Kyriaki FILTISAKOU,14 AUG 2000,GRE,7.0,Poděbrady (CZE),16 MAY 2021
2:55:14,Paula JUAREZ,30 OCT 2000,ESP,9.0,Poděbrady (CZE),21 MAY 2023
2:55:15,Kyriaki FILTISAKOU,14 AUG 2000,GRE,2.0,Megara (GRE),28 FEB 2021
2:55:16,Kristina LYUBUSHKINA,19 SEP 1995,RUS,5.0,Sochi (RUS),18 FEB 2019
2:55:17,Mirna ORTÍZ,28 FEB 1987,GUA,14.0,Dudince (SVK),23 APR 2022
2:55:20,Magaly BONILLA,08 FEB 1992,ECU,1.0,Sucúa (ECU),09 MAR 2019
2:55:26,Inês HENRIQUES,01 MAY 1980,POR,1.0,"Circuito Urbano, Porto de Mos (POR)",15 JAN 2023
2:55:27,Inês HENRIQUES,01 MAY 1980,POR,1.0,Leiria (POR),07 NOV 2021
2:55:27,Mar JUÁREZ,27 SEP 1993,ESP,7.0,"Odeonplatz, München (GER)",16 AUG 2022
2:55:39,Alina TSVILII,18 SEP 1994,UKR,10.0,Poděbrady (CZE),21 MAY 2023
2:55:49,Mirna ORTÍZ,28 FEB 1987,GUA,10.0,Dudince (SVK),25 MAR 2023
2:55:55,Maika YAGI,21 JAN 1999,JPN,3.0,Wajima (JPN),17 APR 2022
2:56:02,Federica CURIAZZI,14 AUG 1992,ITA,8.0,Poděbrady (CZE),16 MAY 2021
2:56:03,Tiantian BAI,14 AUG 1998,CHN,7.0,Huangshan (CHN),04 MAR 2018
2:56:04,Evelyn INGA,16 APR 1998,PER,18.0,"Autzen Complex, Eugene, OR (USA)",22 JUL 2022
2:56:07,Huimin ZHAO,12 OCT 1993,CHN,8.0,Huangshan (CHN),04 MAR 2018
2:56:09,Anastasiya KALASHNIKOVA,29 JUN 1997,RUS,6.0,Sochi (RUS),18 FEB 2019
2:56:14,Karla JARAMILLO,21 JAN 1997,ECU,7.0,Muscat (OMA),05 MAR 2022
2:56:20,Anastasiya TAUSHKANOVA,25 MAR 1996,RUS,5.0,Sochi (RUS),31 JAN 2022
2:56:29,Kristina KUDINOVA,25 OCT 1998,RUS,7.0,Sochi (RUS),18 FEB 2019
2:56:30,Yasury PALACIOS,26 OCT 1999,GUA,2.0,San Jerónimo (GUA),08 MAY 2022
2:56:34,Valentyna MYRONCHUK,10 AUG 1994,UKR,1.0,Ivano-Frankivsk (UKR),14 MAR 2020
2:56:35,Nadzeya DARAZHUK,23 JAN 1990,BLR,2.0,Gomel (BLR),04 APR 2018
2:56:38,Johana ORDÓŇEZ,12 DEC 1987,ECU,2.0,Machala (ECU),08 JAN 2022
2:56:47,Paula JUAREZ,30 OCT 2000,ESP,5.0,Cieza (ESP),26 FEB 2023
2:56:55,Vitória OLIVEIRA,30 AUG 1992,POR,15.0,Dudince (SVK),23 APR 2022
2:56:58,Magaly BONILLA,08 FEB 1992,ECU,4.0,Asunción (PAR),14 OCT 2022
2:56:58,Cuihong XIONG,01 MAY 1998,CHN,3.0,Taicang (CHN),09 APR 2023
2:56:59,Kyriaki FILTISAKOU,14 AUG 2000,GRE,1.0,"Olympic Rowing – Canoeing – Kayak Centre, Sxinias (GRE)",22 JAN 2023
2:57:08,Tereza ĎURDIAKOVÁ,20 FEB 1991,CZE,9.0,Poděbrady (CZE),16 MAY 2021
2:57:22,Miranda MELVILLE,20 MAR 1989,USA,1.0,"Santee, CA (USA)",15 JAN 2023
2:57:23,Laura Cristina MOJICA CHALARCA,26 FEB 2000,COL,11.0,Dudince (SVK),25 MAR 2023
2:57:25,Darya GOLUBECHKOVA,10 SEP 2000,RUS,3.0,Saransk (RUS),20 MAY 2023
2:57:26,Tamara HAVRYLYUK,14 DEC 1995,UKR,1.0,Lutsk (UKR),20 MAR 2021
2:57:27,Inês HENRIQUES,01 MAY 1980,POR,1.0,"Circuito Urbano, Porto de Mos (POR)",16 JAN 2022
2:57:29,Christina PAPADOPOULOU,05 SEP 1996,GRE,10.0,Poděbrady (CZE),16 MAY 2021
2:57:30,Anastasiya TAUSHKANOVA,25 MAR 1996,RUS,6.0,Cheboksary (RUS),21 MAY 2022
2:57:33,Nadzeya DARAZHUK,23 JAN 1990,BLR,1.0,Brest (BLR),17 APR 2021
2:57:33,Xiangkun CHANG,06 JUN 1998,CHN,7.0,Nanjing (CHN),22 JAN 2022
2:57:36,Karla JARAMILLO,21 JAN 1997,ECU,12.0,Dudince (SVK),25 MAR 2023
2:57:37,Vitória OLIVEIRA,30 AUG 1992,POR,19.0,"Autzen Complex, Eugene, OR (USA)",22 JUL 2022
2:57:39,Christina PAPADOPOULOU,05 SEP 1996,GRE,3.0,Megara (GRE),23 JAN 2022
2:57:42,Elisa NEUVONEN,19 MAR 1991,FIN,20.0,"Autzen Complex, Eugene, OR (USA)",22 JUL 2022
2:57:42,Rita RÉCSEI,30 JAN 1996,HUN,11.0,Poděbrady (CZE),21 MAY 2023
2:57:47,Liwei HUANG,07 APR 2000,CHN,8.0,Nanjing (CHN),22 JAN 2022
2:57:48,Barbara OLÁH,26 JUL 1993,HUN,16.0,Dudince (SVK),23 APR 2022
2:57:50,Ping LI,07 JAN 1994,CHN,9.0,Huangshan (CHN),04 MAR 2018
2:57:50,Olga NIEDZIAŁEK,30 JUN 1997,POL,8.0,Muscat (OMA),05 MAR 2022
2:57:51,Antia CHAMOSA,07 OCT 1999,ESP,11.0,Poděbrady (CZE),16 MAY 2021
2:57:51,Masumi FUCHISE,02 SEP 1986,JPN,3.0,"Wajima Race Walk Course, Wajima (JPN)",16 APR 2023
2:57:54,Manju RANI,22 MAR 1999,IND,1.0,Ranchi (IND),15 FEB 2023
2:57:55,Inna LOSEVA,27 SEP 1991,UKR,8.0,"Odeonplatz, München (GER)",16 AUG 2022
2:57:57,Agnieszka ELLWARD,26 MAR 1989,POL,,Cieza (ESP),26 FEB 2023
2:58:01,Nastassia YATSEVICH,18 JAN 1985,BLR,12.0,Poděbrady (CZE),16 MAY 2021
2:58:02,Jing LI,23 AUG 2001,CHN,7.0,Huangshan (CHN),23 APR 2022
2:58:09,Federica CURIAZZI,14 AUG 1992,ITA,3.0,Milazzo (ITA),29 JAN 2023
2:58:18,Aleksandra BUSHKOVA,13 JAN 1997,RUS,3.0,Sochi (RUS),19 FEB 2018
2:58:20,Yumin CHEN,28 FEB 1997,CHN,10.0,Huangshan (CHN),04 MAR 2018
2:58:22,Antia CHAMOSA,07 OCT 1999,ESP,5.0,Sevilla (ESP),14 FEB 2021
2:58:24,Peirong YAN,26 SEP 1999,CHN,12.0,Huangshan (CHN),04 MAR 2023
2:58:25,Austėja KAVALIAUSKAITĖ,25 MAY 2000,LTU,13.0,Dudince (SVK),25 MAR 2023
2:58:26,Evelyn INGA,16 APR 1998,PER,2.0,Managua (NCA),16 APR 2023
2:58:30,Irina MUSIKHINA,07 JUN 1988,RUS,6.0,Sochi (RUS),31 JAN 2022
2:58:30,Tiia KUIKKA,30 NOV 1994,FIN,17.0,Dudince (SVK),23 APR 2022
2:58:34,Inês HENRIQUES,01 MAY 1980,POR,9.0,"Odeonplatz, München (GER)",16 AUG 2022
